"subject","course_code","course_name","description","credits"
"ANG - Anthropology–Graduate","ANG 6436","Issues in Heritage Tourism","The purpose of this course is to introduce students to the theoretical and practical issues in heritage tourism and the business of heritage resource management from an anthropological perspective. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6447","Selected Topics in Urban Anthropology","Current topical issues in Urban Anthropology. Open to non-majors. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6463","Social Epidemiology Applied Anthropology","An advanced medical anthropology course on the application of methods and concepts from social epidemiology as relevant to cultural analysis. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6469","Selected Topics in Medical Anthropology","Current topical issues in Medical Anthropology. Open to non-majors. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6495","Oral History and Life History: Approaches to Qualitative Research","A in-depth survey of the methods, concepts, and practical applications of narrative-based qualitative research, featuring critical readings in case studies, and individual and group projects. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6497","Qualitative Research Methods in Anthropology","This course is designed to acquaint students with the philosophical foundations of qualitative research, and to provide the opportunity for students to develop skills in the variety of data collection methods and analysis typical of qualitative research. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6511","Seminar in Physical Anthropology","A critical advanced survey of Physical Anthropology emphasizing contributions to Applied Anthropology. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6516","Human Variation","This course is designed to provide students with an overview of human genetic, phenotypic, and demographic variation from both evolutionary and bio-cultural perspectives, looking at both past and present approaches to understanding human diversity. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6525","Human Osteology","This course involves the detailed examination of the elements of the human skeleton with an emphasis on identifying individual bones and their structures. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6533","Anthropology of Human Growth and Development","Overview of human growth and development from a perspective that combines biological and cultural approaches in anthropology. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6536","Bioarchaeology","Overview of methods and theories used to study the relationship between behavioral, cultural, and environmental factors and human biology, as reflected in human skeletal remains. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6570","Nutritional Assessment","Overview of basic nutritional assessment methods used in anthropology, nutritional sciences, and public health. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6575","Neuroanthropology","This class will provide students with a comprehensive overview of the emerging field of Neuroanthropology. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6584","Evolution and Life History Theory","Life history theory is the study of how organisms evolved to optimize their resources to maximize reproductive success. This course will primarily focus on human life histories and provides the theoretical background of evolutionary life history theory. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6585","Theories in Applied Bioanthropology","A survey of the major theoretical frameworks and quantitative and qualitative methodologies commonly used in biological anthropology research. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6701","Contemporary Applied Anthropology","A critical survey of Applied Anthropology as practiced today in the major branches of Anthropology, focusing on Applied, Medical, and Urban Anthropology. Open to non-majors. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6705","Foundations of Applied Anthropology I","MA Foundations of Applied Anthropology I provides graduate students with an introduction to the philosophical basis of contemporary anthropology. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
"ANG - Anthropology–Graduate","ANG 6706","Foundations of Applied Anthropology II","This course is the second part of a two-course sequence required of all MA students in the anthropology department. This course provides students with foundational understandings of the epistemologies underlying contemporary applied anthropology. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Anthropology","3"
