course_code,course_name,credits,description
ANTH 4040,"Race, Class, and Gender in Global Perspective",3.0,"PREREQUISITES ANTH 2020 with a C or higher, or consent of instructor DESCRIPTION Exploration of the various ways that perceptions and designations of race, class, and gender intersect with each other and shape the human experience. This includes an analysis how categories of class, ethnicity, and gender affect daily life for people in multi-ethnic, stratified societies, particularly in terms of how inequities of access to wealth, power, and resources have emerged on global and local levels. Structural violence is an important theme of many of the readings in the class. The idea of race as a social construct rather than a biological phenomenon is another key topic. We will examine how gender identity and gender roles are shaped by culture. Globalization and immigration, and their relationship to gender, race, and class, are foci of the latter part of the course. (Same as WGSS 4040 and GLOS 4040.) City Scholars course. Global Scholars course."
ANTH 4060,Environmental Anthropology,3.0,"PREREQUISITES ANTH 1102, ANTH 2010, ANTH 2020, or ANTH 2030 with grade of C or higher, or consent of instructor DESCRIPTION During this course we will examine how humans interact with and are influenced by environmental resources, as well as how our actions impact natural resources and ecological systems. Human populations and cultural groups are therefore (re)situated in nature. To explore environmental anthropology as a sub-field, the course is structured as a survey of the discipline, examining topics such as historical ecology, population ecology, cultural constructions of ""nature,"" the anthropology of environmentalism, political ecology, and global environmental issues. City Scholars course."
ANTH 4070,Ethnobotany,3.0,"DESCRIPTION Ethnobotany is the study of the use of plants by humans. This course provides an overview of the field of ethnobotany and its methods. Students will explore how ethnobotanists collect, analyze, and interpret data and will learn some of the applications of ethnobotany outside of an academic setting."
ANTH 4080,Consumption and Material Culture,3.0,"PREREQUISITES ANTH 2020 with a C or higher DESCRIPTION This course examines anthropological approaches to material culture and consumption: the practices, relations, and rituals through which things (from food and clothing to shell valuables or money) become meaningful and are used in the organization of social life. Readings include classic works of anthropology and social theory as well as recent ethnographies of western capitalist, colonial/postcolonial and post- socialist settings. Global Scholars course."
ANTH 4111,Anthropology of Self and Emotion,3.0,"ANTH 2020 with a C or higher, or consent of instructor  This course draws upon readings in anthropological theory and ethnography to consider the cultural construction of self-hood, identity, and feelings, with an emphasis on the historical specificity of particular experiences, how they may be influenced by factors such as capitalism, how they may change over time, and the significance of gender. (Same as WGSS 4111.). 795"
ANTH 4112,Modernity and Identity,4.0,"DESCRIPTION Representations of modernity in postcolonial and metropolitan nation- states. National identities and their articulations with gender, class, and race. Global Scholars course."
ANTH 4114,Language and Social Justice,4.0,"PREREQUISITES ANTH 2020 or ANTH 2040, or AL 2101 or FORL 2101, or AL 2102 or FORL 2102 DESCRIPTION This course focuses on the linguistic anthropological study of inequality and questions of social justice that arise. From the work of translation in institutional settings that often falls to bilingual children of immigrants to the marked evaluation of African-American English, students will explore how language is integral in processes of exclusion, stigma, and oppression. (Same as GLOS 4114.)."
ANTH 4150,Museum Anthropology,3.0,"PREREQUISITES ANTH 2010, ANTH 2020, or ANTH 2030 with a B or higher DESCRIPTION Museums provide a critical intersection between academic research and the public. This course critiques the mission of museums in a global world and explores how knowledge is conveyed through objects, and how museums can disseminate complex ideas to diverse audiences in accessible and inclusive ways. This course considers the role of museums in identity construction at local, national, and supra-national levels. Global Scholars course."
ANTH 4160,Archaeology of South America,3.0,"PREREQUISITES ANTH 1102 or ANTH 2030 with a C or higher, or permission of instructor DESCRIPTION Students utilize evidence from archaeology to learn about the major cultural groups of the pre-Hispanic Andes beginning with the earliest known human occupations more than 10,000 years ago and ending with the Colonial Period following Spanish conquest of the Inca Empire in the mid-16th Century. Global Scholars course."
ANTH 4170,Mesoamerican Archaeology,3.0,"PREREQUISITES ANTH 2030 with grade C or higher, or consent of instructor DESCRIPTION This course highlights some of the major cultural achievements of Mesoamerican peoples. The class begins with the peopling of the New World over 10,000 years ago and proceeds to cover the origins of agriculture and the development of complex societies from the Olmec to the Aztec. The course draws from the rich iconographic, epigraphic, and archaeological data of the region to explore concepts and specific sites up until the time of Spanish Contact, A.D. 1521."
ANTH 4180,Archaeology of Southeastern United States,4.0,"ANTH 2030 with grade of C or higher or consent of instructor  The appearance of the earliest inhabitants of the Southeast, the development of complex societies, the effects of Europeans on indigenous culture, and the archaeology of the historic period. Students will be required to participate in three field trips. 796"
