"code","level","title","credits","description"
"PSYCH 624","Yes","Advanced Child Assessment",3.0,"Overview of evidence-based assessment approaches for evaluating behavioral, emotional, social, and psychological functioning in children and adolescents. Will prepare students to interpret assessments and develop treatment plans founded in evidence-based assessment practices"
"NDFS 638","","Advanced Clinical Nutrition",2.0,"Theory, techniques, and practices in medical nutrition therapy."
"MFT 753","","Adv Clinical Specializatn-MFT",3.0,"Advanced approaches in treating dysfunctional individual, marital, and family systems."
"COMMS 483","","Adv Communications Studies",3.0,"Contemporary developments in communication theory, research, and practice."
"LAW 710","","Adv Compara Law 1",2.0,"Papers written on transnational and comparative topics during fall prepared for possible inclusion in law review."
"LAW 711","","Adv Compara Law 2",2.0,"Papers written on transnational and comparative topics during fall prepared for possible inclusion in law review."
"MUSIC 388R","","Advanced Composition",1.5,"Private lessons in music composition."
"C S 655","Yes","Advanced Computer Graphics",3.0,"Advanced computer graphics systems programming and architecture, including ray tracing, radiosity, animation, and physically based modeling."
"C S 660","Yes","Adv Computer Networks",3.0,"Computer networking, software architecture, organization, protocols, routing, global networks, local networks, internet standards, and applications."
"C S 665","Yes","Adv Comp Security",3.0,"Authentication and authorization using digital credentials."
"MFGEN 531","","Adv Computer-Aided Prog",3.0,"CAD/CAM programming techniques and requirements for manufacturing components on computer numerical-control machine tools, emphasizing CAM programming, postprocessors, and CAM software evaluation."
"PLANG 480","","Adv Compu-Assistd Translation",3.0,"Advanced exploration of how computer-assisted translation technology is used to solve problems concerning translation quality, speed, and freedom of content."
"HEB 411R","","Advanced Conversation",4.0,"Emphasizes conversation in everyday situations. Students role play various situations in class and then apply their learning in Jerusalem."
"CHIN 311R","No","Advanced Conversation",1.0,"Emphasis on sophisication of speech."
"GERM 311R","","Advanced Conversation",5.0,"Building vocabulary and developing skills needed to exceed assessed proficiency rating."
"RUSS 311R","","Advanced Conversation",5.0,"Building vocabulary and developing skills needed to exceed assessed proficiency rating."
"FLANG 311R","","Advanced Conversation",2.0,"Advanced conversation skill across a variety of topics with a focus on improving language production."
"MBA 621","","Advanced Corporate Finance",3.0,"Analyzing the economic incentive and understanding the risks/benefits of transactions such as mergers/acquisitions, changing value drivers, leveraged buyouts, changing capital structure, international investing, tax-driven restructurings, leasing, recapitalizations, and industry restructurings."
"MBA 524","Yes","Adv Corporate Financial Rprtng",1.5,"Areas of financial reporting where managers have considerable discretion, including pensions, leases, equity securities, earnings, dilution, employee stock options, and deferred taxes.  Dynamics between auditors, managers, and financial analysts."
"DANCE 540R","","Adv Dance Tech Workshop",4.0,"Studies in advanced ballet or contemporary dance technique in a workshop environment. Teacher approval required."
"IS 533","","Advanced Data Communications",3.0,"Design, management, and strategic use of local area networks (LANs), wide area networks (WANs), intranets, and the Internet to solve business problems."
"C S 674","Yes","Advanced Deep Learning",3.0,"In-depth examination of the mathematical foundations of modern deep learning, surveying current research in the area. Topics include stochastic and distributed optimization, regularization, initialization, network architecture design, and loss function design. Concepts are developed in the context of various application areas including supervised learning, generative modeling, and reinforcement learning."
"TMA 479R","","Advanced Design",3.0,"Advanced techniques in performance design."
"TMA 479R","","Adv Design: Lighting",3.0,"Advanced techniques in performance design for lighting."
"TMA 479R","","Adv Design: Makeup",3.0,"Advanced techniques in performance design for makeup."
"TMA 479R","","Adv Design: Costumes",3.0,"Advanced techniques in performance design for costumes."
"TMA 479R","","Adv Design: Scenic",3.0,"Advanced techniques in performance design for scenic."
"TMA 479R","","Adv Design: Sound",3.0,"Advanced techniques in performance design for sound."
"CELL 650R","","Adv Developmental Biology",3.0,""
"PSYCH 520","","Adv Developmental Psych",3.0,"Major research in developmental psychology, emphasizing theory, content, and methodology."
"NDFS 466","No","Adv Dietetics Prac",3.0,"Skill development in specialized topics of medical nutrition therapy and administrative dietetics."
"EC EN 776","","Adv Digital & Wireless Comm",3.0,"Linear and nonlinear M-ary modulation and detection, system performance in AWGN and multipath fading environments, equalization, synchronization, spread spectrum. "
"MKTG 425","","Advanced Digital Marketing",3.0,"Builds on digital marketing skills to give students deeper understanding and abilities to conduct search engine optimization, paid search marketing, display advertising, and more."
"EC EN 520","Yes","Adv Digital Systems",3.0,"Advanced synchronous systems design; CAD and HDLs; high-speed, low-power digital circuit architectures."
"TMA 671R","","Advanced Directing",3.0,"Theories and techniques of directing for the stage through directing projects for public presentation."
"ME EN 595R","","Advanced Dynamics",18.0,""
"IP&T 760R","","Adv. E-Learning Dev",3.0,"Team-based development of an instructional product for a local client."
"GEOL 530","Yes","Adv Earth Data Visualization",3.0,"Analyzing data to create a variety of student-selected geological illustrations emphasizing maps and cross-sections.  "
"BIO 559R","","Advanced Ecology",6.0,""
"ECON 588","Yes","Advanced Econometrics",3.0,"Theory and practice of formulating, estimating, and analyzing economic models."
"STDEV 399R","","Advanced EMS Internship",3.0,"Internship for advanced students in the on-campus emergency medical services (EMS) program."
"ESL 302","","Adv English Pronunciation",3.0,"Improving the speaking ability of nonnative English students, emphasizing rhetorical and communication strategies, pronunciation, stress, rhythm, intonation, and fluency."
