"subject","level","course_code","course_name","description","credits"
"ACOM - Agricultural Communications ","Undergraduate Courses","ACOM 4001","Agricultural Communications Problems","Individual study of advanced application of principles of agricultural communications.","V1-3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Undergraduate Courses","ACOM 4304","Risk and Crisis Communications in Agricultural and Natural Resources","Prerequisite: ACOM 3300 OR JOUR 2310 . Introducing risk and crisis as interdisciplinary concepts. Includes theoretical understanding of communication, processing risks and leveraging trust and knowledge for understanding, and organizational crisis communication.    [ ACOM 5304 ]","3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Undergraduate Courses","ACOM 4305","Agricultural Communication Campaigns","Prerequisite: ACOM 3305 , junior or senior standing, and ACOM majors only. Principles, practices, and applications of social marketing as they pertain to developing communication campaigns for the food and fiber industry.   (CL)","3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Undergraduate Courses","ACOM 4311","Convergence in Agricultural Media","Prerequisites: Instructor consent and ACOM majors only. Intensive application of communication skills to produce a multimedia website focused on agricultural topics.   (CL)","3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Undergraduate Courses","ACOM 4312","Advanced Design Principles for Agricultural Media","Prerequisites: ACOM 2305 and ACOM 3305 . Provides an in-depth examination of design principles, theories, applications, and topics relevant to agricultural media with an emphasis in advanced design skills in computer applications.   (CL)","3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Undergraduate Courses","ACOM 4410","Development of Agricultural Publications","Prerequisite: JOUR 2310 . Students integrate various skills including writing, editing, advertising sales, photography, and layout in producing agricultural publications. Emphasis upon computer software applications in agricultural publishing.   (CL)","4 Semester Credit Hours"
"ACOM - Agricultural Communications ","Graduate Courses","ACOM 5302","Knowledge Management and Data Visualization in Agriculture Organizations","A comprehensive, systematic examination of the information assets of agricultural organizations and how they are identified, captured, organized, and shared to facilitate decision-making internal and external to the organization.","3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Graduate Courses","ACOM 5303","Advanced Video Production in Agriculture","Study of video and images as well as visual theories in relation to agriculture. Course includes study and practice of advanced video production for agricultural communications professionals with a focus on editing.","3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Graduate Courses","ACOM 5304","Risk and Crisis Communications in Agriculture and Natural Resources","Examines potential risk and crisis communications scenarios in agriculture and the relevant theories, models, and processes to address these types of situations effectively.    [ ACOM 4304 ]","3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Graduate Courses","ACOM 5305","Public Opinion in Agriculture and Natural Resources","Reviews the concept of “public opinion” from a multidisciplinary perspective and examines how the concept applies to agriculture and the natural resources industry.","3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Graduate Courses","ACOM 5306","Foundations of Agricultural Communications","Explore historical foundations and selected philosophical concepts and philosophers and evaluate their influence upon agricultural communications.","3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Graduate Courses","ACOM 5307","Methods of Technological Change","Dynamics of cultural change as theoretical framework for planned technological change; methods of planning and implementing change, its effect, and how it can be predicted.       SSI, SSII.","3 Semester Credit Hours"
"ACOM - Agricultural Communications ","Graduate Courses","ACOM 5308","Utilizing Online Media in Agricultural Communications","Identify agricultural audiences, conduct analyses, and use results to evaluate and produce online media that utilizes design fundamentals, visual communication theories, and new media technology.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 1301","Introduction to Apparel Design","Corequisite: ADM 1303 . Overview of apparel design room practices. Emphasis on the business, art, and craft of apparel design.   This course partially fulfills the Communication Literacy requirement in the Apparel Design and Manufacturing major.  F.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 1302","Fundamentals of Clothing Techniques and Processes","Emphasis on the development of techniques and processes that meet rigorous business and industry standards. Fundamentals of equipment, quality, and career applications for non-majors.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 1303","Clothing Construction","Corequisite: ADM 1301 . Application of basic apparel assembly methods, including the fundamentals of fit and use of sewing machines and sergers.     F.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 1304","Intermediate Clothing Construction","Prerequisites: C or better in ADM 1301 and ADM 1303 . Corequisite: ADM 2308 . Intermediate apparel assembly, alteration of patterns, and selection of appropriate fabrics.     S.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 2302","Fashion Illustration","Prerequisites: C or better in ART 1303 . Illustration techniques for the fashion figure and rendering of garment details using various media. Includes color theory applied to fashion drawing and portfolio development.     S.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 2308","Flat Pattern Design","Prerequisites: C or better in ADM 1301 and ADM 1303 . Corequisite: ADM 1304 . Application of basic flat pattern techniques to bodices, skirts, sleeves, neckline, and bodice-sleeve combinations.     S.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 2310","Design Through Draping","Prerequisites: C or better in ADM 1303 , ADM 1304 , ADM 2308 . Introduction of the fundamental principles in developing basic silhouettes of skirts, blouses, bodices, and collars by draping techniques. Understanding of fabric characteristics and drapability and its effect on the development of silhouette and style.     F.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 2311","Textiles","Prerequisites: C or better in ADM 1301 and ADM 1303 . Selection, use, and care of textiles in relation to fiber characteristics, yarn, and fabric structure.     F.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 3303","Tailoring","Prerequisites: C or better in ADM 1301 , ADM 1303 , ADM 1304 , ADM 2302 , ADM 2308 , ADM 2310 , and ADM 2311 . Advanced patternmaking, fit, construction, assembly, and finishing techniques for lined, tailored apparel. Emphasizes jackets and coats.     F.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 3305","Computer Applications in Apparel Design","Prerequisites: C or better in ADM 1301 , ADM 1303 , ADM 1304 , ADM 2302 , ADM 2308 , ADM 2310 , and ADM 2311 . Computer-aided design methods for product development, including design, illustration, specification, costing, patternmaking, and plotting. Use of CAD in portfolio development.     F.","3 Semester Credit Hours"
"ADM - Apparel Design and Manufacturing ","Undergraduate Courses","ADM 3308","Advanced Flat Pattern Design","Prerequisites: C or better in ADM 1304 , ADM 2302 , ADM 2308 , ADM 2310 , and ADM 2311 . Application of advanced flat patterning techniques in apparel design.     S.","3 Semester Credit Hours"
