"department","description","course_code","course_name","credits"
"African | Languages, Literatures, and Cultures","Beginning study covering four skills: listening, speaking, reading and writing. Grading Scheme:Letter Grade","WOL 1130","Beginning Wolof 1","5 Credits"
"African | Languages, Literatures, and Cultures","Continued study of the four skills with additional vocabulary and grammar. Grading Scheme:Letter Grade","WOL 1131","Beginning Wolof 2","5 Credits"
"African | Languages, Literatures, and Cultures","Intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","WOL 2200","Intermediate Wolof 1","3 Credits"
"African | Languages, Literatures, and Cultures","Continuation of intermediate study. Grading Scheme:Letter Grade","WOL 2201","Intermediate Wolof 2","3 Credits"
"African | Languages, Literatures, and Cultures","Advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","WOL 3410","Advanced Wolof 1","3 Credits"
"African | Languages, Literatures, and Cultures","Continuation of advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","WOL 3411","Advanced Wolof 2","3 Credits"
"African | Languages, Literatures, and Cultures","The role of language in the development of African societies. Language and nation building. Grading Scheme:Letter Grade","SSA 3730","Language in African Society","3 Credits"
"African | Languages, Literatures, and Cultures","Beginning study covering four skills: listening, speaking, reading and writing. Grading Scheme:Letter Grade","YOR 1130","Beginning Yoruba 1","5 Credits"
"African | Languages, Literatures, and Cultures","Continued study of the four skills with additional vocabulary and grammar. Grading Scheme:Letter Grade","YOR 1131","Beginning Yoruba 2","5 Credits"
"African | Languages, Literatures, and Cultures","Intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","YOR 2200","Intermediate Yoruba 1","3 Credits"
"African | Languages, Literatures, and Cultures","Continued study of the four skills with additional vocabulary and grammar. Grading Scheme:Letter Grade","YOR 2201","Intermediate Yoruba 2","3 Credits"
"African | Languages, Literatures, and Cultures","Advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","YOR 3410","Advanced Yoruba 1","3 Credits"
"African | Languages, Literatures, and Cultures","Continuation of advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","YOR 3411","Advanced Yoruba 2","3 Credits"
"African | Languages, Literatures, and Cultures","For those who seek independent work not offered in another course. Grading Scheme:Letter Grade","YOR 4905","Individual Study","1-5 Credits"
"African | Languages, Literatures, and Cultures","Introduction to the scope and importance of Yoruban culture in the New World and its role and significance in the resilience of African cultures in North America, South America and the Caribbean. (WR) Grading Scheme:Letter Grade","YOT 3500","Yoruba Diaspora in the New World","3 Credits"
"African | Languages, Literatures, and Cultures","Reading skills and the analysis of literature in the original language. Grading Scheme:Letter Grade","YRW 4130","Readings in Yoruba Literature","3 Credits"
"Agricultural and Biological Engineering","Introduces the process of design along with approaches to solving engineering problems, manipulations and presentations of engineering data and applied engineering concepts. (WR) Grading Scheme:Letter Grade","ABE 2012C","Introduction to Biological Engineering","3 Credits"
