"course_code","course_name","course_level","course_hours","course_description"
"AGEE 526","Leadership Development FFA/SAE","Graduate","2 Hours","This course will focus on planning, advising, supervising and evaluating student educational experiences through youth organizations (FFA) and experiential learning programs (supervised agricultural experience)."
"AGEE 527","Leadership Development FFA/SAE Practicum","Graduate","1 Hour","PR:AGEE 526. This course will focus on student demonstrations of planning, advising, supervising and evaluating student educational experiences through youth organizations (FFA) and experiential learning programs (supervised agricultural experience)."
"AGEE 530","Teaching Agriculture","Graduate","2 Hours","Organization and preparation of teaching materials for middle and high school agriculture courses."
"AGEE 531","Teaching Agriculture - Practicum","Graduate","1 Hour","PR:AGEE 530. Practicum for the organization and preparation of teaching materials for middle and high school agriculture courses."
"AGEE 534","Effective Learning Environments","Graduate","2 Hours","Principles/processes in organizing and managing a positive and effective secondary agricultural education learning environment."
"AGEE 535","Effective Learning Environments - Practicum","Graduate","1 Hour","PR:AGEE 534. Practicum for demonstrating principles/processes in organizing and managing a positive and effective secondary agricultural education learning environment."
"AGEE 538","Program Planning in HS AG Education","Graduate","2 Hours","Development, organization, preparation and evaluation of materials/curriculum for teaching agriculture in middle and secondary schools."
"AGEE 570","History and Philosophy of Land Grant Education","Graduate","3 Hours","Students will complete an in-depth exploration of the purpose, history, and philosophies underlying modern land grant universities. Students will discuss the three pillars of land grants, and will assess their own roles as teachers, researchers, and community servants."
"AGEE 580","Change Theory in Agriculture","Graduate","3 Hours","This course will introduce students to principles of change theory, specifically examining Rogers' Diffusion of Innovations theory."
"AGEE 591","Advanced Topics","Graduate","1-6 Hours","PR: Consent.   Investigation in advanced topics that are not covered in regularly scheduled courses."
"AGEE 592","Directed Study","Graduate","1-6 Hours","Directed study, reading, and/or research."
"AGEE 593","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"AGEE 594","Seminar","Graduate","1-6 Hours","Special seminars arranged for advanced graduate students."
"AGEE 595","Independent Study","Graduate","1-9 Hours","Faculty-supervised study of topics not available through regular course offerings."
"AGEE 631","Planning Agricultural Programs and Courses","Graduate","3 Hours","PR:AGEE 430or Consent.  Formulating programs and courses for schools and communities."
"AGEE 642","Agriculture Education Research Methods and Design","Graduate","3 Hours","Explores definition of the problem, identification of related literature, selection of an appropriate research design, interpretation of results from data analysis procedures, and the reporting of research findings with emphasis on agricultural education."
"AGEE 644","Data Analysis/Interpretation","Graduate","3 Hours","Explores the selection of appropriate statistical methods, use of statistical software packages to analyze data, interpretation of results from data analysis procedures, and the report of research findings with emphasis on agricultural education."
"AGEE 646","Instrumentation and Survey Research Methods Design","Graduate","3 Hours","PR:AGEE 642. Principles, theories, techniques, and applications for developing survey questionnaires and conducting survey research in agriculture and social sciences; developing questions; constructing  instruments; implementing surveys; reducing coverage and sampling errors. The purpose of survey research is to explore and/or describe a given population--typically from samples of the population."
"AGEE 650","Program Development in Community Education","Graduate","3 Hours","Planning, implementation and evaluation of programs in non-formal rural and community educational settings."
"AGEE 651","Program Evaluation in Comm Ed","Graduate","3 Hours","Evaluation principals, models, designs and procedures used in developing and analyzing agricultural and extension education programs.  Evaluations role in needs assessments, implementation and marketing to stakeholders."
"AGEE 670","Thesis and Dissertation Proposal Development","Graduate","1 Hour","This course is designed to assist students in the preparation of their thesis or dissertation research proposal, specific to social science research. Students will submit an acceptable draft of the first three chapters of their thesis/dissertation proposal by the end of the course."
"AGEE 680","Advanced Principles of Teaching and Learning","Graduate","3 Hours","Theoretical exploration for those who will teach in formal learning environments, this course focuses on principles, theories, and philosophical issues common to educators in general. It will introduce learners to literature and research relevant to practicing educators. Delivered using a flipped classroom design, graduate students will engage in practical teaching to increase transfer and consumption."
