"department","code","title","description","credits"
"AERO - Aerospace Engineering (AERO)","AERO 478","Low Temperature Plasma - Theory, Modeling, Applications","Credits 3. 
3 Lecture Hours.Basic theory and fundamentals of low-temperature plasma, elements of plasma kinetic theory, equilibrium and non-equilibrium plasma, modeling approaches, plasma discharges.Prerequisites:Grade of C or better inAERO 303andMATH 308.","Credits 3. 
3 Lecture Hours."
"AERO - Aerospace Engineering (AERO)","AERO 481","Seminar","Credit 1. 
1 Lecture Hour.Readings, reports, conferences and discussion. Must be taken on a satisfactory/unsatisfactory basis.Prerequisite:Senior classification in aerospace engineering.","Credit 1. 
1 Lecture Hour."
"AERO - Aerospace Engineering (AERO)","AERO 485","Directed Studies","Credits 0 to 4. 


0 to 4 Other Hours.Special problems in aerospace engineering assigned to individual students or groups.Prerequisite:Junior or senior classification or approval of instructor.","Credits 0 to 4. 


0 to 4 Other Hours."
"AERO - Aerospace Engineering (AERO)","AERO 489","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours.Selected topics in an identified field of aerospace engineering. May be repeated for credit.Prerequisite:Approval of instructor.","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours."
"AERO - Aerospace Engineering (AERO)","AERO 491","Research","Credits 0 to 4. 


0 to 4 Other Hours.Research conducted under the direction of faculty member in aerospace engineering. May be repeated 3 times for credit.Prerequisites:Junior or senior classification and approval of instructor.","Credits 0 to 4. 


0 to 4 Other Hours."
"AERS - Aerospace Studies (AERS)","AERS 101","Air Force Heritage and Values I","Credit 1. 
1 Lecture Hour.Introduction to the Department of the Air Force (DAF) and Air Force Reserve Officer Training Corps (AFROTC); overview of officership, officer opportunities and benefits, and DAF heritage and values and operations.Prerequisites:Concurrent enrollment inAERS 105.","Credit 1. 
1 Lecture Hour."
"AERS - Aerospace Studies (AERS)","AERS 102","Air Force Heritage and Values II","Credit 1. 
1 Lecture Hour.Continuation ofAERS 101; introduction to the Department of the Air Force (DAF) and Air Force Reserve Officer Training Corps (AFROTC); overview of officership, officer opportunities and benefits, and DAF heritage and values and operations.Prerequisites:AERS 101; concurrent enrollment inAERS 106.","Credit 1. 
1 Lecture Hour."
"AERS - Aerospace Studies (AERS)","AERS 105","AFROTC Leadership Lab I","Credit 1. 

2 Lab Hours.Dynamic leadership development activities designed to prepare prospective Department of the Air Force second lieutenants and complement the AFROTC academics with experiential learning. May be taken six times for credit. Must be taken on a satisfactory/unsatisfactory basis.","Credit 1. 

2 Lab Hours."
"AERS - Aerospace Studies (AERS)","AERS 106","AFROTC Leadership Lab II","Credit 1. 

2 Lab Hours.Continuation ofAERS 105; dynamic leadership development activities designed to prepare prospective Department of the Air Force second lieutenants and complement the AFROTC academics with experiential learning. May be taken four times for credit. Must be taken on a satisfactory/unsatisfactory basis.Prerequisites:AERS 105.","Credit 1. 

2 Lab Hours."
"AERS - Aerospace Studies (AERS)","AERS 201","Team and Leadership Fundamentals I","Credit 1. 
1 Lecture Hour.Fundamental survey of leadership and team building through topics such as followership, listening, ethical decision-making, and conflict management. Must be taken on a satisfactory/unsatisfactory basis.Prerequisites:Grade of C or better inAERS 102; concurrent enrollment inAERS 105; or approval of department head.","Credit 1. 
1 Lecture Hour."
"AERS - Aerospace Studies (AERS)","AERS 202","Team and Leadership Fundamentals II","Credit 1. 
1 Lecture Hour.Continuation ofAERS 201; fundamental survey of leadership and team building through topics such as followership, listening, ethical decision-making, and conflict management.Prerequisites:Grade of C or better inAERS 201; concurrent enrollment inAERS 106if seeking a military contract; or approval of department head.","Credit 1. 
1 Lecture Hour."
"AERS - Aerospace Studies (AERS)","AERS 303","Leading People and Effective Communication I","Credits 3. 
3 Lecture Hours.In-depth look at leadership through topic-guided discussions and verbal communications in Department of the Air Force formats; leadership, management fundamentals, professional knowledge, Air Force personnel and evaluation systems, and leadership ethics with case studies of leadership and management situations as a means of demonstrating and exercising practical application of concepts.Prerequisites:Grade of C or better inAERS 202; concurrent enrollment inAERS 105if seeking a military contract; or approval of department head.","Credits 3. 
3 Lecture Hours."
"AERS - Aerospace Studies (AERS)","AERS 304","Leading People and Effective Communication II","Credits 3. 
3 Lecture Hours.Continuation ofAERS 303with an in-depth look at leadership through topic-guided discussions and verbal communications in Department of the Air Force formats; leadership, management fundamentals, professional knowledge, Air Force personnel and evaluation systems, and leadership ethics with case studies of leadership and management situations as a means of demonstrating and exercising practical application of concepts.Prerequisites:Grade of C or better inAERS 303; concurrent enrollment inAERS 106if seeking a military contract; or approval of department head.","Credits 3. 
3 Lecture Hours."
"AERS - Aerospace Studies (AERS)","AERS 403","National Security Affairs, Leadership Responsibilities, and Commissioning Preparation I","Credits 3. 
3 Lecture Hours.Examination of the Constitution, national security processes, the military's role in society, and the military justice system; preparation for life as a second lieutenant in the Department of the Air Force.Prerequisites:Grade of C or better inAERS 304; concurrent enrollment inAERS 105if seeking a military contract; or approval of department head.","Credits 3. 
3 Lecture Hours."
"AERS - Aerospace Studies (AERS)","AERS 404","National Security Affairs, Leadership Responsibilities, and Commissioning Preparation II","Credits 3. 
3 Lecture Hours.Continuation ofAERS 403; examination of the Constitution, national security processes, the military's role in society, and the military justice system; prepares students for life as a second lieutenant in the Department of the Air Force.Prerequisites:Grade of C or better inAERS 403; concurrent enrollment inAERS 106if seeking a military contract; or approval of department head.","Credits 3. 
3 Lecture Hours."
"AERS - Aerospace Studies (AERS)","AERS 485","Directed Studies","Credits 1 to 3. 


1 to 3 Other Hours.Directed study of problems in the field of aerospace studies.Prerequisites:Grade of C or better inAERS 404; Air Force ROTC Cadet; approval of department head.","Credits 1 to 3. 


1 to 3 Other Hours."
"AFST - Africana Studies (AFST)","AFST 201","Introduction to Africana Studies","Credits 3. 
3 Lecture Hours.Introduction to the field of Africana Studies; interdisciplinary approach drawing from history, philosophy, sociology, political studies, literature and performance studies; explores the African foundational relationship to and connections with its diaspora populations; covers Africa, the United States, the Caribbean, Europe and South America.","Credits 3. 
3 Lecture Hours."
"AFST - Africana Studies (AFST)","AFST 204/ENGL 204","Introduction to African-American Literature","Credits 3. 
3 Lecture Hours.Introduction to the writings of African Americans from the 18th century to the present, emphasizing the major themes and traditions; ENGL-204 also taught at Galveston campus.Cross Listing:ENGL 204/AFST 204.","Credits 3. 
3 Lecture Hours."
"AFST - Africana Studies (AFST)","AFST 205/ENGL 205","Introduction to Africana Literature","Credits 3. 
3 Lecture Hours.Works, literary movements and genres of authors of African descent in the Americas, Europe and Africa.Cross Listing:ENGL 205/AFST 205.","Credits 3. 
3 Lecture Hours."
"AFST - Africana Studies (AFST)","AFST 206/PBSI 206","Black Psychology","Credits 3. 
3 Lecture Hours.Critical examination of psychological experience, theories, and methods from perspectives grounded in the ""Black experience.""Cross Listing:PBSI 206/AFST 206.","Credits 3. 
3 Lecture Hours."
"AFST - Africana Studies (AFST)","AFST 209/PBSI 209","Psychology of Culture and Diversity","Credits 3. 
3 Lecture Hours.Introduction to various issues surrounding an increasingly interconnected and globalized world by critically examining the dynamic relationship between psychological processes and diverse (e.g., motivation, memory, self, prejudice) socio-cultural contexts.Prerequisite:PBSI 107.Cross Listing:PBSI 209/AFST 209.","Credits 3. 
3 Lecture Hours."
"AFST - Africana Studies (AFST)","AFST 225","Reframing Public Memory - Texas and the African American","Credits 3. 
3 Lecture Hours.Exploration of the connections between Texas and the African American cultural lens and their impact on the understanding of memory and mythmaking; examination through class lectures, readings, viewings, visits, reaction/research papers, and individual projects of public memory and the creation, maintenance, promotion, contestation, erasure, and remaking of ideas of race, dispositions, behaviors, and histories in Texas and globally.","Credits 3. 
3 Lecture Hours."
"AFST - Africana Studies (AFST)","AFST 252/PHIL 252","Introduction to Hip-Hop Philosophy","Credits 3. 
3 Lecture Hours.Introduction to philosophy by way of the major themes and subjects of Hip-Hop; critical advocacy of various philosophical ideals.Cross Listing:PHIL 252/AFST 252.","Credits 3. 
3 Lecture Hours."
"AFST - Africana Studies (AFST)","AFST 261/INTA 261","Contemporary Issues in the Global South","Credits 3. 
3 Lecture Hours.Exploration of current political and cultural issues in the Global South. May be repeated once for credit.Cross Listing:INTA 261/AFST 261.","Credits 3. 
3 Lecture Hours."
"AFST - Africana Studies (AFST)","AFST 285","Directed Studies","Credits 0 to 4. 


0 to 4 Other Hours.Directed studies in the field of Africana Studies. May be taken two times for credit.Prerequisite:AFST 201; Freshman or sophomore classification; approval of instructor and director.","Credits 0 to 4. 


0 to 4 Other Hours."
