"subject","course_code","course_name","credits","description"
"Aerospace Engineering","A E 641","Structural Optimization","3","Analytical and numerical methods for structural optimization. Optimization problem formulation; optimization using calculus of variations; linear programming; nonlinear optimization; global optimization; generalized optimality criteria and dual methods; sensitivity analysis; multilevel and decomposition techniques; shape and topology optimization."
"Aerospace Engineering","A E 644","Turbulent Flow","3","Nature of turbulence based on simple flow observations and a theoretical basis for interpreting and predicting the behaviors of specialized turbulent flow problems."
"Aerospace Engineering","A E 651","Theory of Elastic Stability","3","Stability of elastic systems. Differential equations of stability by summation of forces and moments, and by the variational method. Applications."
"Aerospace Engineering","A E 661","Introduction to Static and Dynamic Aeroelasticity","3","Fluid-structure interaction and its static and dynamic effects on airplanes. Aileron reversal, doublet lattice method, dynamic aeroelastic instability (flutter), static aeroelastic instability (divergence), sweep effects, unsteady aerodynamics; computational dynamic aeroelasticity using NASTRAN."
"Aerospace Engineering","A E 666","Inverse Methods and Aerodynamic Applications","3","Optimization techniques for solving inverse aerodynamic design problems, inverse panel method, adjoint-based optimization, Bayesian inference and machine learning techniques."
"Aerospace Engineering","A E 670","Optimal Control","3","Applications in aerospace engineering to include Hamilton-Jacobi-Bellman equation, maximum principle, optimal control of dynamic systems, and parameter optimization. Fuel-optimal, linear quadratic optimal control, and time-optimal problems."
"Aerospace Engineering","A E 671","Non Destructive Evaluation: Theory and Application","3","Introduction to the fundamental principles and applications of Non-Destructive Evaluation (NDE) techniques for aerospace structures. To focus on ultrasonic and infrared thermography inspections; additional topics may vary. Experimental laboratory demonstrations will support in-class lectures."
"Aerospace Engineering","A E 676","Advanced Astrodynamics","3","Advanced topics of astrodynamics, focusing on the two-body orbital problem, spacecraft maneuvers, Kepler’s problem, Lambert’s problem, orbit determination, N-body methods, special perturbation techniques for solving Keplerian and non-Keplerian problems, Space Domain Awareness (SDA), and efficient algorithms for orbital propagation and navigation."
"Aerospace Engineering","A E 678","State-Space Flight Control","3","State space methods of analysis and design of continuous and discrete-time linear systems. Coordinate transformations, controllability, observability of continuous and discrete systems. Lyapunov stability analysis. Detectability, pole placement, stabilizability. Minimal order observers. Aircraft and spacecraft flight control system analysis and design."
"Aerospace Engineering","A E 696","Advanced Topics in Aerospace Engineering","1-3","Advanced topics in aerospace structural mechanics and design to include non-linear elasticity, plasticity, analysis of plates and shells, fracture mechanics, thermal stress analysis, fatigue analysis, non-linear aeroelasticity, advanced topics in finite element methods, structural optimization and reliability analysis."
