"subject","course_code","course_name","description","credits"
"Advertising","ADV 93","Design Fundamentals for Advertising 1","3 Introduces students to the ideation and design process as it relates to advertising. Students learn design thinking, ideation techniques, print design, screen design, advertising formats and storytelling across media platforms.      Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 94","Design Fundamentals for Advertising 2","3 Introduction to digital video production and editing. Focus on learning how to tell a story by combining video and audio, story boarding, script writing, framing, creating a shot sequence, video editing and special effects using industry-standard software.      Grading:Letter Graded.     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 95","Working With Type","3 Theory and practice of typography as they apply to graphics, advertising and other areas of visual communication. Through a series of projects students develop a greater sensitivity to typographic details to create successful typographic messages.      Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 96","Art of Marketing Innovations","3 Introduces students to the art of marketing with emphasis on marketing innovations as it relates to advertising. Students gain knowledge and the necessary skills to market innovative technologies effectively. By integrating marketing frameworks, and foundational innovation strategies with real-world examples, students will learn how to connect disruptive innovations with their intended audiences. The focus is on sharing the learnings through modern case studies, and practical projects to ensure all students can engage deeply with the material.      Grading:Letter Graded   High Impact Practice: Collaborative Assignments and Projects     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 116","Spartan Daily Advertising Staff","3 Class constitutes the paid advertising staff of the online and print editions of the Spartan Daily. Students work with clients and handle the newspaper’s advertising sales and production. Experience in selling and managing advertising space, both print and broadcast, and the practical applications of newspaper layout and design and the use of market research and market interpretation.   Daily lecture and production.   May be repeated for credit for up to 6 units.  Prerequisite(s):ADV 91 or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 121","Strategic Planning/Communications","3 Tools and frameworks for marketing management and strategic communications, including addressing communication issues such as budgets, coordinating agency functions, and delivering an effective marketing and communications plan.     Course may be repeated for credit for up to 6 units.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 122","Business-to-Business Advertising","3 Principles and practices of developing marketing communications programs and collateral materials for business-to-business products and services; translating technical information into persuasive communications; direct marketing, and other forms of sales support communications.      Prerequisite(s):ADV 91 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 123","Introduction to Branded Content","3 History, development, and current applications of traditional broadcast advertising, the Internet as an advertising medium, and the implications of emerging new media. Focus is on creative strategy and media strategy.      Prerequisite(s):ADV 91 .  Grading:Letter graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 124","Copywriting","3 Conceptual development. Advertising theory used in the development of writing, editing and evaluating advertising copy. Research methods and techniques. Ethical problems.      Prerequisite(s):ADV 91 , MCOM 100W and ENGL 71 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 126","Media Planning and Buying","3 Theory, evaluation and selection of advertising media for a variety of target audiences; demographics and psychographics. Students plan, buy and measure the success of a real media plan.      Prerequisite(s):ADV 91 and BUS2 130 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 127","Practical Qualitative Research in Advertising","3 Course will explore the kinds of questions to which qualitative research can provide answers, the roles & functions of researchers, the processes & tools used in developing, executing and presenting the results of a research project, the typical relationship between agency & client research departments. Students will explore how to respond to a research brief, develop & present a formal research proposal, execute a research project and present its findings, conclusions and proposed next steps.      Prerequisite(s):ADV 91 , ADV 121 .  Grading:Letter Graded.     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 128","Integrated Marketing Communications (IMC)","3 Learn how advertising, public relations, promotions, and marketing all work together to achieve campaign objectives. Strategic planning, budgeting, research, tactics, evaluation, presentation skills and team building.      Prerequisite(s):Three ADV courses and BUS2 130 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 129","Advertising Campaign Planning and Management","3 Capstone course in which students engage hands-on in the process and methods employed to develop a fully integrated advertising campaign based on the marketing objectives established by a real-world client.      Prerequisite(s):MCOM 111 or ADV 116 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 130","Advertising Portfolio 1","3 Apply fundamentals of design thinking, teamwork, and various media methods to creating a body of advertising work in the form of a portfolio. Students work on a series of projects and award show briefs in creative teams.      Prerequisite(s):ADV 91 , ADV 93 , and ADV 94  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 131","Advertising Portfolio 2","3 Students enhance portfolios developed in Advertising Portfolio 1 with more award show work and live client projects. Each brief requires development of technical skills across media platforms and production of professional work.      Prerequisite(s):ADV 91 , ADV 93 , ADV 94 , ADV 130  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 132","UX UI Design for Advertising","3 Human centered design process as it pertains to user interaction (UI) and user experience (UX) design. Students conduct basic user research to create personas that guide the development of content strategy, information architecture, feature sets, wireframes and annotations as they pertain to (1) large scale web development and (2) integrated campaign assignments that cover a wide range of interactive platforms.      Prerequisite(s):ADV 91 , ADV 93 , and ADV 94  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Advertising","ADV 192","International Program Studies","1-6 Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.      Grading:Mixed Grading     Class Schedule|Syllabus Information|University Bookstore","1-6"
