"course_code","course_name","course_credits"
"BMS 450","BMS 450 - Human Histology","4 credits"
"BMS 460","BMS 460 - Regional Human Anatomy","4 credits"
"BMS 480","BMS 480 - Special Topics in the Biomedical Sciences","1 to 4 credits"
"BMS 492","BMS 492 - Biomedical Sciences Internship","1 to 4 credits"
"BMS 495","BMS 495 - Concepts in Wellness (Capstone)","3 credits"
"BMS 499","BMS 499 - Research in the Biomedical Sciences","1 to 3 credits"
"BMS 501","BMS 501 - Graduate Seminar in Biomedical Sciences","1 credits"
"BMS 508","BMS 508 - Advanced Human Physiology","3 credits"
"BMS 509","BMS 509 - Endocrinology","3 credits"
"BMS 512","BMS 512 - Medical Bacteriology","3 credits"
"BMS 523","BMS 523 - Epidemiology","3 credits"
"BMS 526","BMS 526 - Sensory Systems Neuroscience: Anatomy and Physiology","3 credits"
"BMS 531","BMS 531 - Medical Virology","3 credits"
"BMS 532","BMS 532 - Medical Mycology","3 credits"
"BMS 538","BMS 538 - Advanced Neuroscience","3 credits"
"BMS 550","BMS 550 - Human Histology","4 credits"
"BMS 560","BMS 560 - Regional Human Anatomy","4 credits"
"BMS 561","BMS 561 - Prosected Regional Anatomy","4 credits"
"BMS 601","BMS 601 - Experimental Design","3 credits"
"BMS 605","BMS 605 - Core Principles of Gross Anatomy","4 credits"
"BMS 607","BMS 607 - Infection and Immunity","3 credits"
"BMS 608","BMS 608 - Pathologic Physiology","3 credits"
"BMS 655","BMS 655 - Advanced Human Anatomy","3 credits"
"BMS 680","BMS 680 - Special Topics in the Biomedical Sciences","1 to 3 credits"
"BMS 693","BMS 693 - Project in Biomedical Sciences","3 credits"
"BMS 695","BMS 695 - Master's Thesis Research","3 or 6 credits"
"BMS 696","BMS 696 - Continuation of Master's Project or Thesis Research","1 credits"
"BMS 697","BMS 697 - Professional Learning","1 to 3 credits"
"BMS 699","BMS 699 - Independent Study","1 to 3 credits"
"BUS 101","BUS 101 - Introduction to Business","3 credits"
"BUS 150","BUS 150 - Understanding Preferred Work Styles","1 credits"
"BUS 180","BUS 180 - Special Topics in Business","1 to 3 credits"
"BUS 201","BUS 201 - Legal Environment for Business","3 credits"
"BUS 250","BUS 250 - Working in Teams: Application of Preferred Work Styles","1 credits"
"BUS 251","BUS 251 - Interview Skills and Career Decision Making: Application of Preferred Work Styles","1 credits"
"BUS 280","BUS 280 - Special Topics in Business","1 to 3 credits"
"BUS 301","BUS 301 - International Business and Culture","3 credits"
"BUS 310","BUS 310 - Marketing Yourself","1 credits"
"BUS 380","BUS 380 - Special Topics in Business","1 to 3 credits"
"BUS 399","BUS 399 - Readings in Business","1 to 3 credits"
"BUS 410","BUS 410 - SAP TS410 Certification Preparation","3 credits"
"BUS 470","BUS 470 - Applied Business Solutions","1 to 3 credits"
"BUS 490","BUS 490 - Business Internship","1 to 6 credits"
"BUS 499","BUS 499 - Independent Research","1 to 3 credits"
"BUS 501","BUS 501 - Self-Management for Leaders","2 credits"
"BUS 502","BUS 502 - Operational Alignment for Leaders","2.5 credits"
"BUS 503","BUS 503 - Leading and Empowering Teams","2.5 credits"
"BUS 504","BUS 504 - Essentials of Enterprise Leadership","3.5 credits"
"BUS 505","BUS 505 - Implementing Principles of Strategic Leadership","3.5 credits"
"BUS 531","BUS 531 - Legal Environment of Business","2 credits"
"BUS 570","BUS 570 - Applied Business Solutions","1 to 3 credits"
"BUS 610","BUS 610 - Management Information Systems and Org Processes","3 credits"
"BUS 631","BUS 631 - Leadership and Organizational Dynamics","3 credits"
"BUS 634","BUS 634 - Sustainability Principles and Practices","1.5 credits"
"BUS 656","BUS 656 - Management of Technology","3 credits"
"BUS 680","BUS 680 - Special Topics in Business","1 to 4 credits"
"BUS 681","BUS 681 - Strategy","3 credits"
"BUS 697","BUS 697 - Professional Learning","1 to 3 credits"
"BUS 698","BUS 698 - Washington Program","3 credits"
"BUS 699","BUS 699 - Independent Study","1 to 3 credits"
"CAP 105","CAP 105 - Technology in Public Relations and Advertising","3 credits"
"CAP 115","CAP 115 - Research Basics for Advertising and Public Relations","3 credits"
"CAP 209","CAP 209 - Advertising Basics","3 credits"
"CAP 210","CAP 210 - Fundamentals of Advertising","3 credits"
"CAP 219","CAP 219 - Public Relations Basics","3 credits"
"CAP 220","CAP 220 - Fundamentals of Public Relations","3 credits"
"CAP 305","CAP 305 - Sports Promotion","3 credits"
"CAP 310","CAP 310 - Advertising Management and Cases","3 credits"
"CAP 315","CAP 315 - Advertising Copywriting","3 credits"
"CAP 320","CAP 320 - Public Relations Management and Cases","3 credits"
"CAP 321","CAP 321 - Media Relations Writing","3 credits"
"CAP 325","CAP 325 - Advertising and Public Relations Ethics and Law","3 credits"
"CAP 330","CAP 330 - Social Media Strategy","3 credits"
"CAP 331","CAP 331 - Social Media Analytics","3 credits"
"CAP 380","CAP 380 - Special Topics in Advertising and Public Relations","3 credits"
"CAP 399","CAP 399 - Independent Study in Advertising/Public Relations","1 to 6 credits"
"CAP 413","CAP 413 - Media Planning","3 credits"
"CAP 415","CAP 415 - Social Media Campaigns","3 credits"
"CAP 423","CAP 423 - Writing Corporate Communications","3 credits"
"CAP 425","CAP 425 - International Advertising and Public Relations","3 credits"
"CAP 490","CAP 490 - Internship in Advertising/Public Relations","1 to 6 credits"
"CAP 494","CAP 494 - Advertising and Public Relations Agency Experience","3 credits"
"CAP 495","CAP 495 - Advertising and Public Relations Campaign","3 credits"
"CBR 485","CBR 485 - Audio Production III","3 credits"
"CD 501","CD 501 - Emerging Professional Practice Issues in Clinical Dietetics","2 credits"
"CD 505","CD 505 - Health Care Regulation and Policy in Dietetic Practice","2 credits"
"CD 510","CD 510 - Nutritional Assessment","3 credits"
"CD 516","CD 516 - Food and Culinary Science","4 credits"
"CD 520","CD 520 - Supervised Practice: Food Management Systems","3 credits"
"CD 530","CD 530 - Supervised Practice: Community Nutrition I","3 credits"
"CD 550","CD 550 - Social Determinants in Food, Culture, and Environmental Justice","3 credits"
"CD 560","CD 560 - Advanced Nutrition Education, Counseling, and Coaching","3 credits"
"CD 600","CD 600 - Advanced Medical Nutritional Therapy I","3 credits"
"CD 610","CD 610 - Advanced Medical Nutritional Therapy II","3 credits"
"CD 620","CD 620 - Micronutrient Metabolism and Genetic Considerations in Clinical Dietetics","3 credits"
"CD 625","CD 625 - Supervised Practice: Clinical Nutrition I","5 credits"
"CD 630","CD 630 - Supervised Practice: Community Nutrition II","2 credits"
"CD 640","CD 640 - Supervised Practice: Clinical Nutrition II","5 credits"
"CD 650","CD 650 - Supervised Practice: Area of Specialization","2 credits"
"CD 689","CD 689 - Seminar in Clinical Dietetics","1 credits"
"CD 690","CD 690 - Research Methodology in Clinical Dietetics","2 credits"
"CD 693","CD 693 - Master's Project","1 credits"
"CD 695","CD 695 - Thesis Research in Clinical Dietetics","1 to 6 credits"
"CD 696","CD 696 - Continuation of Master's Thesis or Project","1 credits"
"CD 697","CD 697 - Professional Learning","1 to 3 credits"
"CHI 101","CHI 101 - Beginning Chinese I: Language and Culture","4 credits"
"CHI 102","CHI 102 - Beginning Chinese II: Language and Culture","4 credits"
"CHI 150","CHI 150 - Accelerated Beginning Chinese I and II: Language and Culture","4 credits"
"CHI 180","CHI 180 - Special Topics in Chinese","1 to 4 credits"
"CHI 185","CHI 185 - Supplementary Elementary Chinese","3 credits"
"CHI 201","CHI 201 - Intermediate Chinese I: Language and Culture","4 credits"
"CHI 202","CHI 202 - Intermediate Chinese II: Language and Culture","4 credits"
"CHI 236","CHI 236 - Popular Chinese Fiction","3 credits"
"CHI 280","CHI 280 - Special Topics in Chinese","1 to 4 credits"
"CHI 285","CHI 285 - Supplementary Intermediate Chinese","3 credits"
"CHI 301","CHI 301 - Advanced Intermediate Chinese I","3 credits"
"CHI 302","CHI 302 - Advanced Intermediate Chinese II","3 credits"
"CHI 321","CHI 321 - Ancient Chinese Culture","3 credits"
"CHI 322","CHI 322 - Classical Chinese Culture","3 credits"
"CHI 323","CHI 323 - Late Imperial Chinese Culture","3 credits"
"CHI 324","CHI 324 - Contemporary Chinese Culture","3 credits"
"CHI 341","CHI 341 - Introduction to Classical Chinese","3 credits"
"CHI 351","CHI 351 - Practical Chinese","3 credits"
"CHI 380","CHI 380 - Special Topics in Chinese","3 credits"
"CHI 385","CHI 385 - Supplementary Advanced Intermediate Chinese","3 credits"
"CHI 386","CHI 386 - Chinese Culture and Society - in Taiwan","3 credits"
"CHI 387","CHI 387 - Chinese Culture and Society - in China","3 credits"
"CHI 399","CHI 399 - Independent Reading","1 to 4 credits"
"CHI 480","CHI 480 - Special Topics in Chinese","1 to 4 credits"
"CHM 100","CHM 100 - Preparatory Chemistry","3 credits"
"CHM 102","CHM 102 - Chemistry and Society","3 credits"
"CHM 109","CHM 109 - Introductory Chemistry","4 credits"
"CHM 115","CHM 115 - Principles of Chemistry I","4 credits"
"CHM 116","CHM 116 - Principles of Chemistry II","5 credits"
"CHM 180","CHM 180 - Special Topics in Chemistry","1 to 3 credits"
"CHM 201","CHM 201 - Introduction to Chemical Sciences","3 credits"
"CHM 221","CHM 221 - Survey of Analytical Chemistry","4 credits"
"CHM 230","CHM 230 - Introduction to Organic and Biochemistry","4 credits"
"CHM 231","CHM 231 - Introductory Organic Chemistry","4 credits"
"CHM 232","CHM 232 - Biological Chemistry","4 credits"
"CHM 241","CHM 241 - Organic Chemistry for Life Sciences I","5 credits"
"CHM 242","CHM 242 - Organic Chemistry for Life Sciences II","4 credits"
"CHM 245","CHM 245 - Principles of Organic Chemistry I","4 credits"
"CHM 246","CHM 246 - Principles of Organic Chemistry I Lab","1 credits"
"CHM 247","CHM 247 - Principles of Organic Chemistry II","3 credits"
"CHM 248","CHM 248 - Principles of Organic Chemistry II Lab","1 credits"
"CHM 273","CHM 273 - Principles of Inorganic Chemistry","3 credits"
"CHM 280","CHM 280 - Special Topics in Chemistry","1 to 3 credits"
"CHM 325","CHM 325 - Instrumental Analysis","4 credits"
"CHM 351","CHM 351 - Introduction to Physical Chemistry","3 credits"
"CHM 352","CHM 352 - Physical Chemistry Laboratory","1 credits"
"CHM 356","CHM 356 - Physical Chemistry I","3 credits"
"CHM 358","CHM 358 - Physical Chemistry II","3 credits"
"CHM 380","CHM 380 - Special Topics in Chemistry","1 to 3 credits"
"CHM 391","CHM 391 - Chemistry Seminar I","1 credits"
"CHM 399","CHM 399 - Readings in Chemistry","1 to 2 credits"
"CHM 421","CHM 421 - Green Chemistry for Sustainable Environment","3 credits"
"CHM 427","CHM 427 - Green and Environmental Chemistry Laboratory","3 credits"
"CHM 441","CHM 441 - Advanced Topics in Organic Chemistry","3 credits"
"CHM 442","CHM 442 - Synthetic Polymers: Life Cycle and Emerging Sustainable Technologies","3 credits"
"CHM 457","CHM 457 - Advanced Physical and Instrumental Chemistry Laboratory","3 credits"
"CHM 461","CHM 461 - Biochemistry I","4 credits"
"CHM 462","CHM 462 - Techniques in Biochemistry","3 credits"
"CHM 463","CHM 463 - Biochemistry II","3 credits"
"CHM 471","CHM 471 - Advanced Inorganic Chemistry","3 credits"
"CHM 475","CHM 475 - Electrochemistry","3 credits"
"CHM 477","CHM 477 - Synthetic Inorganic Chemistry","3 credits"
"CHM 480","CHM 480 - Special Topics in Chemistry","1 to 6 credits"
"CHM 490","CHM 490 - Chemistry Laboratory Internship","1 to 4 credits"
"CHM 491","CHM 491 - Chemistry Seminar II","1 credits"
"CHM 499","CHM 499 - Investigation Problems","1 to 5 credits"
"CHM 580","CHM 580 - Special Topics in Chemistry","1 to 3 credits"
"CHM 697","CHM 697 - Professional Learning","1 to 3 credits"
"CHS 380","CHS 380 - Special Topics in Chinese Studies","1 to 9 credits"
"CIS 101","CIS 101 - Thriving in our Digital World","3 credits"
"CIS 150","CIS 150 - Introduction to Computing","3 credits"
"CIS 159","CIS 159 - Object Oriented Programming for Engineers","1 credits"
"CIS 160","CIS 160 - Learn to Code in Python","3 credits"
"CIS 161","CIS 161 - Computing for Data Science Applications I","3 credits"
"CIS 162","CIS 162 - Computer Science I","4 credits"
"CIS 163","CIS 163 - Computer Science II","4 credits"
"CIS 164","CIS 164 - Computing for Data Science Applications II","3 credits"
"CIS 180","CIS 180 - Special Topics in Computer Information Systems","1 to 4 credits"
"CIS 221","CIS 221 - Excel Concepts and Applications I","1.5 credits"
"CIS 230","CIS 230 - Hardware and Software","3 credits"
"CIS 231","CIS 231 - Problem Solving Using Spreadsheets","3 credits"
"CIS 233","CIS 233 - Concepts of Database Systems","3 credits"
"CIS 237","CIS 237 - Introduction to Network Management","3 credits"
"CIS 238","CIS 238 - Internet Media and Programming","3 credits"
"CIS 241","CIS 241 - System-level Programming and Utilities","3 credits"
"CIS 250","CIS 250 - Principles of Information Systems","3 credits"
"CIS 253","CIS 253 - COBOL","4 credits"
"CIS 258","CIS 258 - Introduction to Cybersecurity","3 credits"
"CIS 260","CIS 260 - Application Development in Visual Basic","4 credits"
"CIS 263","CIS 263 - Data Structures and Algorithms","3 credits"
"CIS 265","CIS 265 - Understanding Artificial Intelligence","3 credits"
"CIS 280","CIS 280 - Special Topics in Computer Information Systems","1 to 3 credits"
"CIS 290","CIS 290 - Professional Responsibilities and Practices","3 credits"
"CIS 310","CIS 310 - Introduction to the Structure and Mechanics of Social Networks","3 credits"
"CIS 320","CIS 320 - Visualization of Data and Information","3 credits"
"CIS 321","CIS 321 - Excel Concepts and Applications II","1.5 credits"
"CIS 330","CIS 330 - Systems Analysis and Design","3 credits"
"CIS 331","CIS 331 - Data Analysis Tools and Techniques","3 credits"
"CIS 333","CIS 333 - Database Management and Implementation","3 credits"
"CIS 335","CIS 335 - Data Mining","3 credits"
"CIS 337","CIS 337 - Network Systems Management","3 credits"
"CIS 338","CIS 338 - Wide Area Network Engineering","3 credits"
"CIS 339","CIS 339 - Project Planning","3 credits"
"CIS 340","CIS 340 - Health Care Information Systems","3 credits"
"CIS 343","CIS 343 - Structure of Programming Languages","3 credits"
"CIS 349","CIS 349 - Agile Project Management","3 credits"
"CIS 350","CIS 350 - Introduction to Software Engineering","3 credits"
"CIS 351","CIS 351 - Computer Organization","3 credits"
"CIS 353","CIS 353 - Database","3 credits"
"CIS 357","CIS 357 - Mobile Application Development","3 credits"
"CIS 358","CIS 358 - Information Assurance","3 credits"
"CIS 360","CIS 360 - Information Management and Science","3 credits"
"CIS 365","CIS 365 - Applied Artificial Intelligence","3 credits"
"CIS 367","CIS 367 - Computer Graphics","3 credits"
"CIS 368","CIS 368 - Usability Design and Evaluation","3 credits"
"CIS 371","CIS 371 - Web Application Programming","3 credits"
"CIS 373","CIS 373 - Pervasive Computing","3 credits"
"CIS 375","CIS 375 - Wireless Networks and Security","3 credits"
"CIS 376","CIS 376 - Game Programming Techniques and Algorithms","3 credits"
"CIS 378","CIS 378 - Applied Machine Learning","3 credits"
"CIS 380","CIS 380 - Special Topics in Computer Information Systems","1 to 4 credits"
"CIS 399","CIS 399 - Independent Readings","1 to 4 credits"
"CIS 418","CIS 418 - Secure Software Engineering","3 credits"
"CIS 430","CIS 430 - Computer and Cyber Forensics","3 credits"
"CIS 437","CIS 437 - Cloud Computing","3 credits"
"CIS 443","CIS 443 - Software Development Tools","3 credits"
"CIS 450","CIS 450 - IS Project Management","3 credits"
"CIS 451","CIS 451 - Computer Architecture","3 credits"
"CIS 452","CIS 452 - Operating Systems Concepts","3 credits"
"CIS 453","CIS 453 - Ethical Hacking","3 credits"
"CIS 455","CIS 455 - Applied Cryptography","3 credits"
"CIS 456","CIS 456 - Reverse Engineering and Malware Analysis","3 credits"
"CIS 457","CIS 457 - Data Communications","3 credits"
"CIS 458","CIS 458 - System Security","3 credits"
"CIS 460","CIS 460 - Management of Information Systems","3 credits"
"CIS 461","CIS 461 - Compiler Design and Construction","3 credits"
"CIS 462","CIS 462 - Information Technology Project","3 credits"
"CIS 463","CIS 463 - Information Systems Project","3 credits"
"CIS 465","CIS 465 - Automata and Theory of Computation","3 credits"
"CIS 467","CIS 467 - Computer Science Project","3 credits"
"CIS 468","CIS 468 - Cybersecurity Project","3 credits"
"CIS 480","CIS 480 - Special Topics in Computer Information Systems","1 to 4 credits"
"CIS 490","CIS 490 - Internship","2 to 5 credits"
"CIS 491","CIS 491 - Web Design and Development Practicum","3 credits"
"CIS 499","CIS 499 - Independent Study and Research","1 to 4 credits"
"CIS 500","CIS 500 - Fundamentals of Software Practice","3 credits"
"CIS 501","CIS 501 - Fundamentals of Modern Computer Systems","3 credits"
"CIS 511","CIS 511 - Networking Fundamentals","1 credits"
"CIS 512","CIS 512 - Database Fundamentals","1 credits"
"CIS 518","CIS 518 - Secure Software Engineering","3 credits"
"CIS 553","CIS 553 - Ethical Hacking","3 credits"
"CIS 555","CIS 555 - Applied Cryptography","3 credits"
"CIS 611","CIS 611 - Introduction to Software Engineering","3 credits"
"CIS 612","CIS 612 - Requirements Specification","3 credits"
