"code","title","credits","department","campus"
"AFRI-K 701","ADVANCED AKAN I",3,"College of Arts and Sciences","Bloomington"
"AFRI-K 702","ADVANCED AKAN II",3,"College of Arts and Sciences","Bloomington"
"AFRI-L 100","TOPICS IN AFRICAN SOCIETY AND CULTURE",3,"College of Arts and Sciences","Bloomington"
"AFRI-L 101","YOUTH MIGRATION & POLITICAL LEADERSHIP IN AFRICA",3,"College of Arts and Sciences","Bloomington"
"AFRI-L 102","AKAN SOCIAL LIFE AND CULTURAL HERITAGE",3,"College of Arts and Sciences","Bloomington"
"AFRI-L 202","OCCULTISM IN AFRICA",3,"College of Arts and Sciences","Bloomington"
"AFRI-L 232","CONTEMPORARY AFRICA",3,"College of Arts and Sciences","Bloomington"
"AFRI-L 250","AFRICAN EXPRESSIVE ROUTINES",3,"College of Arts and Sciences","Bloomington"
"AFRI-L 310","AFRICAN MULTILINGUALISM AND THE GLOBAL ECONOMIES",3,"College of Arts and Sciences","Bloomington"
"AFRI-L 400","TOPICS IN AFRICAN STUDIES",3,"College of Arts and Sciences","Bloomington"
"AFRI-L 481","AFRICAN LANGUAGES IN SOCIAL INTERACTIONS",3,"College of Arts and Sciences","Bloomington"
"AFRI-L 506","TUTORIAL INSTRUCTION IN FOREIGN LANGUAGES","1 - 1","College of Arts and Sciences","Bloomington"
"AFRI-OS 100","UNDISTRIBUTED OVERSEAS STUDY","0 - 0","College of Arts and Sciences","Bloomington"
"AFRI-R 101","ELEMENTARY KINYARWANDA I",4,"College of Arts and Sciences","Bloomington"
"AFRI-R 102","ELEMENTARY KINYARWANDA II",4,"College of Arts and Sciences","Bloomington"
"AFRI-R 150","ACCELERATED ELEMENTARY KINYARWANDA",4,"College of Arts and Sciences","Bloomington"
"AFRI-R 201","INTERMEDIATE KINYARWANDA I",3,"College of Arts and Sciences","Bloomington"
"AFRI-R 202","INTERMEDIATE KINYARWANDA II",3,"College of Arts and Sciences","Bloomington"
"AFRI-R 501","ELEMENTARY KINYARWANDA I",4,"College of Arts and Sciences","Bloomington"
"AFRI-R 502","ELEMENTARY KINYARWANDA II",3,"College of Arts and Sciences","Bloomington"
"AFRI-R 601","INTERMEDIATE KINYARWANDA I",3,"College of Arts and Sciences","Bloomington"
"AFRI-R 602","INTERMEDIATE KINYARWANDA II",3,"College of Arts and Sciences","Bloomington"
"AFRI-S 101","ELEMENTARY SWAHILI 1",4,"College of Arts and Sciences","Bloomington"
"AFRI-S 102","ELEMENTARY SWAHILI 2","3 - 3","College of Arts and Sciences","Bloomington"
"AFRI-S 201","INTERMEDIATE SWAHILI 1",3,"College of Arts and Sciences","Bloomington"
"AFRI-S 202","INTERMEDIATE SWAHILI 2",3,"College of Arts and Sciences","Bloomington"
"AFRI-S 301","ADVANCED SWAHILI 1",3,"College of Arts and Sciences","Bloomington"
"AFRI-S 302","ADVANCED SWAHILI 2",3,"College of Arts and Sciences","Bloomington"
"AFRI-S 501","ELEMENTARY SWAHILI I",3,"College of Arts and Sciences","Bloomington"
"AFRI-S 502","ELEMENTARY SWAHILI II",3,"College of Arts and Sciences","Bloomington"
"AFRI-S 601","INTERMEDIATE SWAHILI I",3,"College of Arts and Sciences","Bloomington"
"AFRI-S 602","INTERMEDIATE SWAHILI II",3,"College of Arts and Sciences","Bloomington"
"AFRI-S 701","ADVANCED SWAHILI I",3,"College of Arts and Sciences","Bloomington"
"AFRI-S 702","ADVANCED SWAHILI II",3,"College of Arts and Sciences","Bloomington"
"AFRI-W 101","ELEMENTARY WOLOF I",4,"College of Arts and Sciences","Bloomington"
"AFRI-W 102","ELEMENTARY WOLOF II",4,"College of Arts and Sciences","Bloomington"
"AFRI-W 201","INTERMEDIATE WOLOF I",3,"College of Arts and Sciences","Bloomington"
"AFRI-W 301","ADVANCED WOLOF I",3,"College of Arts and Sciences","Bloomington"
"AFRI-X 390","READINGS AND RESEARCH IN AFRICAN STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"AFRI-X 391","INDIVIDUAL STUDY OF AN AFRICAN LANGUAGE","1 - 1","College of Arts and Sciences","Bloomington"
"AFRI-X 473","INTERNSHIP IN AFRICAN STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"AFRI-X 491","POST ADVANCED INDIVIDUAL STUDY OF AN AFRICAN LANGUAGE","1 - 1","College of Arts and Sciences","Bloomington"
"AFRI-X 501","ELEMENTARY WOLOF",3,"College of Arts and Sciences","Bloomington"
"AFRI-X 601","INTERMEDIATE WOLOF",3,"College of Arts and Sciences","Bloomington"
"AFRI-X 701","ADVANCED WOLOF",3,"College of Arts and Sciences","Bloomington"
"AFRI-X 773","GRADUATE INTERNSHIP IN AFRICAN STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"AFRI-Y 101","ELEMENTARY YORUBA I",4,"College of Arts and Sciences","Bloomington"
"AFRI-Y 102","ELEMENTARY YORUBA II",4,"College of Arts and Sciences","Bloomington"
"AFRI-Y 201","INTERMEDIATE YORUBA I",3,"College of Arts and Sciences","Bloomington"
"AFRI-Y 202","INTERMEDIATE YORUBA II",3,"College of Arts and Sciences","Bloomington"
"AFRI-Y 301","ADVANCED YORUBA I",3,"College of Arts and Sciences","Bloomington"
"AFRI-Y 302","ADVANCED YORUBA II",3,"College of Arts and Sciences","Bloomington"
"AFRI-Y 501","ELEMENTARY YORUBA I",3,"College of Arts and Sciences","Bloomington"
"AFRI-Y 502","ELEMENTARY YORUBA II",3,"College of Arts and Sciences","Bloomington"
"AFRI-Y 601","INTERMEDIATE YORUBA I",3,"College of Arts and Sciences","Bloomington"
"AFRI-Y 602","INTERMEDIATE YORUBA II",3,"College of Arts and Sciences","Bloomington"
"AFRI-Y 701","ADVANCED YORUBA I",3,"College of Arts and Sciences","Bloomington"
"AFRI-Y 702","ADVANCED YORUBA II",3,"College of Arts and Sciences","Bloomington"
"AFRI-Z 101","ELEMENTARY ZULU I",4,"College of Arts and Sciences","Bloomington"
"AFRI-Z 102","ELEMENTARY ZULU II",4,"College of Arts and Sciences","Bloomington"
"AFRI-Z 150","ACCELERATED ELEMENTARY ZULU",4,"College of Arts and Sciences","Bloomington"
"AFRI-Z 201","INTERMEDIATE ZULU I",3,"College of Arts and Sciences","Bloomington"
"AFRI-Z 202","INTERMEDIATE ZULU II",3,"College of Arts and Sciences","Bloomington"
"AFRI-Z 301","ADVANCED ZULU I",3,"College of Arts and Sciences","Bloomington"
"AFRI-Z 302","ADVANCED ZULU II",3,"College of Arts and Sciences","Bloomington"
"AFRI-Z 501","ELEMENTARY ZULU I",3,"College of Arts and Sciences","Bloomington"
"AFRI-Z 502","ELEMENTARY ZULU II",3,"College of Arts and Sciences","Bloomington"
"AFRI-Z 601","INTERMEDIATE ZULU I",3,"College of Arts and Sciences","Bloomington"
"AFRI-Z 602","INTERMEDIATE ZULU II",3,"College of Arts and Sciences","Bloomington"
"AFRI-Z 701","ADVANCED ZULU I",3,"College of Arts and Sciences","Bloomington"
"AFRI-Z 702","ADVANCED ZULU II",3,"College of Arts and Sciences","Bloomington"
"AFRO-A 140","INTRODUCTION TO AFRICAN AMERICAN AND AFRICAN DIASPORA STUDIES",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 150","SURVEY OF THE CULTURE OF BLACK AMERICANS",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 152","INTRODUCTION TO AFRICAN STUDIES",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 169","INTRODUCTION TO AFRICAN AMERICAN LITERATURE",3,"School of Arts and Letters","Southeast"
"AFRO-A 200","RESEARCH IN AFRICAN AMERICAN AND AFRICAN DIASPORA STUDIES",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 303","TOPICS IN AFRO-AMERICAN STDYS","1 - 1","School of Liberal Arts","Indianapolis"
"AFRO-A 305","BLACK ACTING METHODS",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 306","GLOBALIZATION, STRUGGLE AND EMPOWERMENT IN THE AFRICAN DIASPORA",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 311","RELIGION AND RACISM",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 316","WOMEN OF THE DIASPORA: RACE, CULTURE, AND EDUCATION",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 326","RACE, BEAUTY, AND POPULAR CULTURE",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 327","BLACK HEALTH HUMANITIES",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 364","RESEARCH ON CONTEMPORARY AFRO-AMERICAN PROBLEMS II",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 369","THE AFRICAN AMERICAN EXPERIENCE",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 495","INDIVIDUAL READINGS IN AFRICAN AMERICAN STUDIES","1 - 1","School of Liberal Arts","Indianapolis"
"AFRO-A 503","GRADUATE SPECIAL TOPICS IN AFRICANA STUDIES",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 537","UNDERSTANDING AFRICANA FEMINISMS CROSS-CULTURALLY",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 569","INTRODUCTION TO AFRICANA STUDIES",3,"School of Liberal Arts","Indianapolis"
"AFRO-A 595","INDEPENDENT READINGS IN AFRICANA STUDIES",3,"School of Liberal Arts","Indianapolis"
"AHLT-C 150","BODY STRUCTURE AND FUNCTION",3,"School of Natural Sciences","Southeast"
"AHLT-M 101","INTRODUCTION TO HEALTH RECORDS",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-M 101","INTRODUCTION TO HEALTH RECORDS",3,"School of Natural Sciences","Southeast"
"AHLT-M 190","CODING I",3,"School of Natural Science and Mathematics","East"
"AHLT-M 190","CODING I",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-M 191","CODING II",3,"School of Natural Science and Mathematics","East"
"AHLT-M 191","CODING II",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-M 192","INTRODUCTION TO HEALTH INFORMATION MANAGEMENT AND REIMBURSEMENT","2 - 2","School of Natural Science and Mathematics","East"
"AHLT-M 192","INTRODUCTION TO HEALTH INFORMATION MANAGEMENT AND REIMBURSEMENT","2 - 2","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-M 192","INTRODUCTION TO HEALTH INFORMATION MANAGEMENT AND REIMBURSEMENT","2 - 2","","Northwest"
"AHLT-M 192","INTRODUCTION TO HEALTH INFORMATION MANAGEMENT AND REIMBURSEMENT","2 - 2","College of Health Sciences","South Bend"
"AHLT-M 192","INTRODUCTION TO HEALTH INFORMATION MANAGEMENT AND REIMBURSEMENT","2 - 2","School of Natural Sciences","Southeast"
"AHLT-M 330","MEDICAL TERMINOLOGY",3,"School of Natural Sciences","Southeast"
"AHLT-M 350","MEDICAL SCIENCE FOR HEALTH INFORMATION I",3,"School of Natural Sciences","Southeast"
"AHLT-M 393","HEALTHCARE DOCUMENTATION",3,"School of Natural Sciences","Southeast"
"AHLT-M 394","HEALTHCARE DOCUMENTATION PRACTICUM",3,"School of Natural Sciences","Southeast"
"AHLT-M 405","HEALTH PROFESSIONS EXPLORATION YOUTH CAMP",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-P 101","INTRODUCTION TO PHARMACY","1 - 1","School of Natural Sciences","Southeast"
"AHLT-R 100","ORIENTATION TO RADIOLOGIC TECHNOLOGY",2,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 100","ORIENTATION TO RADIOLOGIC TECHNOLOGY",2,"College of Professional Studies","South Bend"
"AHLT-R 101","RADIOGRAPHIC PROCEDURES I",4,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 101","RADIOGRAPHIC PROCEDURES I",4,"College of Professional Studies","South Bend"
"AHLT-R 102","PRINCIPLES OF RADIOGRAPHY 1",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 102","PRINCIPLES OF RADIOGRAPHY 1",3,"College of Professional Studies","South Bend"
"AHLT-R 103","INTRODUCTION TO CLINICAL RADIOGRAPHY",2,"College of Professional Studies","South Bend"
"AHLT-R 180","RADIOGRAPHIC PROCEDURES LAB","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 181","CLINICAL EXPERIENCE IN RADIOGRAPHY","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 181","CLINICAL EXPERIENCE IN RADIOGRAPHY","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 182","CLINICAL EXPERIENCE IN RADIOGRAPHY","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 182","CLINICAL EXPERIENCE IN RADIOGRAPHY","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 185","MEDICAL TERMINOLOGY","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 185","MEDICAL TERMINOLOGY","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 200","PATHOLOGY","2 - 2","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 200","PATHOLOGY","2 - 2","College of Professional Studies","South Bend"
"AHLT-R 200","PATHOLOGY","2 - 2","School of Natural Sciences","Southeast"
"AHLT-R 201","RADIOGRAPHIC PROCEDURES II",4,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 201","RADIOGRAPHIC PROCEDURES II",4,"College of Professional Studies","South Bend"
"AHLT-R 202","PRINCIPLES OF RADIOGRAPHY 2",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 202","PRINCIPLES OF RADIOGRAPHY 2",3,"College of Professional Studies","South Bend"
"AHLT-R 205","RADIOGRAPHIC PROCEDURES III",4,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 205","RADIOGRAPHIC PROCEDURES III",4,"College of Professional Studies","South Bend"
"AHLT-R 207","SEMINAR:","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 207","SEMINAR:","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 208","TOPICS IN RADIOGRAPHY","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 208","TOPICS IN RADIOGRAPHY","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 222","PRINCIPLES OF RADIOGRAPHY 3",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 250","PHYSICS APPLIED TO RADIOLOGY","2 - 2","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 250","PHYSICS APPLIED TO RADIOLOGY","2 - 2","College of Professional Studies","South Bend"
"AHLT-R 260","RADIOBIOLOGY AND PROTECTION","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 260","RADIOBIOLOGY AND PROTECTION","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 277","GLOBAL EXPERIENCE IN RADIOLOGIC AND IMAGING SCIENCES","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 281","CLINICAL EXPERIENCE IN RADIOGRAPHY","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 281","CLINICAL EXPERIENCE IN RADIOGRAPHY","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 282","CLINICAL EXPERIENCE IV","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 282","CLINICAL EXPERIENCE IV","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 283","CLINICAL EXPERIENCE V","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 283","CLINICAL EXPERIENCE V","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 290","COMPREHENSIVE EXPERIENCE","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 290","COMPREHENSIVE EXPERIENCE","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 405","ADVANCED DIAGNOSTIC IMAGING I",3,"College of Professional Studies","South Bend"
"AHLT-R 406","ADVANCED DIAGNOSTIC IMAGING II",3,"","Indianapolis"
"AHLT-R 406","ADVANCED DIAGNOSTIC IMAGING II",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 406","ADVANCED DIAGNOSTIC IMAGING II",3,"","Northwest"
"AHLT-R 406","ADVANCED DIAGNOSTIC IMAGING II",3,"College of Professional Studies","South Bend"
"AHLT-R 407","SEMINAR:","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 408","TOPICS IN RADIOLOGIC SCIENCES","0.5 - 0.5","College of Professional Studies","South Bend"
"AHLT-R 409","PROJECT IN MEDICAL IMAGING",3,"","Indianapolis"
"AHLT-R 409","PROJECT IN MEDICAL IMAGING",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 409","PROJECT IN MEDICAL IMAGING",3,"","Northwest"
"AHLT-R 409","PROJECT IN MEDICAL IMAGING",3,"College of Professional Studies","South Bend"
"AHLT-R 411","ORIENTATION TO MEDICAL IMAGING TECHNOLOGY",2,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 413","INTRODUCTION TO MEDICAL IMAGING LEADERSHIP",3,"","Indianapolis"
"AHLT-R 413","INTRODUCTION TO MEDICAL IMAGING LEADERSHIP",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 413","INTRODUCTION TO MEDICAL IMAGING LEADERSHIP",3,"","Northwest"
"AHLT-R 413","INTRODUCTION TO MEDICAL IMAGING LEADERSHIP",3,"College of Health Sciences","South Bend"
"AHLT-R 416","TRENDS AND ISSUES IN MEDICAL IMAGING TECHNOLOGY I",3,"","Indianapolis"
"AHLT-R 416","TRENDS AND ISSUES IN MEDICAL IMAGING TECHNOLOGY I",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 416","TRENDS AND ISSUES IN MEDICAL IMAGING TECHNOLOGY I",3,"","Northwest"
"AHLT-R 416","TRENDS AND ISSUES IN MEDICAL IMAGING TECHNOLOGY I",3,"College of Professional Studies","South Bend"
"AHLT-R 472","MULTIPLANAR ANATOMY AND PATHOLOGY I",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 472","MULTIPLANAR ANATOMY AND PATHOLOGY I",3,"College of Professional Studies","South Bend"
"AHLT-R 473","MULTIPLANAR ANATOMY AND PATHOLOGY II",3,"","Indianapolis"
"AHLT-R 473","MULTIPLANAR ANATOMY AND PATHOLOGY II",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 473","MULTIPLANAR ANATOMY AND PATHOLOGY II",3,"","Northwest"
"AHLT-R 473","MULTIPLANAR ANATOMY AND PATHOLOGY II",3,"College of Professional Studies","South Bend"
"AHLT-R 480","CLINICAL PRACTICUM IN ADVANCED MEDICAL IMAGING","1 - 1","College of Professional Studies","South Bend"
"AHLT-R 483","CLINICAL PRACTICUM: MRI","0.5 - 0.5","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 484","CLINICAL PRACTICUM: ULTRASOUND","0.5 - 0.5","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 485","CLINICAL PRACTICUM","0.5 - 0.5","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 486","CLINICAL PRACTICUM: MAMMOGRAPHY/BREAST ULTRASOUND",6,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 487","CLINICAL PRACTICUM: ECHOCARDIOGRAPHY",6,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 493","ULTRASOUND PHYSICS AND INSTRUMENTATION",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 495","MEDICAL IMAGING INTERNSHIP","1 - 1","School of Nursing and Allied Health Professions","Kokomo"
"AHLT-R 495","MEDICAL IMAGING INTERNSHIP","1 - 1","College of Professional Studies","South Bend"
"AHSC-A 420","HEALTHCARE FINANCE",6,"School of Nursing and Health Sciences","East"
"AHSC-A 420","HEALTHCARE FINANCE",6,"School of Nursing and Allied Health Professions","Kokomo"
"AHSC-A 420","HEALTHCARE FINANCE",6,"College of Health and Human Services","Northwest"
"AHSC-A 420","HEALTHCARE FINANCE",6,"College of Health Sciences","South Bend"
"AHSC-A 420","HEALTHCARE FINANCE",6,"School of Nursing","Southeast"
"AHSC-A 430","SUPERVISION & RESOURCE MANAGEMENT FOR HEALTH PROFESSIONAL",6,"School of Nursing and Health Sciences","East"
"AHSC-A 430","SUPERVISION & RESOURCE MANAGEMENT FOR HEALTH PROFESSIONAL",6,"School of Nursing and Allied Health Professions","Kokomo"
"AHSC-A 430","SUPERVISION & RESOURCE MANAGEMENT FOR HEALTH PROFESSIONAL",6,"College of Health and Human Services","Northwest"
"AHSC-A 430","SUPERVISION & RESOURCE MANAGEMENT FOR HEALTH PROFESSIONAL",6,"College of Health Sciences","South Bend"
"AHSC-A 430","SUPERVISION & RESOURCE MANAGEMENT FOR HEALTH PROFESSIONAL",6,"School of Nursing","Southeast"
"AHSC-A 440","HEALTH CARE ADMINISTRATION AND STRATEGIC PLANNING",6,"School of Nursing and Health Sciences","East"
"AHSC-A 440","HEALTH CARE ADMINISTRATION AND STRATEGIC PLANNING",6,"","Kokomo"
"AHSC-A 440","HEALTH CARE ADMINISTRATION AND STRATEGIC PLANNING",6,"College of Health and Human Services","Northwest"
"AHSC-A 440","HEALTH CARE ADMINISTRATION AND STRATEGIC PLANNING",6,"College of Health Sciences","South Bend"
"AHSC-A 440","HEALTH CARE ADMINISTRATION AND STRATEGIC PLANNING",6,"School of Nursing","Southeast"
"AHSC-C 415","HEALTH ASSESSMENT, EDUCATION AND PROMOTION",6,"School of Nursing and Health Sciences","East"
"AHSC-C 415","HEALTH ASSESSMENT, EDUCATION AND PROMOTION",6,"School of Nursing and Allied Health Professions","Kokomo"
"AHSC-C 415","HEALTH ASSESSMENT, EDUCATION AND PROMOTION",6,"College of Health and Human Services","Northwest"
"AHSC-C 415","HEALTH ASSESSMENT, EDUCATION AND PROMOTION",6,"College of Professional Studies","South Bend"
"AHSC-C 415","HEALTH ASSESSMENT, EDUCATION AND PROMOTION",6,"School of Nursing","Southeast"
"AHSC-C 420","BEHAVIOR THEORY IN HEALTH EDUCATION AND PROMOTION",3,"School of Nursing and Health Sciences","East"
"AHSC-C 420","BEHAVIOR THEORY IN HEALTH EDUCATION AND PROMOTION",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHSC-C 420","BEHAVIOR THEORY IN HEALTH EDUCATION AND PROMOTION",3,"College of Health and Human Services","Northwest"
"AHSC-C 420","BEHAVIOR THEORY IN HEALTH EDUCATION AND PROMOTION",3,"College of Professional Studies","South Bend"
"AHSC-C 420","BEHAVIOR THEORY IN HEALTH EDUCATION AND PROMOTION",3,"School of Nursing","Southeast"
"AHSC-C 425","PROGRAM ASSESSMENT, PLANNING, AND EVALUATION I",3,"School of Nursing and Health Sciences","East"
"AHSC-C 425","PROGRAM ASSESSMENT, PLANNING, AND EVALUATION I",3,"School of Nursing and Allied Health Professions","Kokomo"
"AHSC-C 425","PROGRAM ASSESSMENT, PLANNING, AND EVALUATION I",3,"College of Health and Human Services","Northwest"
"AHSC-C 425","PROGRAM ASSESSMENT, PLANNING, AND EVALUATION I",3,"College of Professional Studies","South Bend"
"AHSC-C 425","PROGRAM ASSESSMENT, PLANNING, AND EVALUATION I",3,"School of Nursing","Southeast"
