"course_code","course_title","department","description","credits","level"
"AD LDSP 711","Organization and Governance in Higher Education Administration","Administrative Leadership (AD LDSP)","Overview of higher education institutions focusing on models of institutional governance, academic organization and higher education constituencies and their respective roles. Prerequisites:grad st Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Graduate"
"AD LDSP 712","Instructional Leadership","Administrative Leadership (AD LDSP)","Personnel functions of the building principals recruitment, induction, staff development, supervision, and evaluation. Field experience integrated into course activities. Prerequisites:grad st; Ad Ldsp 702 or cons instr. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Graduate"
"AD LDSP 729","Qualitative Research and Field Studies in Education Settings","Administrative Leadership (AD LDSP)","Examination of qualitative techniques as applied to educational research and evaluation in schools, classrooms, and other educational settings. Prerequisites:graduate standing and ED PSY 528(P) or equivalent. Course Rules:AD LDSP 729andCURRINS 729are jointly offered and count as repeats of one another. Students may not receive credit for both. Last Taught:Summer 2010, Summer 2006, Summer 2005, Spring 2005. ","3"," Graduate"
"AD LDSP 732","The Politics of Education","Administrative Leadership (AD LDSP)","School-level politics of education and school-community relations. Focus on effective communication. Community assessment, partnerships, parent education, and related issues. Prerequisites:grad st; Ad Ldsp 702 or cons instr. Last Taught:Summer 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"AD LDSP 737","Distance Education for Adults","Administrative Leadership (AD LDSP)","Analysis of concepts, theories, and research in distance teaching and learning focusing on adult learners, program development and assessment of distance teaching and learning. Prerequisites:Ad Ldsp 757 or cons instr. Last Taught:Fall 2019, Fall 2018, Fall 2017, Fall 2016. ","3"," Graduate"
"AD LDSP 740","Seminar in Innovative Technologies for Learning in Education","Administrative Leadership (AD LDSP)","Examines innovative educational technologies and potential of these technologies for individuals, groups, and organizations; purpose and impact in organizational change; implementation in an organization. Prerequisites:grad st. Last Taught:Spring 2020, Spring 2018, Spring 2016, Spring 2014. ","3"," Graduate"
"AD LDSP 747","Strategic Planning and Budgeting in Adult, Continuing, and Higher Education","Administrative Leadership (AD LDSP)","Examines theoretical models and research literature on both strategic and operational planning, and the budgeting processes for adult, continuing, and higher education organizations. Prerequisites:grad st; Ad Ldsp 667(P) or cons instr. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Graduate"
"AD LDSP 750","Internship in Administrative Leadership","Administrative Leadership (AD LDSP)","Field experience in school and social agency sellings under guidance of an experienced administrator and a faculty member. Prerequisites:grad st; Ad Ldsp 710 & cons advisor. Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","1-6"," Graduate"
"AD LDSP 752","School Law","Administrative Leadership (AD LDSP)","Authority, power, liability of school personnel, legal status of school districts, officers, pupils. Legal controls on curriculum, property, finances. Emphasis on state, federal court decisions. Prerequisites:grad st; Ad Ldsp 702 or cons instr. Last Taught:Fall 2024, Spring 2024, Summer 2023, Spring 2023. ","3"," Graduate"
"AD LDSP 757","Principles and Foundations of Adult Education","Administrative Leadership (AD LDSP)","A study of concepts, theories and principles of adult education, the nature of adult processes, and factors that influence and facilitate adult learning. Prerequisites:grad st or cons instr. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Graduate"
"AD LDSP 762","Management of Educational Resources","Administrative Leadership (AD LDSP)","Building level school finance and fiscal management. Federal, state, and local taxation policies; equity; budgeting, purchasing, and fiscal control of public and student funds. Prerequisites:grad st; Ad Ldsp 702 or cons instr. Last Taught:Summer 2024, Summer 2023, Summer 2022, Spring 2022. ","3"," Graduate"
"AD LDSP 767","Practicum in Program Planning and Implementation","Administrative Leadership (AD LDSP)","Application of program planning principles including program development, budgeting, marketing, facilities management and evaluation in the implementation of an education program. Prerequisites:grad st, Ad Ldsp 667 or 702 (705). Last Taught:Spring 2013, Summer 2007, Summer 2005, Spring 2002. ","3"," Graduate"
"AD LDSP 772","The Principalship","Administrative Leadership (AD LDSP)","In-depth seminar examining the problems and issues of school administration at the building level. Prerequisites:grad st; completion common core. Last Taught:Summer 2007, Spring 2007, Fall 2006, Summer 2006. ","3"," Graduate"
"AD LDSP 777","Leadership in Multicultural Organizations","Administrative Leadership (AD LDSP)","Analyzes concepts and theories of leadership, issues of diversity in organizations, and explores techniques for managing differences that comprise today's multicultural workforce. Prerequisites:grad st; Ad Ldsp 757(657) or 702(705) or cons instr. Last Taught:Fall 2024, Fall 2023, Fall 2022, Summer 2022. ","3"," Graduate"
"AD LDSP 778","Introduction to College Student Personnel Administration","Administrative Leadership (AD LDSP)","Introduction to college student personnel administration stressing the various components that encompass student affairs practice in collegiate settings. Prerequisites:grad st Last Taught:Summer 2024, Summer 2023, Summer 2022, Summer 2021. ","3"," Graduate"
"AD LDSP 779","Current Topics in Administrative Leadership:","Administrative Leadership (AD LDSP)","Current problems, issues and research in administrative leadership and supervision and their implications for practitioners. Specific topics and any additional prerequisites will be announced in the schedule of classes each time the course is offered. Prerequisites:grad st. Last Taught:Spring 2011, Fall 2010, Spring 2010, UWinteriM 2010. ","Course Rules:May be repeated with change in topic to max of 9",""
"AD LDSP 780","Internship in Student Service Administration","Administrative Leadership (AD LDSP)","Students will work with selected administrators in the field of special education administration. Prerequisites:grad st; or cons instr. EXCEDUC 961 orAD LDSP 961(P) Course Rules:Counts as repeat of EXCEDUC 780. Last Taught:Summer 2024, Spring 2024, Summer 2023, Summer 2022. ","3"," Graduate"
"AD LDSP 782","Principalship Field Practicum","Administrative Leadership (AD LDSP)","Field application of knowledge, concepts and skills learned in principal accreditation course work. Seminar attendance required. Prerequisites:grad st; compl common core & Ad Ldsp 772. Last Taught:Summer 2008, Spring 2008, Fall 2007, Spring 2007. ","Course Rules:Retakeable to max of 3",""
"AD LDSP 787","Administration of Adult Education Programs","Administrative Leadership (AD LDSP)","Current behavioral concepts, theories, and processes of administration, supervision, and coordination as applied in adult education organizations and agencies. Prerequisites:grad st; Ad Ldsp 757 or writ cons instr. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Graduate"
"AD LDSP 790","Internship in Instructional Leadership","Administrative Leadership (AD LDSP)","Relevant field experience for candidates seeking the WI DPI Director of Instruction administrative license. Prerequisites:grad st; completion of common core Last Taught:Spring 2025, Summer 2024, Summer 2023, Spring 2023. ","3"," Graduate"
"AD LDSP 792","Principalship Field Practicum","Administrative Leadership (AD LDSP)","Roles, responsibilities, and operational tasks of principals with practical application of knowledge, theories, systems, and processes. Field experience component and seminar component. Prerequisites:grad st; compl common core Last Taught:Spring 2024, Fall 2023, Spring 2023, Fall 2022. ","3"," Graduate"
"AD LDSP 795","Women and Leadership in Education","Administrative Leadership (AD LDSP)","Issues of women's leadership within the field of education in the United States. Prerequisites:grad st Last Taught:Summer 2023, Summer 2021, Summer 2019, Summer 2017. ","3"," Graduate"
"AD LDSP 797","The Student in the Collegiate Context","Administrative Leadership (AD LDSP)","Overview of the collegiate experience from multiple perspectives including race, gender, sexual identities, abilities, and age within the context of various institutions. Prerequisites:grad st. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"AD LDSP 798","Seminar in Human Resource Development","Administrative Leadership (AD LDSP)","Analyzes the concepts, current research, issues, and trends in the area of human resource development and how these issues influence organizational performance. Prerequisites:grad st; Ad Ldsp 607. Last Taught:Spring 2015, Spring 2013, Spring 2011, Spring 2009. ","3"," Graduate"
"AD LDSP 799","Independent Reading","Administrative Leadership (AD LDSP)","For graduate students unable to secure needed content in regular courses. Prerequisites:grad st; cons instr & advisor. Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","1-3"," Graduate"
"AD LDSP 800","Administration of the School Plant","Administrative Leadership (AD LDSP)","Determination of school plant needs based upon educational program, population, and utiligation studies. Evaluation of existing school plant. Prerequisites:grad st; Ad Ldsp 705 & 706. Last Taught:Spring 2024, Spring 2021, Spring 2020, Spring 2019. ","2-3"," Graduate"
"AD LDSP 801","Urban Education: Doctoral Seminar","Administrative Leadership (AD LDSP)","Administrative leadership and policy development in urban education. Prerequisites:grad st; admis to Ph.D. prog in Urban Educ; Educ 701(P). Last Taught:Spring 2015, Spring 2014, Spring 2013, Spring 2012. ","3"," Graduate"
