"course_code","course_title","department","description","credits"
"AERO 3103Leading","People and Effective Communication I","Aerospace Studies - Air Force (AERO)","Description:This course designed to build on the leadership fundamentals taught in AERO 2X11. The cadets will have the opportunity to utilize their skills as they begin more of a leadership in the detachment. The goal is for cadets to have a more in-depth understanding of how to effectively lead people, and provide them with the tools to use throughout their detachment leadership roles. Secondly, students will hone their writing and briefing skills. The course continues into advanced skills and ethics training to prepare them for becoming an officer and a supervisor in the United States Air Force. Contact hours:Lecture: 2 Lab: 2 Contact: 4 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Aerospace Studies ","3"
"AERO 3203Leading","People and Effective Communication II","Aerospace Studies - Air Force (AERO)","Description:""Leading People and Effective Communication"" utilizes student’s field training experience to take a more in-depth look at leadership. Special emphasis is placed on enhancing communication skills, and why that is important as a leader. Students have an opportunity to try out leadership and management techniques in a supervised environment as juniors and seniors. Contact hours:Lecture: 2 Lab: 2 Contact: 4 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Aerospace Studies ","3"
"AERO 3504Field","Training Encampment Program","Aerospace Studies - Air Force (AERO)","Prerequisites:Consent of professor of aerospace studies. Description:Practical training on an Air Force base. Junior officer training, familiarization training in most functional aspects of a typical Air Force base. Includes career orientation, small arms firing, flight orientation rides, and survival training. Contact hours:Lecture: 4 Contact: 4 Levels:Undergraduate Schedule types:Lecture Department/School:Aerospace Studies ","4"
"AERO 4103National","Security, Leadership Responsibilities and Commissioning Preparation I","Aerospace Studies - Air Force (AERO)","Description:The formulation, organization and context of national ­security; civil-military interaction and the evolution of strategy. Review of the military profession and officership. The AS400 cadet should comprehend the basic elements of national security policy and process. The student should comprehend the air and space power operations as well as understand selected roles of the military in society and current domestic and international issues affecting the military profession. Contact hours:Lecture: 2 Lab: 2 Contact: 4 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Aerospace Studies ","3"
"AERO 4203National","Security, Leadership Responsibilities and Commissioning Preparation II","Aerospace Studies - Air Force (AERO)","Description:Students are instructed on the responsibility, authority, and functions on an Air Force commander and selected provisions of the military justice system. The final semester of the AS400 course is designed to prepare cadets for life as a second lieutenant. ""National Security and Preparation for Active-Duty"" is designed for college seniors and provides them the foundation to understand their role as military officers and how they are directly tied to our National Security. Contact hours:Lecture: 2 Lab: 2 Contact: 4 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Aerospace Studies ","3"
"AERO 4402Summer","Professional Development Training Program","Aerospace Studies - Air Force (AERO)","Prerequisites:Consent of professor of aerospace studies. Description:Students spend from two to three weeks on an Air Force base working in their intended specialty under supervision of experienced officer. Leadership and management principles applied to day-to-day experiences. Contact hours:Lecture: 2 Contact: 2 Levels:Undergraduate Schedule types:Lecture Department/School:Aerospace Studies ","2"
"AFAM 1113Introduction","to Africana Studies (DH)","African American Studies (AFAM)","Description:The course will examine the history and development of Africana Studies as an academic discipline and will provide a comprehensive overview of the field employing a broad interdisciplinary approach.  A range of topics will be covered including history, art, literature, language, dance, music, religion, sociology, and geography throughout the African Diaspora, with a particular focus on the United States. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Dean of Arts & Science General Education and other Course Attributes:Diversity, Human Heritage & Cultures ","3"
"AFAM 2223Movements","of the Black Diaspora (I)","African American Studies (AFAM)","Description:This course focuses on local, national, and international movements via investigation of the diversity of Black people throughout the diaspora, including the United States, the other countries of North and South America, Europe, Sub-Saharan Africa and Latin America. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Dean of Arts & Science General Education and other Course Attributes:International Dimension ","3"
"AFAM 2423Black","Popular Culture (DH)","African American Studies (AFAM)","Description:The course examines forms of Black popular art and culture as well as the relationship of Black intellectual traditions, political movements, philosophical arguments, or social and historical contexts. Course may cover such forms as popular music, film, performance, comics, fashion, cyber culture, or television. Approaches may be thematic or historical and will include consideration of issues related to race, gender, class, sexuality, and power. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Dean of Arts & Science General Education and other Course Attributes:Diversity, Human Heritage & Cultures ","3"
"AFAM 2523Black","Political Thought (DH)","African American Studies (AFAM)","Description:Black Political Thought develops a set of critical tools to help explain the distinctiveness of Black Politics. It pursues a deep understanding of the Black intellectual traditions that inform an enhanced understanding of Political Theory’s core concepts. Using the lens of the African diaspora it investigates the abiding concerns of Political Theory, i.e., the meanings of justice, freedom, and equality; the nature of power, obligation, and “the
good life.” Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Dean of Arts & Science General Education and other Course Attributes:Diversity, Human Heritage & Cultures ","3"
"AFAM 3343Black","Psychology (DS)","African American Studies (AFAM)","Prerequisites:PSYC 1113. Description:Students will gain an understanding of the psychology of African Americans drawing upon African and American cultures and perspectives. The course will cover the foundations of African American psychology, African philosophy, Africentric psychology, intrapersonal and interpersonal topics such as family and community, peers and friends, racial identity, and select social issues among African Americans such as physical and mental health, education, racism, and employment. Same course asPSYC 3343. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Dean of Arts & Science General Education and other Course Attributes:Diversity, Society & Human Behavior ","3"
"AFAM 3753African","American Arts and Culture (DH)","African American Studies (AFAM)","Description:An exploration of the history, practice, and significance of African-American arts and culture. Topics might include black visual, literacy, filmic, musical, and street arts, artists, and movements. Approaches may be comparative or transnational. Same course asAMST 3753. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Dean of Arts & Science General Education and other Course Attributes:Diversity, Human Heritage & Cultures ","3"
"AFAM 3950Special","Topics in Africana Studies","African American Studies (AFAM)","Description:Particular topics to illustrate the use of interdisciplinary methods in Africana Studies. Topics might include: social issues, art and culture, popular culture, class, transnational or comparative approaches, gender, economics.

Offered for fixed credit, 3 credit hours, maximum of 6 credit hours. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Dean of Arts & Science ","3"
