Course Code,Course Name,Description
CAS AH 352,Venetian Renaissance Art,"A study of art and architecture in Renaissance Venice with focus on the ""Myth of Venice,"" Byzantinne heritage, introduction of the oil medium, Scuole, and the work of the Bellini, Giorgione, Titian, Palladio, Veronese, and Tintoretto. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Digital/Multimedia Expression, Creativity/Innovation.
BU Hub Learn More"
CAS AH 361,Southern Baroque Art,"Explores transformations in painting, sculpture, and architecture of late sixteenth and seventeenth centuries in Italy, Spain, and France. Topics include: crisis of the religious image and Counter-Reformation; arts in service of a rejuvenated, triumphant Catholic faith; papal nepotism and patronage. Effective Spring 2022, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness.
BU Hub Learn More"
CAS AH 363,The Arc of Russian and Ukrainian Art,This course introduces students to the history of art and architecture of Russia and Ukraine from the early Slavic period to the present day. The lectures and readings are organized chronologically and follow the main artistic developments throughout this period.
CAS AH 365,Baroque Arts in Northern Europe,"Explores the rich artistic traditions of the northern (Dutch) and southern (Flemish) Netherlands from the late sixteenth through the seventeenth centuries. Emphasis on major artists such as Rubens, Van Dyck, Frans Hals, Rembrandt, and Vermeer. Visits to the MFA's new Center for Netherlandish Art, conditions permitting. Effective Fall 2018, this course fulfills a single unit in the following BU Hub areas: Aesthetic Exploration, Historical Consciousness.
BU Hub Learn More"
CAS AH 367,Material Culture,"Introduction to the theory and practice of the interdisciplinary study of material culture, which includes everything we make and use, from food and clothing to art and buildings. Topic for Fall 2024: Thinking with American Pie. Sweet or savory, appetizer, entrée, or dessert, pie provides an exceptional opportunity to trace an American commonplace through its constitutive elements and contexts. The class organizes itself around pie as an idea, object, and pathway to see what material culture can teach us about the U.S. and its diverse cultures."
CAS AH 369,American Folk Art,"Explores the objects that collectors and museums identify as ""American Folk Art."" Examines how this label developed throughout the twentieth century; familiarizes students with major collections and genres including painting, sculpture, textiles, and other media. Also offered as CAS AM 369."
CAS AH 385,American Buildings and Landscapes,"An introductory analytic survey of American buildings and landscapes within their historical and cultural contexts. Students examine forces that have shaped the American built environment. Topics range from Indian mounds to commercial strips, Spanish missions to skyscrapers. Also offered as CAS AM 385."
CAS AH 386,Modern American Art,"This class explores the diverse and contested field of modern art in the United States, examining the broad range of artists and art practices that laid claim to aesthetic modernism in the years between 1890 and 1945. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness.
BU Hub Learn More"
CAS AH 387,Boston Architecture and Urbanism,"This class presents a history of Boston from the seventeenth through twenty- first centuries, as seen through the region's architectural and urban history. Major buildings, architects, and urban planning schemes are examined in terms of economic, political, social, and institutional histories. Effective Spring 2020, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, Oral and/or Signed Communication, Teamwork/Collaboration.
BU Hub Learn More"
CAS AH 391,Twentieth-Century Art to 1940,"A study of the key tendencies in European art between the 1880s and World War II. The work of van Gogh, Picasso, Matisse, Dali, and their contemporaries is examined in relation to major issues in European culture and politics. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness, Research and Information Literacy.
BU Hub Learn More"
CAS AH 392,Twentieth Century Art from 1940 to 1980,"Explores major currents in art produced around the world during the tumultuous middle decades of the 20th century. The following topics, among others, are examined in relation to postwar culture and Cold War politics: realism vs. abstraction, global pop art and conceptual art, new materials and technologies, international artists' networks, and performative art practices. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness.
BU Hub Learn More"
CAS AH 393,Contemporary Art: 1980 to Now,"Explores the terms of debate, key figures, and primary sites for the production and reception of contemporary art on a global scale since 1980. Painting, installation art, new media, performance, art criticism, and curatorial practice are discussed. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness.
BU Hub Learn More"
