course_code,course_name,credits,description
NSG-444CT,TTP Immersive Simulation,0 credits,"This immersive simulation experience provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in simulated settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co-Requisite: NSG-444."
NSG-448∆,Evidence-Based Project Capstone,3 credits,"This writing-intensive capstone provides students a culminating professional experience synthesizing a clinical change project as a means of improving clinical practice and quality of care. This course assists students as they develop into effective change agents and advocates for improvements and quality care. Theories and concepts from liberal arts education, nursing practice, and PICOT principles are included as students progress through the final development and presentation of a clinical change project. Emphasis is placed on applying evidence-based practice in the clinical setting. Prerequisites: NSG-430, NSG- 430C or NSG-430CA or NSG-430CB, NSG-432, NSG-432C or NSG-432CA or NSG-432CB, NSG-434, NSG-434C or NSG- 434CA or NSG-434CB, and NSG-436. Nursing (NUR)"
NUR-324∆,Research and Evidence-Based,4 credits,"Practice In this writing-intensive course, students are introduced to the research process and methodologies using qualitative and quantitative data. Students examine the processes required to translate and integrate evidence into nursing practice. Emphasis is on evaluation and application of scientific evidence affecting nurse-sensitive quality indicators. Students differentiate types and levels of evidence and identify appropriate sources that inform nursing practice. Strategies for implementation, methods of evaluation, and dissemination of research findings are discussed. This course also expands on informatics technology used to support data, information, and knowledge needs in the provision and delivery of nursing and health care. Prerequisites: NUR-300, NUR-300C, NUR-315, NUR-316, and NUR-318. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
NUR-502Ω,Theoretical Foundations for,4 credits,"Nursing Roles And Practice This course examines nursing as a profession and a discipline and the individual nurse's role as a member of the profession. The theoretical foundations for nursing practice and roles are explored and applied. Emphasis is placed on developing scholarly writing and presentation skills. Critical thinking skills are refined as students discuss and synthesize the literature that guides nursing practice with a special emphasis on caring, diversity, and spirituality."
NUR-504,Health Care Research Analysis and,4 credits,"Utilization This course focuses on the critical analysis of nursing and health care research and its application to nursing education, nursing practice, and the delivery of health care services. Emphasis is placed on strategies to access current and relevant data, synthesize the information, and translate new knowledge to practice. Ethical issues in the design and conduct of research are addressed. Prerequisite: NUR-502."
NUR-508,"Ethics, Policy, and Finance in the",4 credits,"Health Care System This course utilizes health care policy as a framework to analyze how health is defined and health care is designed and delivered in the United States and around the world. Emphasis is placed on issues of cost, quality, access, disparities, and finance. The various roles of the master's prepared nurse in the health care system are explored. Prerequisite: NUR-504."
NUR-513Ω,Introduction to Advanced,4 credits,"Registered Nursing This course examines nursing theory and the role of ethics for advanced registered nurses within the Christian worldview and through a leadership perspective focused on improving health care outcomes. Learners explore the moral/ethical responsibilities and legal and regulatory obligations of advanced registered nurses in health promotion and disease prevention. Learners also review evidence-based practice (EBP) literature and the research process with application to their program of study and learn to navigate scholarly EBP literature, resources, and guidelines."
NUR-513A,Foundations of Advanced Nursing,4 credits,"Practice This course examines nursing theory and the role of ethics for advanced registered nurses within the Christian worldview and through a leadership perspective focused on improving health care outcomes. Learners explore the moral/ethical responsibilities and legal and regulatory obligations of advanced registered nurses in health promotion and disease prevention. Learners also review evidence-based practice (EBP) literature and the research process with application to their program of study and learn to navigate scholarly EBP literature, resources, and guidelines. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 494"
NUR-514,Organizational Leadership and,4 credits,"Informatics This course examines the role of leadership, organizational science, policy, and informatics in supporting safe, high-quality, cost-effective patient care within interprofessional, dynamic health care environments. Learners explore various organizational relationships within health care systems and prepare to participate in the design of cost-effective, innovative models of care delivery and practice change proposals. Professional leadership theories and how they shape the nurse leader in such things as collaboration, conflict resolution, decision-making, and negotiation are introduced. Learners discuss change management theories and evaluate the ethical, social, legal, economic, and political implications of practice change and health care informatics along with strategies for managing human, fiscal, and health care resources in a variety of organizational systems. Learners also examine the uses of patient-care, information systems, and communication technologies and discuss the design, implementation, and evaluation of electronic health record systems and clinical decision support systems."
NUR-514A,Organizational Leadership and,4 credits,"Informatics This course examines the role of leadership, organizational science, policy, and informatics in supporting safe, high-quality, cost-effective patient care within interprofessional, dynamic health care environments. Learners explore various organizational relationships within health care systems and prepare to participate in the design of cost-effective, innovative models of care delivery and practice change proposals. Professional leadership theories and how they shape the nurse leader in such things as collaboration, conflict resolution, decision-making, and negotiation are introduced. Learners discuss change management theories and evaluate the ethical, social, legal, economic, and political implications of practice change and health care informatics along with strategies for managing human, fiscal, and health care resources in a variety of organizational systems. Learners also examine the uses of patient-care, information systems, and communication technologies and discuss the design, implementation, and evaluation of electronic health record systems and clinical decision support systems. Prerequisite: NUR-513A. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
