"course_code","course_name","description","department","credits"
"AERE 2610","Introduction to Performance and Design","Prereq:MATH 1660orMATH 1660H; PHYS 2210 orPHYS 2310orPHYS 2310H;PHYS 2310L; Credit or enrollment inAERE 1610Aerodynamics of the airplane, lift and drag, drag polar, propulsion characteristics of turbojets and piston props, level flight, range, endurance, climbing flight, turning flight, take-off and landing, design examples.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 2650","Scientific Balloon Engineering and Operations","Engineering aspects of scientific balloon flights. Integration of science mission objectives with engineering requirements. Operations team certification. FAA and FCC regulations, communications, and command systems. Flight path prediction and control.
		
		 (Typically Offered:Fall)","Aerospace Engineering (AERE)","Credits:1"
"AERE 2900A","Aerospace Engineering Independent Study: Flight Ground Instruction","Prereq: Sophomore classification, approval of the department","Aerospace Engineering (AERE)","Credits:1-2"
"AERE 2900B","Aerospace Engineering Independent Study: In-flight Training","Prereq: Instructor Permission for Course","Aerospace Engineering (AERE)","Credits:1-2"
"AERE 2900C","Aerospace Engineering Independent Study: Other","Prereq: Instructor Permission for Course","Aerospace Engineering (AERE)","Credits:1-2"
"AERE 2940","Make to Innovate I","Prereq:ENGR 1010AND Freshman or Sophomore ClassificationMultidisciplinary projects to engage students in the fundamentals of engineering, project management, systems engineering, teamwork, and oral and visual communication. Students will define and attain their team objectives and milestones that are approved by the instructor. Graduation Restriction: Can only be used toward graduation in these cases. To make credit deficiencies in 1000 or 2000 level courses. No more than 2 credits ofAERE 2940can be used to make-up credit deficiencies in 1000 or 2000 level courses. Cannot be used in any category or technical electives in the AERE curriculum.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:1"
"AERE 3010","Flight Experience","Prereq: Credit or enrollment inAERE 3550Two hours of in-flight training and necessary ground instruction. Course content prescribed by the Aerospace Engineering Department. Ten hours of flight training certified in a pilot log book can be considered by the course instructor as evidence of satisfactory performance in the course. Offered on a satisfactory-fail basis only.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:Required"
"AERE 3100","Aerodynamics I: Incompressible Flow","Prereq:MATH 2650; Grade of C- or better inAERE 2610Introduction to fluid mechanics and aerodynamics. Fluid properties and kinematics. Conservation equations in differential and integral form. Bernoulli's equation. Basic potential flow concepts and solutions. Boundary layer concept. Incompressible flow over airfoils and wings. Examples of numerical methods. Applications of multi-variable calculus to fluid mechanics and aerodynamics.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 3110","Aerodynamics II: Compressible Flow","Prereq:AERE 3100andME 2310Review of thermodynamics, energy equation, compressible flow, and isentropic flow. Normal and oblique shocks. Mach waves and expansion fans. Applications to ducts and nozzles. Compressible airfoil and wing theory. Introduction to advanced compressible flow topics.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 3210","Flight Structures Analysis","Prereq:EM 3240and Credit or concurrent enrollment inMATH 2660orMATH 2670Introduction to elasticity, airworthiness, and flight loads. Introduction to fatigue. Materials selection for flight applications. Thin walled cross-sections under bending, torsion, and shear loads using classical methods. Shear center. Column buckling. Matrix methods of structural analysis.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 3220","Aerospace Structures Laboratory","Prereq: Credit or enrollment inAERE 3210Design of experiments. Data analysis. Strain gage installation. Measurement of stiffness/strength of aluminum. Analysis/fabrication/testing of riveted joints. Shear/bending measurements inbeam sections. Analysis/measurement of strains in frames. Buckling of columns. Stress concentration. Vibration testing of beams and plates. Fabrication/testing of composites.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:2"
"AERE 3310","Flight Control Systems I","Prereq:AERE 3550Linear system analysis. Control system designs using root-locus and frequency response methods. Applications in flight control systems.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 3440","Aerodynamics and Propulsion Laboratory","Prereq:AERE 3100AND concurrent enrollment inAERE 3110Similitude and dimensional analysis. Measurement uncertainty analysis. Pressure and velocity measurement methods and instruments. Pressure distribution around a circular cylinder. Aerodynamic performance of low-speed airfoils. Airfoil wake flow; Boundary layer flow. Flow visualization techniques for supersonic flows and de Laval nozzles.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 3510","Astrodynamics I","Prereq:ME 3450Introduction to astrodynamics. Two-body Keplerian satellite and planetary motion. Geocentric and extraterrestrial trajectories and applications. Ballistic missiles.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 3550","Aircraft Flight Dynamics and Control","Prereq:AERE 2610,MATH 2670, andME 3450Aircraft rigid body equations of motion, linearization, and modal analysis. Longitudinal and lateral-directional static and dynamic stability analysis. Flight handling characteristics analysis. Longitudinal and lateral-directional open loop response to aircraft control inputs. Aircraft flight handling qualities.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 3610","Computational Techniques for Aerospace Design","Prereq:AERE 3100;EM 3240; (ENGL 3090orENGL 3140);ME 3450;MATH 2670Advanced programming, workstation environment, and development of computational tools for aerospace analysis and design. Technical report writing.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 3620","Aerospace Systems Integration","Prereq:ENGL 2500, Junior classification in Aerospace Engineering or permission of instructor forAERE 3620Emphasis on impact of component interfaces in aerospace systems. Understand how changes in variables associated with individual components impact the performance of the aerospace system. Solving aerospace engineering problems and presenting solutions through reports. Specific integration challenges include: capturing implicit disciplinary interactions (e.g. structures/aerodynamics, propulsion/aerodynamics, etc.), propagating tolerances through the system (i.e. uncertainty modeling), balancing component attributes in the system objective.
		
		 (Typically Offered:Fall, Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 3640","Cyber-Physical Systems Application","Prereq:ENGR 1600or equivalent; credit or enrollment inMATH 2670Fundamental principles of cyber-physical systems and their system-level applications at an introductory level; introduction to radio control systems and control of actuators; computer programming of physical systems; data processing and communication; control loops; X-by-wire control systems; simulation; testing of control loops.
		
		 (Typically Offered:Spring)","Aerospace Engineering (AERE)","(Cross-listed withCPS 3640)"
"AERE 3810","Introduction to Wind Energy","Prereq:MATH 1660orMATH 1660H;PHYS 2310orPHYS 2310H;PHYS 2310LBasic introduction to the fundamentals of Wind Energy and Wind Energy conversion systems. Topics include but not limited to various types of wind energy conversion systems and the aerodynamics, blade and tower structural loads, kinematics of the blades and meteorology.
		
		 (Typically Offered:Spring)","Aerospace Engineering (AERE)","Credits:3"
"AERE 4070","Applied Formal Methods","Prereq:AERE 3610for AERE majors.COMS 3110for COMS majors.AERE 3610orCOMS 3110, or an equivalent course, plus instructor permission for other majors.Introduction to the fundamentals of formal methods, a set of mathematically rigorous techniques for the formal specification, validation, and verification of safety- and security-critical systems. Tools, techniques, and applications of formal methods with an emphasis on real-world use-cases such as enabling autonomous operation. Build experience in writing mathematically analyzable specifications from English operational concepts for real cyberphysical systems, such as aircraft and spacecraft. Review capabilities and limitations of formal methods in the design, verification, and system health management of today's complex systems.
		
		 (Typically Offered:Spring)","Aerospace Engineering (AERE)","(Dual-listed withAERE 5070/COMS 5070)"
