"course_code","course_title","credits","department","level","description"
"ASL 1014","American Sign Language - Basic I","(3-3) 4 Credit Hours. (TCCN = SGNL 1401)","American Sign Language (ASL)","Undergraduate","Prerequisite: Consent of instructor. Opportunity to begin developing oral and written communication skills in the target language, along with enhanced comprehension skills in listening and reading. Linguistic and cultural immersion. May be repeated up to 8 semester credit hours. Generally offered: Fall.  Course Fee: LRLF $10.27; MM01 $7; STLF $24.64."
"ASL 1024","American Sign Language: Basic II","(3-3) 4 Credit Hours. (TCCN = SGNL 1402)","American Sign Language (ASL)","Undergraduate","Prerequisite:ASL 1014or instructor authorization. Continued study of American Sign Language, including sign language colloquialisms used in conversational signing. Expands students’ receptive and expressive ASL skills and provides a summary of the available information dealing with ASL grammatical structure and its sociolinguistic and pragmatic usage."
"ASL 2013","American Sign Language: Intermediate I","(3-0) 3 Credit Hours. (TCCN = SGNL 2301)","American Sign Language (ASL)","Undergraduate","Prerequisite:ASL 1014andASL 1024, or consent of instructor. This course is designed to help students improve their expressive, receptive, and general conversational ASL proficiency, particularly in morphology, semantics, syntax, and lexicon. Students will demonstrate their use of ASL for interactive purposes. Course Fees: STLF $18.48; LRLF $10.27."
"ASL 2023","American Sign Language: Intermediate II","(3-0) 3 Credit Hours. (TCCN = SGNL 2302)","American Sign Language (ASL)","Undergraduate","Prerequisite:ASL 1014,ASL 1024, andASL 2013, or consent of instructor. This course is designed to further extend students’ use of ASL skills for communicating with persons who are deaf or hard of hearing. Expands accuracy in using expressive and receptive skills. Students will encode and decode ASL forms related to a variety of topics and situations. Course Fees: LRLF $10.27; STLF $18.48."
"AMS 2043","Approaches to American Culture","(3-0) 3 Credit Hours.","American Studies (AMS)","Undergraduate","Introduces students to a variety of approaches to the study of American culture. Course materials will focus on key concepts such as race and ethnicity, transnationalism and border studies, and gender and sexuality. Students will be encouraged to integrate community-based resources such as local museums, archives, and research centers into course-required projects. May be applied toward the Core Curriculum requirement in Social and Behavioral Sciences.
Generally offered: Fall, Spring. Course Fees: LRC1 $12; LRLF $10.27; STLF $18.48; DL01 $75."
"AMS 3013","Early American Culture","(3-0) 3 Credit Hours.","American Studies (AMS)","Undergraduate","Examines the influences that shaped American culture to the 20th century. Topics may include the impact of colonialism, the Enlightenment, the frontier, industrialism, ethnicity, race, religious reform, and other factors in the development of a distinctive society. Course Fees: LRLF $10.27; STLF $18.48; DL01 $75."
"AMS 3023","Modern American Culture","(3-0) 3 Credit Hours.","American Studies (AMS)","Undergraduate","Examines major trends in American culture during and after the industrial revolution, with special attention to the consequences of urbanization, suburbanization, industrialization, race relations, popular culture, technology, and secularization. Generally offered: Spring. Course Fees: LRLF $10.27; STLF $18.48; DL01 $75."
"AMS 3123","Applications of American Studies","(3-0) 3 Credit Hours.","American Studies (AMS)","Undergraduate","Applications of theories and methods of American Studies to particular areas of U.S. culture. Course addresses concepts of nationalism, citizenship, nation building, and inclusion and exclusion in American society, as well as how American cultural and group identities exist in relation to each other. Generally offered: Fall.  Course Fee: LRLF $10.27; STLF $18.48; DL01 $75."
"AMS 3243","Studies in Transnationalism","(3-0) 3 Credit Hours.","American Studies (AMS)","Undergraduate","Exploration of borders, boundaries, crossings, and exchange in American Studies, with special reference to questions of national identity, material culture, transnationalism, and the impacts of globalization. May be repeated for credit when topics vary. Generally offered: Fall.  Course Fees: LRLF $10.27; STLF $18.48; DL01 $75."
"AMS 3343","Studies in Race and Ethnicity","(3-0) 3 Credit Hours.","American Studies (AMS)","Undergraduate","The study of historical, social, cultural, and material influences on race and ethnicity. Course will use texts from literature, sociology, history, and other disciplines. May be repeated for credit when topics vary. Generally offered: Fall, Spring. Course Fees: DL01 $75; LRLF $10.27; STLF $18.48."
"AMS 3443","Studies in Gender and Sexuality","(3-0) 3 Credit Hours.","American Studies (AMS)","Undergraduate","Examination of topics such as masculine, feminine, gay, lesbian, bisexual, and transgendered definitions of gender and sexuality. Course will use texts from literature, sociology, history, and other disciplines. May be repeated for credit when topics vary. Generally offered: Fall, Spring. Course Fees: DL01 $75; LRLF $10.27; STLF $18.48."
"AMS 4823","Topics in American Culture","(3-0) 3 Credit Hours.","American Studies (AMS)","Undergraduate","An in-depth study of a selected issue or topic in American Studies. May be repeated for credit when topics vary. Generally offered: Fall, Spring. Course Fees: LRLF $10.27; STLF $18.48; DL01 $75."
"AMS 4913","Independent Study","(0-0) 3 Credit Hours.","American Studies (AMS)","Undergraduate","Prerequisites: Permission in writing (form available) from the instructor, the student’s AMS advisor, the Department Chair, and Dean of the College of Liberal and Fine Arts.
Independent reading, research, discussion, and/or writing under the direction of a faculty member. May be repeated for credit, but not more than 6 semester credit hours of independent study, regardless of discipline, will apply to a bachelor’s degree. Course Fees: LRLF $10.27; STLF $18.48."
