course_name,department,college,subject,description
"Humanity, Technology, and Creation",COMPLIT 116X,FAS,Comparative Literature,"In recent years, it has become commonplace to hear that new technologies are threatening humanity–that “we” must struggle to “stay human” in the face of novel threats ranging from autonomous weapons to addictive social media apps and gene editing to generative AI. At the same time, the “AI boom” has raised profound questions about creativity as an essentially human trait and inspired widespread concern about AI impacts on human and nonhuman environments–or all creation.  Observers ofte"
"From the 1001 Nights to the Arabian Nights: Adaptation, Transformation, Translation",COMPLIT 121,FAS,Comparative Literature,"Examines how the1001 Nights, popularly known in the West as the Arabian Nights, is transformed and adapted for different media and genres. Focuses on a variety of films, (e.g., The Thief of Baghdad, Chu Chin Chow, Aladdin), illustrations/images (e.g., Doré, Chagall, Matisse), musical and balletic renditions (e.g., Rimsky-Korsakov, Fokine), translations (e.g., Galland, Lane, Burton, Haddawy), and re-tellings of stories (e.g., Poe, Barth, Mahfouz, Sebbar, Zimmerman). Also considers the role"
Literature after the Arab Spring,COMPLIT 140Y,FAS,Comparative Literature,"This course offers an introduction to contemporary Arabic literature focusing on developments after the seismic period of regional transition within North Africa and the Middle East known as the “Arab spring” (2011). Course readings will include critical essays and literary texts that reflect the forms of cultural reckoning that anticipated and followed the popular uprisings of the period, drawing principally from literary figures across Algeria, Egypt, Libya, Syria, and Tunisia. The"
"Prize-Winning Translations, 2010-2020",COMPLIT 145,FAS,Comparative Literature,"In this course, students will read English translations of novels that have won major prizes. In addition to exploring themes of contemporary literature from around the world, special attention will be paid to the role of translation in shaping the work and its reception, and to the question of what makes for a prize-winning translation. Each week students will read a prize-winning translation alongside reports from the prize committee, reviews of the translation, and what the translators say ab"
The Cinema of Stanley Kubrick,COMPLIT 153X,FAS,Comparative Literature,"This course reviews the influential major films of Stanley Kubrick—Paths of Glory (1957), Lolita (1962), Dr. Strangelove (1964), 2001: A Space Odyssey (1968), A Clockwork Orange (1971), Barry Lyndon (1975), The Shining (1980), Full Metal Jacket (1987), and Eyes Wide Shut (1999), among other earlier films and his unfinished project A.I. Artificial Intelligence (dir. Spielberg 2001). The films will be considered in their historical, cultural, and f"
Songmaking and the Idea of Lyric,COMPLIT 156,FAS,Comparative Literature,"A re-examination of “Lyric” as occasion as well as genre. Central questions to be explored will include: how do the “lyrics” of composed song come alive in performance? For example, how do the two librettists of Puccini’s opera La Bohème contribute to the making of a masterpiece in song? Shared readings include The Lyric Theory Reader: A Critical Anthology, edited by Virginia Jackson and Yopie Prins. Students are free to select as their focus of research any"
From Type to Self in the Middle Ages,COMPLIT 157,FAS,Comparative Literature,"It has been argued that the poetic ""I"" in premodern literatures is not a vehicle for self-representation, but an archetype of the human. The course will examine this thesis against the rise of autobiographical writing in medieval and early modern Europe. Readings include spiritual autobiographies (Augustine, Kempe, Teresa of Ávila), letter collections (Abelard and Heloise), Arabic and Hebrew maqama literature, Provençal troubadour lyric, Hispano-Jewish poetry (Samuel ha-Nagid, Judah Halevi, Solo"
Calvino and Computation,COMPLIT 166X,FAS,Comparative Literature,"Using as its point of departure Italo Calvino's essay Cybernetics and Ghosts, the course explores combinatorial and computational approaches to creative practice in the context of Surrealism, Oulipo, and the Programmed Art movement of the 1960s and 1970s. The central focus will be on Calvino's own experiments from The Castle of Crossed Destinies (1969) to Invisible Cities (1972), but readings will also include selections from the Italian Structuralist canon like Umberto Eco's The Absent Str"
Global Media,COMPLIT 183,FAS,Comparative Literature,"In this course we will examine how media and communication technologies both drive and depict the complex set of processes known as globalization. We will explore case studies from sixteenth century maps to twenty-first century supply chains, as well as Huallywood, Hollywood, Bollywood, and Nollywood films. In the process, we will grapple with major questions and tensions that have defined the modern era. Why have human societies become more closely connected over the past few centuries than at"
Translation and the Craft of Reading Carefully: A World Literature Introduction,COMPLIT 190X,FAS,Comparative Literature,"We read a range of historically important works of literature from around the world—twice! We read everything carefully in more than one translation to learn the art of rereading, as well as how to enjoy and critique translations, not just read “through” them. We also learn about the structure of a range of languages, and think about how those languages shape their literatures. This is a great class to take if you’re thinking about learning a new language in the future. It’s also a good entryway"
Writing Workshop,COMPLIT 204X,FAS,Comparative Literature,"This bi-weekly writing workshop is designed as a space to practice writing and presenting in different academic genres: such as journal articles, job market materials, conference presentations, or job talks. We will have each participant submit one chosen piece each semester, and discuss two pieces at each session; written texts will be circulated beforehand, and talks can be presented during the session. Everyone will offer feedback for each other’s work, which we will discuss during our meetin"
I Forget: Memory Studies and Cold War Literature,COMPLIT 221X,FAS,Comparative Literature,"Remembering and forgetting, evoking and overlooking: they are parts of our everyday life, as well as practices that cement cultures, traditions, and our ideas of self. This course explores the connections between literature and memory. It looks at a period of particular global conflict over memory, when after the end of World War II, the world moves into the decades of the Cold War. We ask how literature participates in the construction of memory and how it sheds light on different sorts of vuln"
