"code","title","subject"
"MGF1106","Finite Mathematics","MGF - Mathematics General and Finite"
"MGF1107","Explorations in Mathematics","MGF - Mathematics General and Finite"
"MGF1130 ","Mathematical Thinking","MGF - Mathematics General and Finite"
"MGF1131","Mathematics in Context","MGF - Mathematics General and Finite"
"MHF3302","Logic and Proof in Mathematics","MHF - Mathematics History and Foundations"
"MHF4404","History of Mathematics","MHF - Mathematics History and Foundations"
"MHF4934","Topics in Foundations and History of Mathematics","MHF - Mathematics History and Foundations"
"MHS2090","Introduction to Human Services","MHS - Mental Health Services"
"MHS2330","Career Planning I","MHS - Mental Health Services"
"MHS2331","Career Planning II","MHS - Mental Health Services"
"MHS2441","Couples, Families and Intimate Relationships","MHS - Mental Health Services"
"MHS3052","Helping Skills for Human Service Providers","MHS - Mental Health Services"
"MHS3332","Career Planning III","MHS - Mental Health Services"
"MHS3426","Diversity Issues in Human Services","MHS - Mental Health Services"
"MHS4843","Internship in Human Services","MHS - Mental Health Services"
"MLS3220C","Techniques in Clinical Microscopy","MLS - Medical Laboratory Science"
"MLS3305","Hematology","MLS - Medical Laboratory Science"
"MLS3305L","Hematology Lab","MLS - Medical Laboratory Science"
"MLS3705","Concepts in Education/Management","MLS - Medical Laboratory Science"
"MLS4075L","Clinical Applications of Laboratory Automation","MLS - Medical Laboratory Science"
"MLS4334","Hemostasis","MLS - Medical Laboratory Science"
"MLS4430C","Clinical Microbiology I","MLS - Medical Laboratory Science"
"MLS4460C","Clinical Microbiology II","MLS - Medical Laboratory Science"
"MLS4505","Immunodiagnostics","MLS - Medical Laboratory Science"
"MLS4550C","Clinical Immunohematology","MLS - Medical Laboratory Science"
"MLS4625","Advanced Clinical Chemistry I","MLS - Medical Laboratory Science"
"MLS4625L","Advanced Clinical Chem I Lab","MLS - Medical Laboratory Science"
"MLS4630","Clinical Chemistry II","MLS - Medical Laboratory Science"
"MLS4830L","Clinical Chemistry Laboratory Practicum","MLS - Medical Laboratory Science"
"MLS4831L","Immunohematology Laboratory Practicum","MLS - Medical Laboratory Science"
"MLS4832L","Interpretive & Practical Hematology","MLS - Medical Laboratory Science"
"MLS4833L","Microbiology Laboratory Practicum","MLS - Medical Laboratory Science"
"MLS4910","Introduction to Clinical Research","MLS - Medical Laboratory Science"
"MLS4933","MLS Senior Seminar","MLS - Medical Laboratory Science"
"MMC2004","Mass Media","MMC - Mass Media Commomunications"
"MMC3200","Mass Communication Law","MMC - Mass Media Commomunications"
"MMC3200H","Honors Mass Communication Law","MMC - Mass Media Commomunications"
"MMC3203","Media Ethics","MMC - Mass Media Commomunications"
"MMC3420","Mass Media Research Methods","MMC - Mass Media Commomunications"
"MMC3630","Social Media as Mass Communication","MMC - Mass Media Commomunications"
"MMC4263","New Media Technologies","MMC - Mass Media Commomunications"
"MMC4300","International Media","MMC - Mass Media Commomunications"
"MMC4303","Hispanics in Media in the US","MMC - Mass Media Commomunications"
"MMC4411","Ad-PR Campaigns","MMC - Mass Media Commomunications"
"MMC4602","Contemporary Media Issues","MMC - Mass Media Commomunications"
"MSL1001C","Foundations of Officership","MSL - Military Science Leadership"
"MSL1002C","Basic Leadership","MSL - Military Science Leadership"
"MSL2101C","Individual Leadership Studies","MSL - Military Science Leadership"
"MSL2102C","Leadership and Teamwork","MSL - Military Science Leadership"
"MSL3201C","Leadership and Problem Solving","MSL - Military Science Leadership"
"MSL3202C","Leadership and Ethics","MSL - Military Science Leadership"
"MSL4301C","Leadership and Management","MSL - Military Science Leadership"
"MSL4302C","Officership","MSL - Military Science Leadership"
"MTG4212","Modern Geometries","MTG - Mathematics Topology and Geometry"
"MTG4254","Introduction to Differential Geometry","MTG - Mathematics Topology and Geometry"
"MTG4302","Introduction to Topology","MTG - Mathematics Topology and Geometry"
"MTG4324","Topological Data Analysis","MTG - Mathematics Topology and Geometry"
"MTG4934","Topics in Topology and Geometry","MTG - Mathematics Topology and Geometry"
"MUC1101C","Composition for Non-Composition Music Majors I","MUC - Music: Composition"
"MUC1201C","Applied Composition I","MUC - Music: Composition"
"MUC2104C","Composition for Non-Composition Music Majors II","MUC - Music: Composition"
"MUC2202C","Applied Composition II","MUC - Music: Composition"
"MUC3105C","Composition III","MUC - Music: Composition"
"MUC4106C","Composition IV","MUC - Music: Composition"
"MUC4610","Film Music Composition","MUC - Music: Composition"
"MUC4634","Video Game Music Composition","MUC - Music: Composition"
"MUC4950","Composition Recital","MUC - Music: Composition"
"MUC4971","Composition Thesis","MUC - Music: Composition"
"MUE2040","Introduction to Music Education","MUE - Music Education"
"MUE2211","Early Childhood Music and Movement","MUE - Music Education"
"MUE2346","Vocal Techniques","MUE - Music Education"
"MUE2440","String Techniques","MUE - Music Education"
"MUE2450","Woodwind Techniques I","MUE - Music Education"
"MUE2460","Brass Techniques","MUE - Music Education"
"MUE2470","Percussion Techniques","MUE - Music Education"
"MUE3333","Music Learning Theory and Assessment","MUE - Music Education"
"MUE3353","General Music Literature and Techniques","MUE - Music Education"
"MUE3451","Woodwind Techniques II","MUE - Music Education"
"MUE3461","Brass Techniques II","MUE - Music Education"
"MUE3693","Technology in Music Education","MUE - Music Education"
"MUE3942","Music Internship I","MUE - Music Education"
"MUE4311","Elementary School Music Methods","MUE - Music Education"
"MUE4331","Secondary Choral Methods I","MUE - Music Education"
"MUE4332","Secondary Instrumental Methods I","MUE - Music Education"
"MUE4335","Secondary Choral Methods II","MUE - Music Education"
"MUE4337","Secondary Instrumental Methods II","MUE - Music Education"
"MUE4393","Music and Students with Exceptionalities","MUE - Music Education"
"MUE4791","BME ePortfolio","MUE - Music Education"
"MUE4933","Seminar in General Music","MUE - Music Education"
"MUE4943","Music Internship II","MUE - Music Education"
"MUG3104","Basic Conducting","MUG - Music Conducting"
"MUG3202","Choral Conducting and Materials","MUG - Music Conducting"
"MUG3302","Instrumental Conducting and Materials","MUG - Music Conducting"
"MUH2017","Survey of Rock Music","MUH - Music: History/Musicology"
"MUH2017H","Honors Survey of Rock Music","MUH - Music: History/Musicology"
"MUH2019","American Popular Music, 1840s-present","MUH - Music: History/Musicology"
"MUH2021","Survey of Country Music","MUH - Music: History/Musicology"
"MUH3211","Music History and Literature I","MUH - Music: History/Musicology"
"MUH3212","Music History and Literature II","MUH - Music: History/Musicology"
"MUH3633","Music in the United States","MUH - Music: History/Musicology"
"MUH4322","Medieval and Renaissance Music","MUH - Music: History/Musicology"
"MUH4341","Music of the Baroque","MUH - Music: History/Musicology"
"MUH4351","Eighteenth-Century Music","MUH - Music: History/Musicology"
"MUH4361","Music of the 19th Century","MUH - Music: History/Musicology"
"MUH4371","Music Since 1900","MUH - Music: History/Musicology"
"MUH4814","Jazz Styles and Analysis","MUH - Music: History/Musicology"
"MUL2010","Enjoyment of Music","MUL - Music: Music Literature"
"MUL2010H","Honors Enjoyment of Music","MUL - Music: Music Literature"
"MUL2014","Introduction to Music History and Literature","MUL - Music: Music Literature"
"MUL2016","Evolution of Jazz","MUL - Music: Music Literature"
"MUL2720","Music of the World","MUL - Music: Music Literature"
"MUL2721","Survey of Latin American Music","MUL - Music: Music Literature"
"MUL3024","Welcome to the Jungle: Hard Rock","MUL - Music: Music Literature"
"MUL3385","Analysis of Hard Rock & Heavy Metal","MUL - Music: Music Literature"
"MUL3400","Piano Literature I","MUL - Music: Music Literature"
"MUL3401","Piano Literature II","MUL - Music: Music Literature"
"MUL3463","Percussion Literature","MUL - Music: Music Literature"
"MUL3602","Song Literature","MUL - Music: Music Literature"
"MUL4437","String Literature and Pedagogy","MUL - Music: Music Literature"
"MUL4438","Guitar Literature and Pedagogy","MUL - Music: Music Literature"
"MUL4443","Brass Literature and Pedagogy","MUL - Music: Music Literature"
"MUL4444","Woodwind Literature and Pedagogy","MUL - Music: Music Literature"
"MUL4552","Band Literature","MUL - Music: Music Literature"
"MUL4643","Choral Literature","MUL - Music: Music Literature"
"MUM3051","Music Entrepreneurship","MUM - Music: Music Management"
"MUN2442","Percussion/Mallet Ensemble","MUN - Music: Music Ensembles"
"MUN3113","Marching Band","MUN - Music: Music Ensembles"
"MUN3123L","Concert Band","MUN - Music: Music Ensembles"
"MUN3133","Symphonic Band","MUN - Music: Music Ensembles"
"MUN3143","Wind Ensemble","MUN - Music: Music Ensembles"
"MUN3283","Symphony Orchestra","MUN - Music: Music Ensembles"
"MUN3313","University Chorus","MUN - Music: Music Ensembles"
"MUN3323","Soprano/Alto Chorus ","MUN - Music: Music Ensembles"
"MUN3333","Tenor/Bass Chorus ","MUN - Music: Music Ensembles"
"MUN3343L","Chamber Singers","MUN - Music: Music Ensembles"
"MUN3423","Woodwind Ensemble","MUN - Music: Music Ensembles"
"MUN3426","Saxophone Ensemble","MUN - Music: Music Ensembles"
"MUN3427","Flute Ensemble","MUN - Music: Music Ensembles"
"MUN3431L","Brass Quintet","MUN - Music: Music Ensembles"
"MUN3433","Brass Ensemble","MUN - Music: Music Ensembles"
"MUN3437","Trumpet Ensemble","MUN - Music: Music Ensembles"
"MUN3443","Percussion Ensemble","MUN - Music: Music Ensembles"
"MUN3444","Mallet Ensemble","MUN - Music: Music Ensembles"
"MUN3453","Piano Ensemble","MUN - Music: Music Ensembles"
"MUN3463","Instrumental Chamber Music ","MUN - Music: Music Ensembles"
"MUN3483","String Ensemble","MUN - Music: Music Ensembles"
"MUN3487","Guitar Ensemble","MUN - Music: Music Ensembles"
"MUN3493","New Music Ensemble","MUN - Music: Music Ensembles"
"MUN3713","Jazz Ensemble","MUN - Music: Music Ensembles"
"MUN3714","Jazz Combo","MUN - Music: Music Ensembles"
"MUN3813","Steel Drum Ensemble","MUN - Music: Music Ensembles"
"MUO3503L","Opera Workshop","MUO - Music Opera"
"MUS1010","Music Forum","MUS - Music"
"MUS1250","IPA for Singers","MUS - Music"
"MUS2360C","Introduction to Music Technology","MUS - Music"
"MUS3254","Italian and French Lyric Diction","MUS - Music"
"MUS3255","German and English Lyric Diction","MUS - Music"
"MUS3684H","How Music Affects Your Brain","MUS - Music"
"MUS3953","Recital Performance I","MUS - Music"
"MUS4320","Music Business and Industry","MUS - Music"
"MUS4674","Health and Wellness for the Performing Artist","MUS - Music"
"MUS4900","Music BA Capstone Project","MUS - Music"
"MUS4905","Directed Experience","MUS - Music"
"MUS4923","Music Performance Workshop","MUS - Music"
"MUS4931","Topics in Music Studies","MUS - Music"
"MUS4954","Recital Performance II","MUS - Music"
"MUT1004","Fundamentals of Music I","MUT - Music: Theory"
"MUT1121","Music Theory and Musicianship I","MUT - Music: Theory"
"MUT1122","Music Theory and Musicianship II","MUT - Music: Theory"
"MUT2126","Music Theory and Musicianship III","MUT - Music: Theory"
"MUT2127","Music Theory and Musicianship IV","MUT - Music: Theory"
"MUT3170","Jazz Theory I","MUT - Music: Theory"
"MUT3171","Jazz Theory II","MUT - Music: Theory"
"MUT3923","Jazz Workshop","MUT - Music: Theory"
"MUT4031","Review of Music Theory","MUT - Music: Theory"
"MUT4311","Orchestration","MUT - Music: Theory"
"MUT4356","Jazz Arranging and Orchestration I","MUT - Music: Theory"
"MUT4401","Counterpoint","MUT - Music: Theory"
"MUT4571","Analysis of Twentieth-Century Music","MUT - Music: Theory"
"MVB1211","Secondary Trumpet","MVB - Music: Applied-Brasses"
"MVB1212","Secondary French Horn","MVB - Music: Applied-Brasses"
"MVB1213","Secondary Trombone","MVB - Music: Applied-Brasses"
"MVB1214","Secondary Euphonium","MVB - Music: Applied-Brasses"
"MVB1215","Secondary Tuba","MVB - Music: Applied-Brasses"
"MVB1411","Trumpet I","MVB - Music: Applied-Brasses"
"MVB1412","French Horn I","MVB - Music: Applied-Brasses"
"MVB1413","Trombone I","MVB - Music: Applied-Brasses"
"MVB1414","Euphonium I","MVB - Music: Applied-Brasses"
"MVB1415","Tuba I","MVB - Music: Applied-Brasses"
"MVB2421","Trumpet II","MVB - Music: Applied-Brasses"
"MVB2422","French Horn II","MVB - Music: Applied-Brasses"
"MVB2423","Trombone II","MVB - Music: Applied-Brasses"
"MVB2424","Euphonium II","MVB - Music: Applied-Brasses"
"MVB2425","Tuba II","MVB - Music: Applied-Brasses"
"MVB3431","Trumpet III","MVB - Music: Applied-Brasses"
"MVB3432","French Horn III","MVB - Music: Applied-Brasses"
"MVB3433","Trombone III","MVB - Music: Applied-Brasses"
"MVB3434","Euphonium III","MVB - Music: Applied-Brasses"
"MVB3435","Tuba III","MVB - Music: Applied-Brasses"
"MVB4441","Trumpet IV","MVB - Music: Applied-Brasses"
"MVB4442","French Horn IV","MVB - Music: Applied-Brasses"
"MVB4443","Trombone IV","MVB - Music: Applied-Brasses"
"MVB4444","Euphonium IV","MVB - Music: Applied-Brasses"
"MVB4445","Tuba IV","MVB - Music: Applied-Brasses"
"MVJ1010","Jazz Piano I","MVJ - Applied Music Jazz"
"MVJ1213","Jazz Guitar I","MVJ - Applied Music Jazz"
"MVJ1214","Jazz Bass I","MVJ - Applied Music Jazz"
"MVJ1219","Jazz Drum Set I","MVJ - Applied Music Jazz"
"MVJ2220","Jazz Piano II","MVJ - Applied Music Jazz"
"MVJ2223","Jazz Guitar II","MVJ - Applied Music Jazz"
"MVJ2224","Jazz Bass II","MVJ - Applied Music Jazz"
"MVJ2229","Jazz Drum Set II","MVJ - Applied Music Jazz"
