"course_code","course_name","description","department","credits"
"ANTH 216","Medicine, Culture, and Society","Medical anthropology explores illness and health as both embodied and socially constructed. It maintains that illness reflects cultural understandings of the body, social/structural inequalities, and differential distributions of power. Course Information: Recommended for pre-health students who plan to work in multi-cultural settings. Prerequisite(s): Completion of the English Composition requirement; or consent of the instructor. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Discussion/Recitation.Individual and Society course, and  World Cultures course.","Anthropology (ANTH)","3 hours"
"ANTH 217","Special Topics in Sociocultural Anthropology","Focuses on new and innovative topical and theoretical approaches in Anthropology or new research topics of interest in socio-cultural anthropology. Course Information: May be repeated. Students may register for more than one section per term. Prerequisite(s):ANTH 101; or consent of the instructor.","Anthropology (ANTH)","3 hours"
"ANTH 218","Anthropology of Children and Childhood","Examines childhood, a uniquely human life stage, both across cultures and from a biosocial perspective that includes both physical and social development. Course Information: Prerequisite(s):ANTH 101andANTH 105; or consent of the instructor.Individual and Society course.","Anthropology (ANTH)","3 hours"
"ANTH 219","Anthropology of Globalization","Explores capitalism as a culture, its origins, and the problems of consumer culture in the U.S. and the world. Course Information: Prerequisite(s):ANTH 101; or consent of the instructor.World Cultures course.","Anthropology (ANTH)","3 hours"
"ANTH 220","Method and Theory in Archaeology","Introduction to techniques and methods in archaeology, archaeological reasoning, research design, and methods of analysis.  Archaeological methods for the analysis of prehistoric technology, economy, social and political organization.
 Course Information: Prerequisite(s):ANTH 102or consent of the instructor.","Anthropology (ANTH)","3 hours"
"ANTH 223","Southwestern Archaeology","Introduction to the archaeology of ancient Native American cultures of the North American Southwest, emphasizing processes of culture change from earliest times until European contact, with focus on current debates and relevant methods and theories. Course Information: Same asLALS 223. Prerequisite(s): Credit or concurrent registration inANTH 102; or consent of the instructor.","Anthropology (ANTH)","3 hours"
"ANTH 224","Archaeology of Mainland Southeast Asia","Introduction to the archaeology of mainland Southeast Asia, ranging from the appearance of early peoples to the rise of states such as the Angkorian Khmer Empire. Course Information: Same asGLAS 224. Prerequisite(s):ANTH 101orANTH 102; or consent of the instructor.","Anthropology (ANTH)","3 hours"
"ANTH 226","Archaeology of North America","Introduction to the prehistoric cultures of North America from earliest times until the arrival of Europeans. Course Information: Same asLALS 257. Prerequisite(s):ANTH 102or consent of the instructor.","Anthropology (ANTH)","3 hours"
"ANTH 227","Ancient Civilizations of Mexico and Central America","Analysis and interpretation of the archaeological evidence on the process of development of native civilization in the Meso-American area from the beginnings of agricultural settlement to the eve of the Spanish conquest. Course Information: Same asGEOG 207andLALS 258. Prerequisite(s):ANTH 102; or sophomore standing or above; or consent of the instructor.","Anthropology (ANTH)","3 hours"
"ANTH 229","Special Topics in Archaeology","Covers special topics in archaeology. Course Information: May be repeated. Students may register for more than one section per term. Prerequisite(s):ANTH 102; or consent of the instructor.","Anthropology (ANTH)","3 hours"
"ANTH 231","Becoming Human: The Fossil Record","The fossil record as it applies to different interpretations of human evolution; principles of evolutionary biology; survey of the biology and behavior of living primates. Course Information: Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture.","Anthropology (ANTH)","4 hours"
"ANTH 233","Forensic Anthropology","Addresses the role of anthropologists in criminal cases involving human skeletal remains, including biological variation, personal identification, cause of death, humanitarian efforts, and ethics. Course Information: Credit is not given forANTH 233if the student has credit for the comparableANTH 239topics section Forensic Anthropology. Prerequisite(s):ENGL 161; or consent of the instructor. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory.","Anthropology (ANTH)","4 hours"
"ANTH 234","Modern Human Variation and Adaptation","A broad overview of genetic variation and biosocial adaptation in contemporary human groups. Course Information: Prerequisite(s):ANTH 105. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture-Discussion.","Anthropology (ANTH)","4 hours"
"ANTH 237","The Human Skeleton","Examination of the human skeleton, emphasizing bone identification and functional anatomy. Course Information: Same asBIOS 237. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory-Discussion and one Lecture.","Anthropology (ANTH)","4 hours"
"ANTH 238","Biology of Women","An evolutionary perspective on the biology of women from conception to menopause, in light of current research on genetics, hormones, and development. Topics include sexual differentiation, sex differences, and life history. Course Information: Same asGWS 238. Prerequisite(s): Grade of C or better inANTH 105; or consent of the instructor. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Discussion.Individual and Society course, and  Natural World - No Lab course.","Anthropology (ANTH)","3 hours"
