subject,level,course_code,course_title,credits
Admission,Upper-Division,104B,"Special Internships in Asian Pacific Commu- race and geography, aesthetics and activism, cultural 122A. Indigeneity, Empire, and Resistance in Pacific",Unknown Credits
Admission,Upper-Division,112C,Asian American Creative Writing,4
Admission,Upper-Division,105,Historical Research Methods,4
Admission,Upper-Division,113,Asian Americans and Law,4
Admission,Upper-Division,107,Scholarly and Creative Communication in critical race theory—study of race and representation hours. Critical concepts and cultural practices linking,Unknown Credits
Admission,Upper-Division,M108,"Policy, Planning, and Community",4
Admission,Upper-Division,109,"Gender Violence, Policing, and Law",4
Admission,Upper-Division,110,American Immigration Policy,4
Admission,Upper-Division,111,Asian Americans and War,4
Admission,Upper-Division,M129,Health Issues for Asian Americans and Pacif- ic Islander Community-Based Learning,4
Admission,Upper-Division,130A,Chinese American Experience,4
Admission,Upper-Division,M130B,Chinese Immigrant Literature and Film,4
Admission,Upper-Division,M130C,Chinese Immigration,4
Admission,Upper-Division,131A,Japanese American Experience,4
Admission,Upper-Division,131B,Japanese Americans and Incarceration,4
Admission,Upper-Division,10W,Designed for juniors/seniors. In-depth analysis projects. Concurrently scheduled with course C242A. or letter grading,Unknown Credits
Admission,Upper-Division,131C,Japanese American Resettlement,4
Admission,Upper-Division,132A,Korean American Experience,4
Admission,Upper-Division,133,Pilipino American Experience,4
Admission,Upper-Division,134,Vietnamese American Experience,4
Admission,Upper-Division,M166B,"Research on Immigration Rights, Labor, Rim and Japanese Americans and their communities. change. P/NP or letter grading",Unknown Credits
Admission,Upper-Division,M166A,"Expansion of research conducted by students examination of U.S. involvement in Korea, including topics in selected comparative and international is-",Unknown Credits
Admission,Upper-Division,M166C,"Research on Immigrant Students and High- P/NP or letter grading. der, and Sexuality",4
Admission,Upper-Division,"M166A, M166B","Expansion of research conducted by mended preparation: History 176A, 176B, 176C. De- with topic change. P/NP or letter grading",Unknown Credits
Admission,Upper-Division,171E,Critical Issues in U.S.-Vietnam Relations,4
Admission,Upper-Division,167,Immigration and New Second Generation,4
Admission,Upper-Division,171F,U.S. Empire in Southeast Asia,4
Admission,Upper-Division,M168,Student-Initiated Retention and Outreach Is-,Unknown Credits
Admission,Upper-Division,M172A,Indian Identity in U.S. and Diaspora,4
Admission,Upper-Division,M169,Constructing Race,4
Admission,Upper-Division,172B,"Gender in South Asian Communities at Home represented in government and popular media, and",Unknown Credits
Admission,Upper-Division,170,"Transnational Perspectives on Asian America. of South Asians in comparative frame and consider- (Same as Sociology M139.) Lecture, three hours; dis-",Unknown Credits
Admission,Upper-Division,172C,Transnational Bollywood,4
Admission,Upper-Division,M173,"Topics in Vietnamese Cinema and/or Litera- Seminar, three hours; fieldwork, three hours. Limited",Unknown Credits
Admission,Upper-Division,171A,Critical Issues in U.S.-China Relations,4
Admission,Upper-Division,186,Capstone Research Seminar,4
Admission,Upper-Division,187A,Special Courses in Research Methodologies. igin subgroups and their respective communities. May and completion of honors thesis or comprehensive re-,Unknown Credits
Admission,Upper-Division,187B,Special Courses in Asian American Themes. 3H. Variable specialized studies course in Asian Amer- American Studies,2 to 4
Admission,Upper-Division,187C,Special Courses in Asian American Popula- credit with topic or instructor change. P/NP or letter quired. P/NP or letter grading,Unknown Credits
Admission,Upper-Division,188,Special Courses in Asian American Studies,4
Admission,Upper-Division,188SA,Individual Studies for USIE Facilitators,1
Admission,Upper-Division,188SB,Individual Studies for USIE Facilitators,1
Admission,Upper-Division,188SA,"Enforced corequisite: Honors Collegium 101E. American Studies M195CE, American Indian Studies of critical questions emerging from Asian and Pacific",Unknown Credits
Admission,Upper-Division,188SC,Individual Studies for USIE Facilitators,2
Admission,Upper-Division,189,Advanced Honors Seminars,1
Admission,Upper-Division,189HC,Honors Contracts,1
Admission,Upper-Division,215A-215B,"Asian American Jurisprudence. (215A: 3 in Asian American communities. Introduction to major Michael D. Emmerich, PhD (Tadashi Yanai",Unknown Credits
Admission,Upper-Division,222,Colonialism and Law in Pacific,4
Admission,Upper-Division,231,Japanese American Resettlement: Meaning search and policy issues. S/U or letter grading,Unknown Credits
Admission,Upper-Division,M239,"Race, Ethnicity, and Culture as Concepts in for curriculum and instruction at UCLA. Unit credit",Unknown Credits
Admission,Upper-Division,C242A,"Ethnocommunications I: Introduction to ical and stylistic features of essays in various Asian Richard E. Strassberg, PhD",Unknown Credits
Admission,Upper-Division,C242B,Ethnocommunications II: Intermediate Cre- applied toward full-time equivalence but not toward Assistant Professors,Unknown Credits
Admission,Upper-Division,598,Research for and Preparation of MA Thesis. (2,Unknown Credits
Admission,Upper-Division,C242C,Ethnocommunications III: Advanced Creat-,Unknown Credits
Admission,Upper-Division,M260,Topics in Asian American Literature,4
Admission,Upper-Division,M261,Theorizing Third World,4
Admission,Upper-Division,M60W,Introduction to Buddhism,5
Admission,Upper-Division,70A-70B-70C,Popular Culture in East Asia,5
Admission,Upper-Division,89HC,Honors Contracts,1
Admission,Lower-Division,19,Fiat Lux Freshman Seminars,1
Admission,Lower-Division,M20,Visible Language: Study of Writing,5
Admission,Lower-Division,30,Languages and Cultures of Asia,5
Admission,Lower-Division,M60,Introduction to Buddhism,5
Admission,Lower-Division,163,Buddhism across Boundaries,4
Admission,Lower-Division,C170,Approaches to Study of Religion,4
Admission,Lower-Division,184,Women in History: East Asia,4
Admission,Lower-Division,189,Advanced Honors Seminars,1
Admission,Lower-Division,189HC,Honors Contracts,1
Admission,Lower-Division,190,Research Colloquia in Asian Languages and 201. Proseminar: Approaches to Buddhist Studies. cussion of recent theoretical works in cultural studies,Unknown Credits
Admission,Lower-Division,198A or 198B or 198C or 199,Designed to bring to- dents in Buddhist studies. Introduction to history of 216. Seminar: History and Asia,4
Admission,Lower-Division,191A,"Variable Topics Research Seminars: Life Writ- year of any East Asian language, one functional lin- nity and Asia. S/U or letter grading",Unknown Credits
Admission,Lower-Division,191H,Honors Research Seminars: Asian Languag- 204A-204B. Issues and Practices in Teaching Asian CM224. Teaching and Learning of Heritage Lan-,Unknown Credits
Admission,Lower-Division,230A-230B,Seminars: Theoretical Topics in East members. S/U grading,Unknown Credits
Admission,Lower-Division,297,Life Writing in East Asia,4
Admission,Lower-Division,299,Independent Study,2 to 6
Admission,Lower-Division,240A-240B,"Seminars: Topics in East Asian Literary who have learned, from whatever source, enough Chi-",Unknown Credits
Admission,Lower-Division,243,Translation Workshop: East Asian Texts,2
Admission,Lower-Division,245A-245B,Seminars: Position of Modernity in East be repeated for credit. S/U grading. dents who already have certain listening and speaking,Unknown Credits
Admission,Lower-Division,255,Topics in Southeast Asian Literature and/or S/U grading. nese to qualify for more advanced courses. Continua-,Unknown Credits
Admission,Lower-Division,261A-261B-261C,Current Issues in Buddhist Stud- Level East Asian Languages,2
Admission,Lower-Division,265A-265B,Seminars: Selected Topics in Buddhist sources. May not be applied toward degree tion of course 2. P/NP or letter grading,Unknown Credits
Admission,Lower-Division,C270,Approaches to Study of Religion,4
Admission,Lower-Division,281A-281B,Field Methods for Study of East Asian for current or potential teaching assistants in Korean. ment consent. Not open to students who have,Unknown Credits
Admission,Lower-Division,4A,Intermediate Modern Chinese for Advanced enough Chinese to qualify for more advanced Language 36. Not open for credit to students with,Unknown Credits
Admission,Lower-Division,5,Intermediate Modern Chinese,5
Admission,Lower-Division,5A,"Intermediate Modern Chinese for Advanced mental role that language plays in Chinese social life depth through supplemental readings, papers, or",Unknown Credits
Admission,Lower-Division,5C,Mandarin for Cantonese Speakers,5
Admission,Lower-Division,6,Intermediate Modern Chinese,5
Admission,Lower-Division,6A,Intermediate Modern Chinese for Advanced 99. Student Research Program,1 to 2
Admission,Lower-Division,6C,Mandarin for Cantonese Speakers,5
Admission,Lower-Division,8,Elementary Chinese: Intensive,15
Admission,Lower-Division,8A,Elementary Modern Chinese for Advanced Be-,Unknown Credits
Admission,Lower-Division,100I,Advanced Modern Chinese: Intensive,12
Admission,Lower-Division,101A-101B-101C,"Advanced Readings in Modern 4) Lecture, three hours; discussion, one hour. En- elsewhere. Letter grading",Unknown Credits
Admission,Lower-Division,C137,How to Read Chinese Poetry,4
Admission,Lower-Division,102B,Advanced Chinese for International Business. enforced requisite to 110C. Grammar and readings in letter grading,Unknown Credits
Admission,Lower-Division,C240,"Letter grading. cussion, one hour. Recommended preparation: course",Unknown Credits
Admission,Lower-Division,102I,Business Chinese,8
Admission,Lower-Division,103,Topics in Chinese Language and Culture,4
Admission,Lower-Division,C150B,"Chinese Literature in Translation: Traditional tween Buddhism and Chinese culture, rise of Chinese 184. Crime, Law, and Punishment in Traditional Chi-",Unknown Credits
Admission,Lower-Division,151,Chinese Literature in Translation: Modern Liter- 174. Chinese Strategic Thought,4
Admission,Lower-Division,C175,Introduction to Chinese Thought,4
Admission,Lower-Division,152,Topics in Contemporary Chinese Literature and nese not required. Survey of Chinese thought as rep- 186. Archaeology in China,4
Admission,Lower-Division,M153,Chinese Immigrant Literature and Film,4
Admission,Lower-Division,154,Introduction to Chinese Cinema,4
Admission,Lower-Division,155,Topics in Chinese Cinema,4
Admission,Lower-Division,C156,"Variable Topics in Culture and Society in Tai- matic and fictional works, and evidence from visual quired. Honors content noted on transcript. Letter",Unknown Credits
Admission,Lower-Division,157,Contemporary Chinese Popular Culture,4
Admission,Graduate,CM160,Chinese Buddhism,4
Admission,Graduate,200C,"Proseminar: Modern Chinese Literature and cussion of selected topics in Chinese applied linguis- tional narrative and drama, with emphasis on generic,",Unknown Credits
Admission,Graduate,M201,China—Seminar: Classical Historiography Chinese Literature,4
Admission,Graduate,205,Critical Issues in Chinese and Sinophone Liter-,Unknown Credits
Admission,Graduate,C207A-C207B,"Academic/Professional Chinese. (4– sical poetry. Study is topical and accumulative, de- tural assumptions and intersections. Exploration of",Unknown Credits
Admission,Graduate,209,Issues in Sinophone Literature,4
Admission,Graduate,210,Modern Chinese Literary History,4
Admission,Graduate,211A-211B,"Seminars: Classical Chinese Poetry. (4– major structural features, language in society and in China, interaction between Buddhism and Chinese",Unknown Credits
Admission,Graduate,212,Topics in Chinese Poetry,4
Admission,Graduate,C275,Introduction to Chinese Thought,4
Admission,Graduate,213A-213B,Chinese-Language Cinemas,4
Admission,Graduate,285A-285B,Seminars: Readings in Chinese Reli-,Unknown Credits
