Course Code,Course Title
ARCH 4414,Advanced Environment Building Systems
ARCH 4424,Advanced Topics in Architecture and Praxis
ARCH 4434,Architectural Lighting Design
ARCH 4514,Thesis Inquiry
ARCH 4515,Architecture V
ARCH 4516,Architecture V
ARCH 4524,Thesis Documentation
ARCH 4705,Qualifying Design Seminar
ARCH 4706,Qualifying Design Seminar
ARCH 4715,Qualifying Design Laboratory
ARCH 4716,Qualifying Design Laboratory
ARCH 4904,Professional Studies
ARCH 4954,Study Abroad
ARCH 4964,Field Study
ARCH 4974,Independent Study
ARCH 4974H,Independent Study
ARCH 4984,Special Study
ARCH 4994,Undergraduate Research
ARCH 4994H,Undergraduate Research
ARCH 5036,Advanced Environmental Controls
ARCH 5044G,Professional Practice
ARCH 5045,Environmental Design Research
ARCH 5056,Advanced Building Structures
ARCH 5064,Topics in Computer Applications in Design
ARCH 5115,Media and the Environment Workshop
ARCH 5116,Media and the Environment Workshop
ARCH 5125,Materials Processes Workshop
ARCH 5126,Materials Processes Workshop
ARCH 5134,Topics in Architecture History and Theory
ARCH 5434,Advanced Architectural Lighting Design
ARCH 5515,Arch &amp; Systems Lab
ARCH 5516,Arch &amp; Systems Lab
ARCH 5565,Building Materials and Construction
ARCH 5566,Building Materials and Construction
ARCH 5614,Theory of Urban Form
ARCH 5624,Urban Design Seminar
ARCH 5644,Comparative Urbanism Seminar
ARCH 5705,Architecture and Urbanism Seminar
ARCH 5706,Architecture and Urbanism Seminar
ARCH 5715,Architecture and Urbanism Laboratory
ARCH 5716,Architecture and Urbanism Laboratory
ARCH 5755,Advanced Design Laboratory
ARCH 5755G,Building Environmental Systems
ARCH 5756,Advanced Design Laboratory
ARCH 5775G,Intermediate Bldg Structures
ARCH 5776G,Intermediate Bldg Systems
ARCH 5894,Final Examination
ARCH 5904,Project and Report
ARCH 5954,Study Abroad
ARCH 5974,Independent Study
ARCH 5984,Special Study
ARCH 5994,Research and Thesis
ARCH 6005,Movements in Architecture and Western Thought
ARCH 6006,Movements in Architecture and Western Thought
ARCH 6984,Special Study
ARCH 7994,Research and Dissertation
ART 1004,Topics in Studio Art for Non-Majors
ART 1104,Language of Visual Arts
ART 1204,Principles of 2D Art and Design
ART 1214,Principles of 3D Art and Design
ART 1234,Topics in Visual Communication Design for Non-Majors
ART 1304,Gateway to Art and Design
ART 1334,Themes in Visual Arts and Cultures
ART 1404,Principles of Drawing
ART 1414,Drawing II:  Life Drawing
ART 1504,Contemporary Art and Practice
ART 1604,Principles of 4D Art &amp; Design
ART 1614,Principles of Visual Communication Design
ART 1984,Special Study
ART 1984M,Special Study
ART 2385,Survey of the History of Western Art
ART 2386,Survey of the History of Western Art
ART 2434,Introduction to Creative Code
ART 2514,Drawing Concepts
ART 2524,Introduction To Painting
ART 2554,Introduction To Sculpture
ART 2565,Typography
ART 2566,Typography
ART 2566H,Typography
ART 2575,Introduction to Graphic Design
ART 2576,Introduction to Graphic Design
ART 2604,Introduction to Creative Technologies
ART 2664,Introduction to Photography
ART 2704,3D Computer Animation
ART 2964,Field Study
ART 2974,Independent Study
ART 2984,Special Study
ART 3004,Topics in Art History
ART 3024,History of Global Print Culture
ART 3034,Survey of Latin American Art and Architecture
ART 3044,Art and Architecture of India
ART 3054,Islamic Art and Architecture
ART 3064,Arts of China and Japan
ART 3074,Egyptian Art and Architecture
ART 3084,Greek Art and Architecture
ART 3114,Creative Coding for Creativity and Innovation
ART 3174,Introduction to Archaeology
ART 3184,Roman Art and Architecture
ART 3284,Medieval Art and Architecture
ART 3384,Renaissance Art and Architecture
ART 3484,Baroque and Rococo Art and Architecture
ART 3504,Topics in Digital Art and Design
ART 3514,Topics In Drawing
ART 3524,Topics In Painting Media
ART 3554,Topics In Sculpture
ART 3564,Topics in Photography
ART 3565,Intermediate Graphic Design I and II
ART 3566,Intermediate Graphic Design II
ART 3574,Topics In Graphic Design
ART 3584,Nineteenth Century European Art: Neoclassicism to Post-Impressionism
ART 3604,Topics in New Media Art
ART 3674,History of Photography
ART 3684,African-American Art
ART 3704,Topics in Computer Animation
ART 3774,History of Modern Graphic Design
ART 3784,European and American Art Since 1900
ART 3854,Professional Studio Practices
ART 3884,American Art to 1914
ART 3900,Bridge Experience
ART 3954,Study Abroad
ART 3954B,Study Abroad
ART 3984,Special Study
ART 4014,"History Lab: Creative Technologies, Hidden Histories, Informal Learning"
ART 4104,Interpretation of Visual Arts
ART 4184,Museum Studies: Theory and Practice
ART 4284,Museum Ethics  and  Cultural Preservation
ART 4384,Topics in Art History
ART 4484,Topics in Art Criticism and Methodology
ART 4504,Topics in Multimedia Studio
ART 4514,Interarts Studio
ART 4524,Pictorial Arts Studio
ART 4534,Topics in Applied Art and Design Studio
ART 4544,Computer Animation Studio
ART 4554,Spatial Arts Studio
ART 4564,Exhibition Design And Display
ART 4574,Advanced Visual Communications
ART 4575,Advanced Visual Communication Design
ART 4576,Advanced Visual Communication Design
ART 4584,Advanced Typography
ART 4684,Topics in Museums  and  Collections
ART 4754,Internship
ART 4804,New Media Art Theory
ART 4894,Senior Studio
ART 4964,Field Study
ART 4974,Independent Study
ART 4974H,Independent Study
ART 4984,Special Study
ART 4994,Undergraduate Research
ART 4994H,Undergraduate Research
ART 5104,Historical  and  Theoretical Frameworks in Material Culture  and  Public Humanities
ART 5204,Research Methods in Material Culture and Public Humaities
ART 5384,Topics in Art History
ART 5524,Visual Arts Studio Topics
ART 5534,Topics in Graduate Critique Methods and Practice
ART 5564G,Advanced Exhibition Design
ART 5584,Topics in Material Culture
ART 5604,Topics in Creative Digital Technologies in Arts and Design
ART 5704,Topics in Computer Animation
ART 5714,Creative Code Art &amp; Design
ART 5724,Topics in Advanced 3D Animation and Compositing
ART 5854G,Advanced Theories and Processes of Contemporary Art
ART 5904,Project and Report
ART 5954,Study Abroad
ART 5964,Field Work/Practicum
ART 5974,Independent Study
ART 5984,Special Study
ART 5994,Research and Thesis
AS 1115,Introduction to the Air Force
AS 1116,Introduction to the Air Force
AS 2115,Team and Leadership Fundamentals
AS 2116,Team and Leadership Fundamentals
AS 2934,Air Force Fitness
AS 2944,AFROTC Leadership Laboratory
AS 2974,Independent Study
AS 2984,Special Study
AS 3215,Air Force Management and Leadership
AS 3216,Air Force Management and Leadership
AS 4215,National Security Forces in Contemporary American Society
AS 4216,National Security Forces in Contemporary American Society
AS 4964,Field Study
AS 4974,Independent Study
AS 4984,Special Study
ASPT 5014,Religion and the Public Sphere
ASPT 5114,Critical Research Design
ASPT 5124,Rel and Modernity in the West
ASPT 5134,Islamic Political Thought
ASPT 5214,Topics in Global History
ASPT 5414,Topics in Cultural History and Theory
ASPT 5464,Critical Security Studies
ASPT 5974,Independent Study
ASPT 5984,Special Study
ASPT 5994,Research and Thesis
ASPT 6004,"Topics Interdisciplinary Perspectives in Soc, Pol, Eth, and Cul Thought"
ASPT 6014,Theories of Globalization
ASPT 6024,Contemporary Religious Thought
ASPT 6104,Interdisciplinary Perspectives in Methodology
ASPT 6204,"Topics of Interdisciplinary Frameworks in Soc, Pol, Eth and Cul Thought"
ASPT 6904,ASPECT Professional Development
ASPT 6984,Special Study
ASPT 7994,Research and Dissertation
AT 0124,Ag Mach Mech
AT 0144,Communication Skills
AT 0164,Introduction to Animal Science
AT 0174,Fundamentals of Turfgrass Mgmt
AT 0184,Plant Science for Agriculture and the Green Industries
AT 0194,AT Internship
AT 0204,Applied Agricultural Personal Finance
AT 0224,Agricultural Technology Management of Personnel and Sales
AT 0234,Intro Agribus &amp; Financial Mgt
AT 0274,Agribus Marktng &amp; Entrepreneur
AT 0294,Livestock Merchandising
AT 0324,Livestock Reproduction
AT 0344,Grain Crop Management
AT 0354,Feeds and Feeding
AT 0364,Ath Fld Prac- Football/Soccer
AT 0374,Ath Fld Prac- Base/Softball
AT 0394,Golf Course Practicum
AT 0404,Irrigation and Drainage
AT 0414,Soils and Nutrient Management
AT 0424,Nutrient Management Planning
AT 0434,Pest Management
AT 0444,CAD for Landscaping
AT 0464,Forages and Forage Animal Systems
AT 0484,Precision Ag and Data Mgmt
AT 0494,Dairy Management
AT 0504,AT First Year Experience
AT 0514,Cont Ag Issues
AT 0524,Whole Farm Planning
AT 0544,Horticulture Production
AT 0554,Chemical Application
AT 0564,Herbaceous Plants
AT 0574,Woody Landscape Plants
AT 0614,Beef and Sheep Management
AT 0624,Horse Management
AT 0654,Golf Course Design and Rules
AT 0664,Golf &amp; Sports Turf Management
AT 0674,Spanish for the Green Industry
AT 0684,Landscape Design
AT 0694,Landscape Contracting
AT 0704,Turfgrass Capstone Project
AT 0714,Hardscape Materials &amp; Instal
AT 0724,Landscape Skills Practicum
AT 0734,Risk Management in Agriculture
AT 0974,Independent Study
AT 0984,Special Study
AT 0994,Undergraduate Research
BC 1014,Building A Strong Foundation for Success
BC 1114,Introduction to Building Construction
BC 1124,Construction Documents and Safety
BC 1214,Introduction to Building Construction I
BC 1224,Introduction to Building Construction II
BC 2004,Construction Surveying
BC 2014,Construction Principles I
BC 2024,Construction Principles II
BC 2044,Construction Materials
BC 2064,Integrated Construction I
BC 2104,Building Effective Construction Teams
BC 2114,Information Technology in Design and Construction
BC 2134,Construction Data Analysis
BC 2214,Why Buildings Stand Up
BC 2354,Residential Construction Technologies
BC 2974,Independent Study
BC 2984,Special Study
BC 3014,Building Physics  and  Environmental Systems
BC 3064,Integrated Construction II
BC 3114,Building Systems Technology
BC 3134,Temporary Structures in Construction
BC 3954,Study Abroad
BC 3984,Special Study
BC 4024,"Estimating, Production, and Cost Engineering"
BC 4064,Integrated Construction III
BC 4114,Building Information Modeling in Design and Construction
BC 4124,Digital Construction &amp; Manufacturing
BC 4164,Production Planning and Process Design for Construction
BC 4264,Fundamentals of Construction Management
BC 4314,Building Performance  and  Energy Management
BC 4324,Innovation in Residential Construction
BC 4334,Sustainable Building Performance Management
BC 4364,Lifecycle BIM for Facility Management
BC 4374,Residential Housing and Land Development
BC 4434,Construction Practice I
BC 4444,Construction Practice II
BC 4754,Internship
BC 4974,Independent Study
BC 4984,Special Study
BC 4994,Undergraduate Research
BC 5024,Cost Management of the Building Process
BC 5114G,Advanced Building Information Modeling In Design and Construction
BC 5124G,Advanced Digital Construction  and  Manufacturing
BC 5134,Sustainable Facility Systems
BC 5144,Sustainable Infrastructure Systems
BC 5154,Modeling in Design and Construction
BC 5314,Applied Building Sciences
BC 5374,Advanced Lifecyle BIM for Facility Management
BC 5514,Principles and Practices of Construction I
BC 5524,Principles and Practices of Construction II
BC 5904,Project and Report
BC 5954,Study Abroad
BC 5974,Independent Study
BC 5984,Special Study
BC 5994,Research and Thesis
BC 6984,Special Study
BCHM 1014,Biochemistry First Year Experience
BCHM 1024,Introductory Experience in Biochemistry Research Skills
BCHM 1984,Special Study
BCHM 2024,Concepts of Biochemistry
BCHM 2114,Biochemical Calculations
BCHM 2354,Biochemical Techniques
BCHM 2364,Biochemical Techniques Laboratory
BCHM 2974,Independent Study
BCHM 2974H,Independent Study
BCHM 2984,Special Study
BCHM 2994,Undergraduate Research
BCHM 3114,Biochemistry for Biotechnology and the Life Sciences
BCHM 3634,Analysis of Biochemical Literature
BCHM 3900,Bridge Experience
BCHM 3984,Special Study
BCHM 4054,Genomics
BCHM 4074,Career Orientation
BCHM 4115,General Biochemistry
BCHM 4116,General Biochemistry
BCHM 4124,Laboratory Problems in Biochemistry and Molecular Biology
BCHM 4354,Biochemical Communication
BCHM 4554,Biophysics for Biochemistry
BCHM 4754,Internship
BCHM 4784,Applications in Molecular Life Science
BCHM 4974,Independent Study
BCHM 4974H,Independent Study
BCHM 4984,Special Study
BCHM 4994,Undergraduate Research
BCHM 4994H,Undergraduate Research
BCHM 5004,Seminar in Biochemistry
BCHM 5014,Techniques in Biochemical Research
BCHM 5024,Computational Biochemistry for Bioinformatics
BCHM 5124,Biochemistry for the Life Sciences
BCHM 5224,Protein Structure and Function
BCHM 5344,Molecular Biology for the Life Sciences
BCHM 5784G,Adv Apps Molecular Life Sci
BCHM 5974,Independent Study
BCHM 5984,Special Study
BCHM 5994,Research and Thesis
BCHM 6984,Special Study
BCHM 7994,Research and Dissertation
BDS 2005,Fundamentals of Behavioral Decision Science
BDS 2006,Fundamentals of Behavioral Decision Science
BDS 3134,Choice and Behavior
BDS 4184,The Science of Giving
BDS 4194,Predicting Social Behavior
BDS 4864,Developing Behavioral Science Policies  and  Interventions
BIOL 1004,Biology Orientation Seminar
BIOL 1014,Introduction to Biology
BIOL 1024,"Cancer: Causes, Treatments, Costs"
BIOL 1034,Biology of Sex
BIOL 1054,Human Biology: Concepts and Current Issues
BIOL 1064,Plants and Civilization
BIOL 1074,How Animals Think
BIOL 1105,Principles of Biology
BIOL 1106,Principles of Biology
BIOL 1115,Principles of Biology Laboratory
BIOL 1116,Principles of Biology Laboratory
BIOL 1135,Phage Hunters
BIOL 1136,Phage Hunters
BIOL 1214,Careers in Medicine
BIOL 1984,Special Study
BIOL 2004,Genetics
BIOL 2124,Cell and Molecular Biology for Engineers
BIOL 2134,Cell Function and Differentiation
BIOL 2304,Plant Biology
BIOL 2404,Biotechnology in A Global Society
BIOL 2504,General Zoology
BIOL 2604,General Microbiology
BIOL 2614,General Microbiology Laboratory
BIOL 2704,Evolutionary Biology
BIOL 2804,Ecology
BIOL 2964,Field Study
BIOL 2974,Independent Study
BIOL 2974H,Independent Study
BIOL 2984,Special Study
BIOL 29844,Special Study
BIOL 2984D,Special Study
BIOL 2994,Undergraduate Research
BIOL 2994H,Undergraduate Research
BIOL 3014,Insect Biology
BIOL 3024,Insect Biology Laboratory
BIOL 3104,Cell and Molecular Biology Laboratory
BIOL 3134,Human Genetics
BIOL 3204,Plant Taxonomy
BIOL 3254,Medical and Veterinary Entomology
BIOL 3264,Medical and Veterinary Entomology Laboratory
BIOL 3404,Introductory Animal Physiology
BIOL 3454,Introductory Parasitology
BIOL 3514,Introduction to Histology
BIOL 3604,Food Microbiology
BIOL 3764,Careers in Microbiology
BIOL 3774,Molecular Biology
BIOL 3804,Principles of Biology Teaching Assistant
BIOL 3814,Careers In Biological Sciences
BIOL 3954,Study Abroad
BIOL 3984,Special Study
BIOL 4004,Freshwater Ecology
BIOL 4014,Environmental Toxicology
BIOL 4104,Developmental Biology
BIOL 4114,Global Change Ecology
BIOL 4134,Evolutionary Genetics
BIOL 4164,Environmental Microbiology
BIOL 4204,Advanced Principles of Biology Teaching Assistant
BIOL 4314,Plant Ecology
BIOL 4334,Chemical Ecology
BIOL 4354,Aquatic Entomology
BIOL 4404,Ornithology
BIOL 4454,Invertebrate Zoology
BIOL 4474,Ethology
BIOL 4484,Freshwater Biomonitoring
BIOL 4554,Neurochemical Regulation
BIOL 4564,Infectious Disease Ecology
BIOL 4574,Social Behavior of Birds and Mammals
BIOL 4594,"Ecology, Evolution, and Behavior Senior Seminar"
BIOL 4624,Microbial Genetics
BIOL 4634,Microbial Physiology
BIOL 4644,Microbial Molecular Genetics and Physiology Laboratory
BIOL 4664,Virology
BIOL 4674,Pathogenic Bacteriology
BIOL 4684,Microbiomes
BIOL 4704,Immunology
BIOL 4714,Immunology Laboratory
BIOL 4724,Pathogenic Bacteriology Lab
BIOL 4734,Inflammation Biology
BIOL 4774,Molecular Biology Lab
BIOL 4804,Prokaryotic Diversity
BIOL 4824,Bioinformatics Methods
BIOL 4834,Practical Analysis of Protein Structure and Function
BIOL 4844,Proteomics and Biological Mass Spectrometry
BIOL 4854,Cytogenetics
BIOL 4864,Clinical Biology
BIOL 4874,Cancer Biology
BIOL 4884,Cell Biology
BIOL 4964,Field Study
BIOL 4974,Independent Study
BIOL 4974H,Independent Study
BIOL 4984,Special Study
BIOL 4994,Undergraduate Research
