"course_code","course_name","course_level","course_hours","course_description"
"ADPR 450","Audience Psychology and Behavior","Undergraduate","3 Hours","PR:ADPR 215orIMC 215with a minimum grade of C-. This course is designed to be an introduction to the underlying theories and research that influence strategic communication and explain how strategic communication affects audiences. The course will focus on individual-oriented theories in communication, advertising, public relations, psychology and marketing. More specifically, students will be acquainted with a variety of theoretical perspectives in audience perception, learning, memory, attitudes, and behavior."
"ADPR 452","Strategic Communication Strategy and Management","Undergraduate","3 Hours","PR: (JRL 101 orMDIA 101) and (JRL 215 or MDIA 215) and (ADPR 215orADV 215orPR 215or STCM 215) with a minimum grade of C- in each. This course covers strategic communications from a client's perspective and includes campaign planning and management of various marketing communication agencies."
"ADPR 457S","Martin Hall Agency Experience","Undergraduate","3 Hours","PR: (ADPR 421 orADPR 421Sor STCM 421) and (ADV 315 orADV 315Sor PR 324 orPR 324SorSTCM 315) with a minimum grade of C- in each. This capstone course is designed as a faculty-advised advertising and public relations agency, designed to provide a real-world professional experience in the university setting. Students manage accounts and work in interactive teams to develop integrated multi-media advertising and public relations strategies, materials and campaigns to address the strategic communication needs of real-world clients."
"ADPR 459S","Strategic Communication Campaigns for Public Relations and Advertising","Undergraduate","3 Hours","PR: (ADV 315 orADV 315Sor PR 324 orPR 324SorSTCM 315) and (ADPR 421 orADPR 421Sor STCM 421) with a minimum grade of C- in each. This capstone course synthesizes knowledge from all prior major courses and applies it to the development of a Strategic Communications (Advertising and Public Relations) campaign in a real world environment. (Also listed as ADV 459, PR 459 and STCM 559)."
"ADPR 493","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"ADPR 499","Global Service Learning","Undergraduate","1-3 Hours","PR: Consent. Theory and practice of global service-learning. The main objective will be to pair the experiential aspects of meaningful and sustained service in the host community with work from the student's anchor course by offering a methodological framework for cultural immersion and community service as well as adding to the content of the anchor course."
"ADRC 102","Adventure in Society","Undergraduate","3 Hours","This course explores how outdoor adventure has transformed from a daily necessity for survival in early cultures to its modern form of recreational pursuit. Through readings, media, lectures and hands-on adventure experiences students explore historical and modern perspectives of popular adventure pursuits and their societal influence."
"ADRC 111","Introduction to Whitewater Rafting","Undergraduate","1 Hour","Introductory skills course in navigating class II-III whitewater in inflatable watercraft. Content includes equipment selection and care, river features and hazards, paddle strokes, steering, whitewater maneuvers and basic rescue techniques. Must meet essential eligibility requirements to participate."
"ADRC 112","Whitewater Rafting Techniques","Undergraduate","1 Hour","PR:ADRC 111or permission of the instructor. Whitewater raft skill development course designed to build intermediate skills on class III-IV whitewater. Includes intermediate paddle raft maneuvers, oar-rig operation and self-recovery techniques. Must meet essential eligibility requirements to participate."
"ADRC 121","Introduction to Rock Climbing","Undergraduate","1 Hour","Introduction to rock climbing skills. Content includes skills necessary to climb and belay using a top-rope system both on artificial and natural climbing surfaces. Must meet essential eligibility requirements to participate."
"ADRC 122","Rock Climbing Techniques","Undergraduate","1 Hour","PR:ADRC 121or permission of the instructor. Rock climbing skill development course focused on building proficiency for independent set-up and safe climbing practices in a top rope climbing setting. Must meet essential eligibility requirements to participate."
"ADRC 131","Introduction to Mountain Biking","Undergraduate","1 Hour","Introduction to mountain biking and riding techniques.  Foundational content and practice on biking skills, etiquette, and technical knowledge. Must meet essential eligibility requirements to participate."
"ADRC 211","Introduction to Whitewater Raft Guiding","Undergraduate","1 Hour","PR:ADRC 112or permission of the instructor. Introduces methods and skills of commercial raft guiding on class III-IV whitewater. Emphasis is placed on customer care, building a short-term paddling team, effective communication and group safety. Must meet essential eligibility requirements to participate."
"ADRC 212","Swiftwater Rescue","Undergraduate","1 Hour","PR:ADRC 111or permission of the instructor. Introductory theory and skills in self and group rescue techniques of paddlers in swiftwater settings. Instruction emphasizes recognition and avoidance of common river hazards, personal/group safety, throw bag use, rope/boat/wading-based rescues, rescue PFD use and mechanical advantage systems. Must meet essential eligibility requirements to participate."
"ADRC 221","Lead Climbing","Undergraduate","1 Hour","PR:ADRC 122or permission of the instructor. Introduces experienced top rope climbers to techniques and skills required to lead climb bolted sport and traditional lead routes. Emphasis on safety practices, equipment, lead climbing knots, lead belay technique, bolt assessment, route finding, traditional gear placement and anchor cleaning. Must meet essential eligibility requirements to participate. Must have the ability to climb 5.8 on a top rope."
