"code","title","credits","department","campus","description"
"ARTS1316","Drawing I","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","A foundation studio course exploring drawing with emphasis on descriptive, expressive and conceptual approaches. Students will learn to see and interpret a variety of subjects while using diverse materials and techniques. Course work will facilitate a dialogue in which students will engage in critical analysis and begin to develop their understanding of drawing as a discipline."
"ARTS1317","Drawing II","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","A studio course exploring drawing with continued emphasis on descriptive, expressive and conceptual approaches. Students will further develop the ability to see and interpret a variety of subjects while using diverse materials and techniques. Course work will facilitate a dialogue in which students will employ critical analysis to broaden their understanding of drawing as a discipline."
"ARTS2311","Color Theory","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","This course examines various theories in the use of color.  Students apply their knowledge in creative compositions using such media as acrylics, colored pencil and collage."
"ARTS2313","Graphic Design","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","This course is an introduction to creative and problem-solving aspects of graphic design using the computer and graphic software. Students will learn basic principles, techniques, compositions, visual perceptions, and strategies for graphic design. The computer and graphic software will be used as an effective tool in graphic communications."
"ARTS2316","Painting I","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","An introduction to various painting theories and techniques using oil and/or acrylics."
"ARTS2317","Painting II","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","A continuation of Painting I, with an emphasis on individual expression."
"ARTS2323","Life Drawing","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","An advanced level course in which students draw the human figure from direct observation of a live model, using a variety of materials and techniques."
"ARTS2326","Sculpture I","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","An exploration of various sculptural approaches in a variety of media including additive and subtractive methods."
"ARTS2333","Printmaking I","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","An introduction to the techniques and procedures of printmaking. Exploration of creative design and color through traditional and contemporary printmaking techniques, including woodcut and silk-screen."
"ARTS2341","Art Metals I","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","An introduction to metal fabrication through the study of basic materials and techniques. Includes soldering, riveting, raising, sawing and filing. Students will also learn the proper maintenance and operating procedures of machines and hand tools."
"ARTS2346","Ceramics I","3","ARTS - Studio Art & Art History","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Exploration of ideas using basic ceramic processes. An introduction to ceramics that examines the historical and cultural significance of the ceramic arts through research and application of various construction methods and firing processes."
