"course_code","course_name","credits","college_name","department","description"
"ACTS 6305","Principles of Short Term Actuarial Mathematics II","3 semester credit hours","School of Natural Sciences and Mathematics","Actuarial Science","ACTS 6305   The purpose of this class is to further develop the students' knowledge of construction and selection of parametric models using the Maximum Likelihood Estimator (MLE) method, using the Bayesian estimation technique as well as model selection using hypothesis testing and score-based approaches. In addition, loss estimation using credibility theory, insurance and reinsurance coverages, as well as rate making and loss reserving of property and casualty insurance will be discussed. This class covers parts of SOA Exams FAM and ASTAM; CAS Exams MAS I, MAS II, and 5. Prerequisites: STAT 5352 and ACTS 6304 and instructor consent required. (3-0) Y"
"ACTS 6306","Theory of Credibility","3 semester credit hours","School of Natural Sciences and Mathematics","Actuarial Science","ACTS 6306   The purpose of this 3-hour course is to develop the student's knowledge of probabilistic and statistical concepts of credibility theory, focusing on the Bayesian and Bhlmann approaches to credibility. Methods of limited fluctuation credibility and empirical Bayes credibility will be discussed. This class covers parts of SOA Exams FAM and ASTAM; CAS Exam 5. Instructor consent required. (3-0) R"
"ACTS 6307","Advanced Statistics for Risk Modeling","3 semester credit hours","School of Natural Sciences and Mathematics","Actuarial Science","ACTS 6307   This 3 semester credit hour course provides a solid introduction to several major statistical risk methods such as linear models, time series models, principal components and cluster analysis, and decision trees. This class covers parts of the SOA Exam SRM which serves as a formal SOA prerequisite for the SOA Exam PA - Predictive Analytics. Prerequisite: STAT 5352. (3-0) Y"
"ACTS 6308","Actuarial Financial Mathematics","3 semester credit hours","School of Natural Sciences and Mathematics","Actuarial Science","ACTS 6308   The purpose of this course is to provide an understanding of the fundamental concepts of financial mathematics, and how those concepts are applied in calculating present and accumulated values for various streams of cash flows as a basis for future use in: reserving, valuation, pricing, asset liability management, investment income, capital budgeting, and valuing contingent cash flows. The topics discussed include loans, bonds, and annuities, as well as determinants of interest rates and interest rates swaps. This class covers parts of the CAS Exam 2 and the SOA Exam FM. Instructor consent required. This course can be replaced by other electives only if the student successfully has passed SOA Exam FM before-hand and the student formally obtained approval from the Graduate Advisor. Instructor consent required. (3-0) Y"
"ACTS 6310","Advanced Predictive Analytics","3 semester credit hours","School of Natural Sciences and Mathematics","Actuarial Science","ACTS 6310   This 3 semester credit hour course provides a solid introduction to the implementation of various predictive analytic methods in two major software R and Python. This class covers parts of the SOA Predictive Analytics Exam PA. Each student must complete a final project using insurance data. Prerequisites: ACTS 6307 and instructor consent required. (3-0) Y"
"AHST 6301","Foundations I: Theories and Methods of Art History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","Art History","AHST 6301   Introduction to research methods in art history. (3-0) Y"
"AHST 6302","Foundations II: Thesis Workshop","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","Art History","AHST 6302   Intended for MA AHST students in their third semester, this course helps students refine their thesis projects through detailed discussions of how to properly write abstracts, proposals, prospectuses, bibliographies, and research essays. Course time is also spent focusing on professional practice. Prerequisites: MA AHST students only and department consent required. (3-0) Y"
"AHST 6310","Topics in Art History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","Art History","AHST 6310   Master's seminar on a topic related to artistic production of a particular time, place, or movement, or a theme treated across chronology and geography. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
"AHST 6311","Topics in Architecture and Landscape Architecture","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","Art History","AHST 6311   Master's seminar on a topic related to the forms, theories, and histories of architecture and the built and natural environment. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
"AHST 6315","Topics in the History of Design","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","Art History","AHST 6315   Master's seminar on a topic related to the forms, theories, and histories of design. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
"AHST 6316","Topics in Decorative Arts","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","Art History","AHST 6316   Master's seminar on a topic related to the forms, theories, and histories of the decorative arts. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
"AHST 6317","Topics in the History of New Media","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","Art History","AHST 6317   Master's seminar on a topic related to the forms, theories, and histories of new media. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
