"school","subject","course_code","course_name","credits","description"
"School of Humanities and Social Sciences","Undergraduate","PSY-P 316","Psychology of Childhood and Adolescence","3 cr.","P: PSY-P 103 and Sophomore standing. Every Fall. Development of behavior in infancy, childhood, and youth; factors that influence behavior. Â Credit not to be given for both PSY-P 216 and PSY-P 316."
"School of Humanities and Social Sciences","Undergraduate","PSY-P 319","Psychology of Personality","3 cr.","P: PSY-P 103 and Sophomore standing. Every fall. Methods and results of scientific study of personality. Basic concepts of personality traits and their measurements; developmental influences; problems of integration."
"School of Humanities and Social Sciences","Undergraduate","PSY-P 320","Social Psychology","3 cr.","P: PSY-P 103 and Sophomore standing. Every Spring. The study of psychological theories and research dealing with social influence and social behavior, including topics such as conformity, personal perception, aggression, attitudes, and group dynamics."
"School of Humanities and Social Sciences","Undergraduate","PSY-P 322","Psychology in the Courtroom","3 cr.","P: PSY-P 103 and Sophomore standing. Alternate years. This course considers the psychological aspects of roles and interactions in the courtroom. Topics include: definitions of âsanityâ and âcompetencyâ, eyewitness testimony, jury selection, instructions, and the role of psychologists as âexpert witnessesâ and jury selection consultants. Emphasis will be placed on empirical law-psychology research."
"School of Humanities and Social Sciences","Undergraduate","PSY-P 324","Abnormal Psychology","3 cr.","P: PSY-P 103 and Sophomore standing. Fall and Spring. A first course in abnormal psychology, with emphasis on forms of abnormal behavior, etiology, development, interpretation, and final manifestations."
"School of Humanities and Social Sciences","Undergraduate","PSY-P 325","Psychology of Learning","3 cr.","P: PSY-P 103 and Sophomore standing. Every Fall. Facts and principles of human and animal learning, especially as treated in theories attempting to provide a framework for understanding what learning is and how it takes place."
"School of Humanities and Social Sciences","Undergraduate","PSY-P 326","Behavioral Neuroscience","3 cr.","P: PSY-P 103 and Sophomore standing. R: BIOL-L 100 or BIOL-L 105. Every Spring. Central nervous system functions in relation to sensory processes, motivation, and learning."
"School of Humanities and Social Sciences","Undergraduate","PSY-P 335","Cognitive Psychology","3 cr.","P: PSY-P 103 and Sophomore standing. Every Spring. Introduction to human cognitive processes, including attention and perception, memory, psycholinguistics, problem solving, and thinking."
"School of Humanities and Social Sciences","Undergraduate","PSY-P 343","Psychology Abroad","3 cr.","P: Sophomore Standing. PSY/P103 plus six (6) credit hours in Psychology. Study of psychology's impact in the rest of the world, including how the field develops in different cultures, countries, and contexts."
"School of Humanities and Social Sciences","Undergraduate","PSY-P 348","Psychology of Hip Hop","3 cr.","Psychological underpinnings of birth of Hip Hop music and its continued influence on gender, racial, social and political dynamics."
"School of Humanities and Social Sciences","Undergraduate","PSY-P 355","Experimental Psychology","4 cr.","P: PSY-P 259 and PSY-K 300.  Fall and Spring. Design and execution of simple psychological experiments, treatment of results, and preparation of written reports.Â"
