"course_code","course_title","credits","department","level","description"
"ANT 5583","Teaching Anthropology","(3-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","This course provides students with the opportunity to examine key pedagogical issues that instructors confront in the construction and implementation of a semester-long undergraduate course. Emphasis will be placed on discipline-specific concerns and approaches to teaching. Basic areas of exploration include: fundamentals of putting together a class, educational technology, pedagogical theory and practice, and consideration of changes in higher education and the nature of the job market for academics. Course Fee: GL01 $90; STLF $18.48."
"ANT 5603","Ancient Civilizations","(3-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","This course presents a global survey of the development of the world’s ancient civilizations, beginning with the transition to food-producing economies. The case studies include civilizations of both the New World (Maya, Teotihuacan, Tiwanaku, Inka) and the Old World (Mesopotamia, Indus Valley, Egypt, China). Course Fee: GL01 $90."
"ANT 5613","Seminar in Resource Frontiers","(3-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","This seminar examines the social and environmental implications of resource development at the fringes of the global economic system. Core readings engage both theory and ethnography to explore the dynamics of actual and intended resource developments on politically and economically marginalized peoples. Topics generally include mining, logging, petroleum development, biotechnology, hunting and trapping, and other areas of interest to the instructor and students. Course Fee: GL01 $90."
"ANT 5703","The Anthropology of Space and Place","(3-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","This course examines key theoretical and philosophical orientations for the consideration of space and place in the social sciences. Attention will be given to both foundational texts and ethnographic uses in the social sciences. Course Fee: GL01 $90; STLF $18.48."
"ANT 6133","Seminar in Medical Anthropology","(3-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","This course offers a study of selected topics in contemporary theories and their application in medical anthropology. Topics include cross-cultural and biocultural approaches to the study of sickness, healing, and healing systems; critical approaches to the study of biomedicine, globalization, and international health; meaning-centered approaches to understanding the experience of suffering and pain; and ecological approaches to understanding the relationship between human health, cultural processes, and the environment. Course Fee: GL01 $90."
"ANT 6223","The Archaeology of Household and Residence","(3-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","This course examines the data, methods, and theories used to reconstruct the composition and activities of domestic groups. The relevance of household studies in archaeology is stressed through inspection of the economic, political, and ideological links between domestic groups and broader social formations. Course Fee: GL01 $90."
"ANT 6233","Topics in the Anthropology of Complex Societies","(3-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","Attention focuses on issues central to the comparative study of ancient complex societies. Topics may include, but are not limited to, the development of hierarchical political systems, the nature of divine kingship, agricultural intensification and surplus production, and the collapse of socio-political systems. May be repeated for credit when topics vary. Course Fee: GL01 $90."
"ANT 6303","Seminar in Research Design and Proposal Writing","(3-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","This course familiarizes students with the philosophical foundations of social science research, the structure and types of research designs, and pragmatic considerations of data acquisition and analysis. The relationship between theory and research design and methods is emphasized. The final project is a scholarly research proposal. Course Fee: GL01 $90."
"ANT 6353","Field Research Methods in Cultural Anthropology","(3-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","The study and practice of field research methods of cultural anthropology emphasizing participant observation and use of informants. Course Fee: GL01 $90."
"ANT 6443","Supervised Research","(0-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","Prerequisite: Consent of instructor.
The course is designed to offer the opportunity for intensive training and requires the student to carry out independent research and analysis of field data. The grade report for the course is either “CR” (satisfactory performance) or “NC” (unsatisfactory performance). May be repeated for credit, but not more than 3 hours may be applied to the Doctoral degree. Course Fee: GL01 $90."
"ANT 6446","Supervised Research","(0-0) 6 Credit Hours.","Anthropology (ANT)","Graduate","Prerequisite: Consent of instructor.
The course is designed to offer the opportunity for intensive training and requires the student to carry out independent research and analysis of field or laboratory data. The grade report for the course is either “CR” (satisfactory performance) or “NC” (unsatisfactory performance). May be repeated for credit, but not more than 3 hours may be applied to the Doctoral degree. Course Fee: GL01 $180."
"ANT 6513","Maya Civilization","(3-0) 3 Credit Hours.","Anthropology (ANT)","Graduate","This course brings together archaeological data, art and iconography, ancient texts, colonial documents, paleoenvironmental studies, and ethnographic accounts to present the rich and complex history of Maya civilization, from its origins to the present time. Special attention will be given to the Classic period (A.D. 300–900). Course Fee: GL01 $90."
