"course_code","course_name","credits","college_name","department","description"
"BIS 4V02","Independent Study","1-6 semester credit hours","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 4V02   Independent study under a faculty member's direction. An independent study course may be used in the Interdisciplinary Studies degree plan wherever appropriate. An independent study course involves an individual contract between the student and a faculty member, specifying what requirements the student will meet. This usually involves some combination of reading, research, papers, examinations, and meetings with the faculty member. To undertake an independent study, the student must arrange with an appropriate faculty member for supervision of a particular topic. For written papers, 10 pages are required for each hour of credit. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. ([1-6]-0) S"
"BIS 4V04","Internship","1-6 semester credit hours","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 4V04   Students undertake a new learning experience at a faculty-supervised work situation in business, government, or social service agency, arts institution, or other setting appropriate to the student's concentration. Sites may be local, out of state, or abroad. An internship provides exposure to a professional working environment, application of theory to working realities, and an opportunity to test skills and clarify goals in a specific field. Experience gained may also serve as a work credential after graduation. Course requirements include writing a journal and research paper connecting theory to practice. This course is open to all majors at UT Dallas. May be repeated for credit (6 semester credit hours maximum). Instructor consent required. ([1-6]-0) S"
"BLAW 2301","Business and Public Law","3 semester credit hours","Naveen Jindal School of Management","Business Law","BLAW 2301 BUSI 2301   Commercial and administrative law, focusing on the American judicial and legislative process, the law of contracts, agency, torts and laws of partnerships, limited liability companies and corporations. (3-0) Y"
"BLAW 3301","Employment Law","3 semester credit hours","Naveen Jindal School of Management","Business Law","BLAW 3301   Introduction to the various legal issues that are involved in the modern employment relationship. The topics covered will include employment contracts, employment-at-will, anti-discrimination laws, occupational health and safety, pay equity, employee privacy, and other relevant topics. Prerequisite: BLAW 2301. (3-0) Y"
"BLAW 4301","International Law","3 semester credit hours","Naveen Jindal School of Management","Business Law","BLAW 4301   The course examines the nature, structure, and sources of international law, the relationship between international law and domestic U.S. law, and the role of international organizations such as the United Nations, World Trade Organization, and regional organizations such as the European Union and NAFTA/USMCA in international businesses. The course also explores the methods of resolving international disputes and conflicts involving firms and countries. (3-0) Y"
"BLAW 4305","Introduction to Patent Law","3 semester credit hours","Naveen Jindal School of Management","Business Law","BLAW 4305   This course focuses on the protection of rights in inventions by providing an introduction to basic principles of the law of patents in the United States. We will cover basic theory and history of patent law in the United States, examine the basic procedures of the MPEP necessary for passing the patent bar exam, and consider and learn the structural workings of patents. This class will also be a working seminar class where students will provide an analysis of actual technologies that were filed for inventors affiliated with the University of Texas at Dallas. This course will be designed for people with technical backgrounds as well as for those with non-technical backgrounds. (3-0) R"
"BLAW 4310","Current Issues in Business and Law","3 semester credit hours","Naveen Jindal School of Management","Business Law","BLAW 4310   This class will explore current business and legal issues. Topics covered will likely include employment issues, government regulation, social media and copyright, marketing, ethical business decision making, negligence, Constitutional issues, and many others. Prerequisite: BLAW 2301. (3-0) P"
"BMEN 1100","Introduction to Bioengineering I","1 semester credit hour","Erik Jonsson School of Engineering and Computer Science","Biomedical Engineering","BMEN 1100   This is a laboratory course emphasizing the essential skills and tools necessary to succeed in a biomedical engineering degree plan. Lab activities will include an introduction to laboratory instruments applicable to the field of biomedical engineering, measurement techniques, and basic statistical analysis of real-world experimental data. Professional responsibilities in biomedical engineering will be evaluated as well as engineering ethics. CE 1100 or CS 1200 or EE 1100 or MECH 1100 can substitute for this course. Credit cannot be received for more than one of the following: BMEN 1100, CE 1100, CS 1200, EE 1100 or MECH 1100. Lab fee of $30 required. (0-2) Y"
"BMEN 1208","Introduction to Bioengineering II","2 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Biomedical Engineering","BMEN 1208   The purpose of this course is to give students a general understanding of a broad range of applications specific to the biomedical engineering profession. Course exercises include team-oriented project, computer-aided design, introductory materials, and hardware and software tools associated with the discipline. Lab fee of $30 required. Prerequisite: BMEN 1100. Prerequisite or Corequisite: BMEN 1300 or equivalent. (1.5-1.5) Y"
"BMEN 1300","Introduction to Biomedical Engineering Computing","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Biomedical Engineering","BMEN 1300   Computer programming in a high-level, block structured language with a focus on bioengineering applications. Basic data types, memory usage, control structures, input/output, functions and parameter passing. Program design and software development methodology. Mechanics of running, testing, and debugging. Pseudo-codes, flowcharts and code efficiency. Programming languages of choice are C++ and Matlab. Programming projects related to biomedical engineering applications. (3-0) S"
"BMEN 2320","Statics","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Biomedical Engineering","BMEN 2320   Lecture course. Course material includes vector representations of forces and moments, free body diagrams, equilibrium of particles, center of mass, centroids, distributed load systems, equivalent force systems, equilibrium of rigid bodies, trusses, frames and machines, internal forces in structural members, shear forces and bending moments in beams, friction, area and mass moments of inertia, the principle of virtual work. Prerequisites: PHYS 2325 and PHYS 2125. Prerequisites or Corequisites: MATH 2415 or MATH 2419 or equivalent. (3-0) S"
